file,average_tempo,average_bpm,note_count,tick_count,note_density,tempo_deviation,unique_note_count,total_duration,overlapping_notes
Bach - Bwv0790 Sinfonia n4.csv,684564.7448706512,87.64693252109709,554,22320,0.02482078853046595,21611.518348668862,43,88320,109
Bach - Bwv0791 Sinfonia n5.csv,913427.6563677468,65.68664697387261,657,27600,0.023804347826086956,39329.20011011073,39,109440,94
Bach - Bwv0792 Sinfonia n6.csv,344873.5060240964,173.97683194547216,527,44640,0.011805555555555555,41226.49070700263,41,178200,67
Bach - Bwv0793 Sinfonia n7.csv,638968.9740082079,93.90127289533977,725,31920,0.022713032581453633,7991.579000289799,43,126240,140
Bach - Bwv0794 Sinfonia n8.csv,617646.4641638225,97.14295067037865,579,22320,0.025940860215053763,28959.49425834247,35,88320,115
Bach - Bwv0795 Sinfonia n9.csv,715749.6490166414,83.82819339476194,655,34080,0.019219483568075117,13202.051128493322,46,134880,126
Bach - Bwv0796 Sinfonia n10.csv,603153.0538400634,99.47723818689319,624,24480,0.025490196078431372,19734.246195795644,42,97200,106
Bach - Bwv0797 Sinfonia n11.csv,754324.9888475836,79.54131294478884,532,26280,0.020243531202435314,34054.47565003674,41,104040,73
Bach - Bwv0798 Sinfonia n12.csv,630847.3431876607,95.11017308374645,771,30240,0.025496031746031746,32958.06242301835,36,119520,130
Bach - Bwv0799 Sinfonia n13.csv,752255.3884234577,79.76014651851845,652,23400,0.027863247863247863,18436.094395199525,43,93240,117
Bach - Bwv0800 Sinfonia n14.csv,625000.0,96.0,637,23520,0.027083333333333334,0.0,40,70560,121
Bach - Bwv0801 Sinfonia n15.csv,754358.6109142452,79.53776775648252,1350,41040,0.03289473684210526,55324.28283804725,40,163080,845
Bach - Bwv0806 English Suite n1 01mov .csv,414806.76160990715,144.64566529034846,1604,53136,0.03018669075579645,35146.23605883859,41,159192,534
Bach - Bwv0806 English Suite n1 02mov .csv,833333.0,72.00002880001152,3468,61404,0.05647840531561462,0.0,42,183252,966
Bach - Bwv0806 English Suite n1 03mov .csv,416667.0,143.99988480009216,1716,57768,0.029705027004570003,0.0,34,159192,456
Bach - Bwv0806 English Suite n1 04mov .csv,416667.0,143.99988480009216,1972,69264,0.02847077847077847,0.0,38,185088,499
Bach - Bwv0806 English Suite n1 05mov.csv,416667.0,143.99988480009216,2100,69264,0.030318780318780318,0.0,40,185088,422
Bach - Bwv0806 English Suite n1 06mov .csv,416667.0,143.99988480009216,2260,69264,0.03262878262878263,0.0,40,185088,604
Bach - Bwv0806 English Suite n1 07mov .csv,1000000.0,60.0,1932,46050,0.04195439739413681,0.0,41,92034,512
Bach - Bwv0806 English Suite n1 08mov .csv,300000.0,200.0,2358,92112,0.025599270453361127,0.0,37,275616,552
Bach - Bwv0806 English Suite n1 09mov .csv,300000.0,200.0,1748,69072,0.025306926106092194,0.0,36,206448,432
Bach - Bwv0806 English Suite n1 10mov .csv,606061.0,98.99993565004183,3936,57552,0.06839032527105922,0.0,42,172104,1249
Bach - Bwv0811 English Suite n6 1mov.csv,538967.16032,111.32403681956487,4683,209880,0.022312750142938823,31674.19458973957,48,459648,1457
Bach - Bwv0811 English Suite n6 2mov.csv,834472.840425532,71.90168102943115,1492,46116,0.03235319628762252,5084.187028399135,47,137484,529
Bach - Bwv0811 English Suite n6 3mov.csv,375000.0,160.0,1404,91944,0.015270164447924823,0.0,46,274728,478
Bach - Bwv0811 English Suite n6 4mov.csv,476190.0,126.000126000126,696,68928,0.0100974930362117,0.0,36,149280,282
Bach - Bwv0811 English Suite n6 5mov.csv,375000.0,160.0,908,69060,0.013147987257457283,0.0,39,149508,264
Bach - Bwv0811 English Suite n6 6mov.csv,375000.0,160.0,1095,61344,0.017850156494522693,0.0,40,183648,451
Bach - Bwv0811 English Suite n6 7mov.csv,375000.0,160.0,754,45984,0.016397007654836464,0.0,17,137568,268
Bach - Bwv0811 English Suite n6 8mov.csv,666667.0,89.9999550000225,2858,80604,0.03545729740459531,0.0,49,178488,1079
Bach - Bwv0815 French Suite n4.csv,536851.4112531155,111.7627685097229,18136,429840,0.04219244369998139,183885.48285597537,47,2148624,11623
Bach - Bwv0816 French Suite n5.csv,720997.895231342,83.21799605357819,16614,336192,0.049418189605939467,232237.64351651794,43,1680952,5276
Bach - Bwv0817 French Suite n6.csv,582237.767211094,103.05068372221656,15880,346176,0.045872619707894254,198753.083021464,47,1617152,4414
Bach - Bwv0906 Fantasia and Fugue.csv,838338.7706315381,71.57011234825839,7660,220416,0.03475246806039489,152996.30117262257,50,661244,1958
Bach - Bwv0910 Toccata.csv,739631.6772106398,81.1214579482006,8334,278027,0.0299755059760383,53993.80869841785,48,480779,2771
Bach - Bwv0911 Toccata.csv,773358.9399206094,77.58363794974609,9314,289475,0.032175490111408585,95588.981959937,48,347843,3081
Bach - Bwv0912 Toccata.csv,839123.8737984496,71.50314974164527,9666,290944,0.03322288825340959,173882.36049326995,47,513664,3671
Bach - Bwv0913 Toccata.csv,745653.3158058173,80.46634907692837,9640,407129,0.023677998865224537,236184.73148026725,47,640601,3261
Bach - Bwv0914 Toccata.csv,759626.8770178066,78.9861467718888,5996,223183,0.02686584551690765,158457.7011265465,47,438991,1457
Bach - Bwv0915 Toccata.csv,592652.122751896,101.23982973586345,9218,328532,0.02805814958664605,28455.658782915907,48,472148,3864
Bach - Bwv0916 Toccata.csv,671020.4239890336,89.41605628531595,7268,239326,0.030368618537058238,68725.45394540613,46,366814,2797
Bach - Bwv0933 Little Prelude n1.csv,681818.0,88.00002346667293,1524,24544,0.062092568448500654,0.0,32,67358,720
Bach - Bwv0934 Little Prelude n2.csv,476190.0,126.000126000126,1404,46048,0.03048992355802641,0.0,41,126640,797
Bach - Bwv0935 Little Prelude n3.csv,606061.0,98.99993565004183,1746,27646,0.0631556102148593,0.0,41,75998,430
Bach - Bwv0936 Little Prelude n4.csv,681818.0,88.00002346667293,1900,36832,0.0515855777584709,0.0,40,136592,790
Bach - Bwv0937 Little Prelude n5.csv,625000.0,96.0,1924,30688,0.06269551616266945,0.0,36,84400,482
Bach - Bwv0938 Little Prelude n6.csv,669149.0269823788,89.66612455610733,1790,27616,0.06481749710312862,17770.580221077813,40,82592,844
Bach - Bwv0963 Sonata.csv,500000.0,120.0,3367,400896,0.008398686941251596,0.0,45,803328,1550
Bach - Bwv0967 Sonata.csv,500000.0,120.0,1827,222720,0.008203125,0.0,45,446976,822
Bach - Bwv0992 Capriccio.csv,500000.0,120.0,3083,385536,0.007996659196547145,0.0,47,772608,1287
Bach - Bwv0996 Suite for Lute.csv,727768.0382896608,82.44385139667159,9814,619436,0.01584344468193647,144647.22244806966,35,2522623,3405
Bach - Bwv0997 Partita for Lute 1mov.csv,750745.8975634013,79.92051664182812,1954,106080,0.018420060331825038,20851.060958903014,48,314400,1159
Bach - Bwv0997 Partita for Lute 2mov.csv,606072.2891566266,98.99809160305342,4112,225120,0.018265813788201846,104383.29989976411,51,1050240,2744
Bach - Bwv0997 Partita for Lute 3mov.csv,1200000.0,50.0,1884,92160,0.020442708333333334,0.0,46,540480,1152
Bach - Bwv0997 Partita for Lute 4mov.csv,598191.9352554375,100.30225495163027,1932,139440,0.013855421686746987,91822.73692942494,41,417840,1173
Bach - Bwv0997 Partita for Lute 5mov.csv,599876.2781065089,100.02062456843295,2668,139320,0.019150157909847833,75726.83371596088,48,417240,1520
Bach - Bwv0998 Prelude Fugue Allegro for Lute 1mov.csv,613622.0110966058,97.7800647873987,1338,34020,0.039329805996472664,543784.6695920398,38,136022,760
Bach - Bwv0998 Prelude Fugue Allegro for Lute 2mov.csv,875292.8825136612,68.54848382599928,3592,49080,0.07318663406682967,346800.3988848566,38,245280,2368
Bach - Bwv0998 Prelude Fugue Allegro for Lute 3mov.csv,663096.0156760288,90.48463356973994,1496,17220,0.08687572590011615,657010.9204560408,34,68760,928
Bach - Bwv1005 Violin Sonata n3 1mov Adagio.csv,1335063.7229845626,44.94167504294758,1112,67680,0.016430260047281323,22279.558056071048,29,324240,755
Bach - Bwv1005 Violin Sonata n3 2mov Fugue.csv,430146.32670686004,139.4874168968304,6080,680640,0.008932769158439116,38996.888981009615,36,3402240,3884
Bach - Bwv1005 Violin Sonata n3 3mov Largo.csv,1764706.0,33.99999773333349,832,40320,0.020634920634920634,0.0,27,160320,468
Bach - Bwv1005 Violin Sonata n3 4mov Allegro.csv,488135.16472545755,122.91677456539291,4784,293760,0.01628540305010893,13214.839986627661,34,587040,2388
Bach - Bwv1014 Harpsicord and Violin Sonata 1mov.csv,1214542.674944986,49.40131066429409,1166,86096,0.013543021743170415,169880.82205511784,49,508864,487
Bach - Bwv1014 Harpsicord and Violin Sonata 2mov.csv,329287.1928404389,182.21176317985106,2572,218432,0.01177483152651626,43680.91602297922,47,1249824,1126
Bach - Bwv1014 Harpsicord and Violin Sonata 3mov.csv,1633208.1461505003,36.737509631837824,1009,46504,0.02169705831756408,136625.48861144902,49,230040,433
Bach - Bwv1014 Harpsicord and Violin Sonata 4mov.csv,599749.8575099943,100.04170780315718,3203,142664,0.022451354230920203,77658.32885681014,50,708284,1510
Bach - Bwv1041 Violin Concerto n1 1mov.csv,645161.0,93.00004185001883,9010,131904,0.06830725376031054,0.0,63,923328,6971
Bach - Bwv1041 Violin Concerto n1 2mov.csv,2142857.0,28.000001866666793,4234,70656,0.059924139492753624,0.0,57,494592,3063
Bach - Bwv1041 Violin Concerto n1 3mov.csv,324324.0,185.000185000185,9548,245376,0.03891171100678143,0.0,60,1714176,7375
Bach - Bwv1042 Violin Concerto n2 1mov.csv,602853.6585365854,99.52664158271634,8186,33792,0.2422466856060606,41281.42035878487,61,33792,4505
Bach - Bwv1042 Violin Concerto n2 2mov.csv,1666666.0,36.00001440000576,2062,8448,0.2440814393939394,0.0,59,8448,937
Bach - Bwv1042 Violin Concerto n2 3mov.csv,652173.0,92.00012880018032,2808,11808,0.23780487804878048,0.0,58,11808,1370
Bach - Bwv1043 Two Violins Concerto n3 1mov.csv,600000.0,100.0,4113,17376,0.23670580110497239,0.0,62,17376,2249
Bach - Bwv1043 Two Violins Concerto n3 2mov.csv,1250000.0,48.0,1106,5784,0.1912171507607192,0.0,51,5784,617
Bach - Bwv1043 Two Violins Concerto n3 3mov.csv,576923.0,104.00001386666851,5752,22536,0.2552360667376642,0.0,64,22536,3290
Bach - Bwv1044 Flute Violin and Harpsichord Concerto 1mov.csv,857142.0,70.00007000007,20848,142296,0.1465114971608478,0.0,64,1530501,9667
Bach - Bwv1044 Flute Violin and Harpsichord Concerto 2mov.csv,1500000.0,40.0,4092,47484,0.08617639625979277,0.0,50,218652,1394
Bach - Bwv1044 Flute Violin and Harpsichord Concerto 3mov.csv,428571.0,140.00014000014,13520,234675,0.05761159049749654,0.0,62,2516934,6753
Bach - Bwv1046 aSinfonia h.csv,440524.7985611511,136.20118593998097,7634,40692,0.18760444313378552,26567.327603004844,42,555780,4417
Bach - Bwv1046 aSinfonia.csv,528718.9000526039,113.48185206549343,8483,54084,0.15684860587234672,209886.83780407291,47,663696,5147
Bach - Bwv1046 Brandenburg Concert n1 1mov.csv,681818.0,88.00002346667293,8933,32340,0.27622139764996906,0.0,61,420420,6170
Bach - Bwv1046 Brandenburg Concert n1 2mov.csv,1714285.0,35.00001458333941,1996,11316,0.17638741604807354,0.0,62,124476,1241
Bach - Bwv1046 Brandenburg Concert n1 3mov.csv,608404.5445717615,98.61859273623979,10217,35796,0.2854229522851715,81025.88562327225,60,500724,7239
Bach - Bwv1047 Brandenburg Concert n2 1mov.csv,684164.0400900267,87.69826603588346,21300,114000,0.1868421052631579,35421.07899303721,65,1250390,13337
Bach - Bwv1047 Brandenburg Concert n2 2mov.csv,750000.0,80.0,1132,47376,0.023893954745018573,0.0,52,189504,573
Bach - Bwv1047 Brandenburg Concert n2 3mov.csv,500000.0,120.0,3520,67584,0.052083333333333336,0.0,51,608256,2265
Bach - Bwv1048 Brandenburg Concert n3 1mov B.csv,653176.3230605385,91.85881037276822,11725,266880,0.04393360311750599,58075.8528374855,62,4270080,1923
Bach - Bwv1048 Brandenburg Concert n3 1mov.csv,546266.387967176,109.83652174404929,50302,541436,0.09290479391839479,57324.99501096918,54,5950280,29886
Bach - Bwv1048 Brandenburg Concert n3 2-3movs.csv,525913.5172424824,114.0871988128342,14064,378240,0.03718274111675127,105658.89256089,60,6051840,2322
Bach - Bwv1049 Brandenburg Concert n4 1mov.csv,763298.313141879,78.60622638222367,19954,77090,0.2588403165131664,214483.15373249026,56,770440,10116
Bach - Bwv1049 Brandenburg Concert n4 2mov.csv,1046042.0728752979,57.359069540172115,4322,25992,0.1662819329024315,303595.48182656727,60,259277,1938
Bach - Bwv1049 Brandenburg Concert n4 3mov.csv,355584.41501301236,168.73630414258832,12156,117714,0.10326724093990519,64055.49157934413,58,1176114,4952
Bach - Bwv1050 Brandenburg Concert n5 1-2-3movs.csv,632185.1457989906,94.90890508692462,39338,92161,0.4268399865452849,123256.75594774091,59,828577,19751
Bach - Bwv1051 Brandenburg Concert n6 1mov.csv,548201.0155665419,109.44890340634011,14888,542720,0.027432193396226417,33162.08294989865,54,4884480,9732
Bach - Bwv1051 Brandenburg Concert n6 2mov.csv,727606.0300767918,82.46220828278125,4214,397312,0.010606274162371135,90619.97894952883,52,2781184,3046
Bach - Bwv1051 Brandenburg Concert n6 3mov.csv,477915.6371409982,125.54517018721937,10676,688128,0.01551455543154762,190897.05517302506,48,6193152,6990
Bach - Bwv1052 Harpsichord Concerto n1 1mov.csv,576567.3712731346,104.06416143097435,9037,297212,0.03040590554890112,54194.14902619355,63,2376968,4893
Bach - Bwv1052 Harpsichord Concerto n1 2mov.csv,833333.0,72.00002880001152,2975,25056,0.11873403575989783,0.0,61,25056,1272
Bach - Bwv1052 Harpsichord Concerto n1 3mov.csv,627232.7807945127,95.65826569841948,10490,41400,0.2533816425120773,37290.33283555642,61,41400,5771
Bach - Bwv1052 Harpsichord Concerto n1b.csv,692920.4004792608,86.59003250373462,40126,227521,0.17636174243256666,337826.3799513899,55,1363321,25584
Bach - Bwv1053 Harpsichord Concerto n2 1mov.csv,683909.7038972843,87.73087976100912,8793,33984,0.258739406779661,37707.65070060186,58,33984,5097
Bach - Bwv1053 Harpsichord Concerto n2 2mov.csv,1500000.0,40.0,1874,10656,0.17586336336336336,0.0,54,10656,947
Bach - Bwv1053 Harpsichord Concerto n2 3mov.csv,750000.0,80.0,8438,28728,0.29372041214146477,0.0,56,28728,4842
Bach - Bwv1054 Harpsichord Concerto n3 1mov.csv,668231.2634748722,89.7892739827732,16802,166800,0.10073141486810551,16638.050143350523,60,1166676,5656
Bach - Bwv1054 Harpsichord Concerto n3 2mov.csv,1818181.0,33.000014850006686,2309,8352,0.2764607279693487,0.0,58,8352,1178
Bach - Bwv1054 Harpsichord Concerto n3 3mov.csv,652173.0,92.00012880018032,3072,11808,0.2601626016260163,0.0,57,11808,1631
Bach - Bwv1055 Harpsichord Concerto n4 1mov.csv,681818.0,88.00002346667293,4692,20352,0.23054245283018868,0.0,53,20352,2629
Bach - Bwv1055 Harpsichord Concerto n4 2mov.csv,952380.0,63.000063000063,1647,11232,0.1466346153846154,0.0,51,11232,737
Bach - Bwv1055 Harpsichord Concerto n4 3mov.csv,869565.0,69.00001725000432,4506,14688,0.306781045751634,0.0,52,14688,1867
Bach - Bwv1056 Harpsichord Concerto n5.csv,816383.3021834061,73.4948887851219,14846,63689,0.2331014774921886,278398.2543893491,53,63689,6352
Bach - Bwv1057 Harpsichord Concerto n6 2mov.csv,869565.0,69.00001725000432,2444,10368,0.2357253086419753,0.0,59,10368,1460
Bach - Bwv1057 Harpsichord Concerto n6 3mov.csv,375000.0,160.0,6744,47424,0.14220647773279352,0.0,59,47424,3968
Bach - Bwv1058 Harpsichord Concerto n7 1mov.csv,600000.0,100.0,4936,16608,0.2972061657032755,0.0,61,16608,2991
Bach - Bwv1058 Harpsichord Concerto n7 2mov.csv,1500000.0,40.0,2435,9024,0.2698359929078014,0.0,55,9024,1278
Bach - Bwv1058 Harpsichord Concerto n7 3mov.csv,326086.0,184.00053973491654,5046,31176,0.16185527328714397,0.0,61,31176,2616
Bach - Bwv1060 Two Harpsichords Concerto n1.csv,841211.4734895191,71.32570333486727,32294,123060,0.2624248334145945,374074.0097705406,60,1462195,21172
Bach - Bwv1061 Two Harpsichords Concerto n2.csv,694444.5662110617,86.39998485028721,31402,272592,0.11519780477783648,298621.22739842476,48,2452800,17711
Bach - Bwv1062 Two Harpsichords Concerto n3.csv,769063.9775958114,78.01691633973988,32804,134700,0.24353377876763177,287767.48933034594,62,1291800,21914
Bach - Bwv1063 Three Harpsichords Concerto n1.csv,818319.9209297872,73.32095732415644,41714,130799,0.3189168112906062,321529.5475766859,53,1385030,25737
Bach - Bwv1064 Three Harpsichords Concerto n2 1mov.csv,697674.0,86.00005160003096,26712,134616,0.19843109288643251,0.0,61,1480776,17368
Bach - Bwv1064 Three Harpsichords Concerto n2 2mov.csv,1875000.0,32.0,7436,44376,0.16756805480439876,0.0,59,476616,4050
Bach - Bwv1064 Three Harpsichords Concerto n2 3mov.csv,375000.0,160.0,16744,184224,0.09088935209310404,0.0,59,2026464,9726
Bach - Bwv1065 Four Harpsichords Concerto.csv,635525.7062941194,94.4100284312216,33754,174480,0.19345483723062815,254775.4406360475,53,2267568,21788
Bach - Bwv1066 Orchestral Suite n1 1mov.csv,726662.5223008457,82.56927825315778,40496,220080,0.18400581606688476,256596.62140019677,48,1971112,23132
Bach - Bwv1066 Orchestral Suite n1 2mov.csv,358158.808814401,167.52345195310326,9592,81840,0.11720430107526882,12738.673839075376,41,726952,5601
Bach - Bwv1066 Orchestral Suite n1 3mov.csv,421413.879699752,142.37784489383372,14816,139920,0.10588907947398514,55948.40675662861,39,1249672,8793
Bach - Bwv1066 Orchestral Suite n1 4mov.csv,345262.1460653971,173.7809970880365,5524,70560,0.07828798185941042,45496.46174961803,41,625432,3422
Bach - Bwv1066 Orchestral Suite n1 5mov.csv,574749.0925466409,104.39337926424129,10796,105360,0.10246772968868641,66841.46232680463,38,938632,6587
Bach - Bwv1066 Orchestral Suite n1 6mov.csv,360743.4594914791,166.32318181063854,10900,140160,0.07776826484018265,61552.35744963814,48,1251832,6911
Bach - Bwv1066 Orchestral Suite n1 7mov.csv,353146.7737667304,169.90102828925387,12996,121680,0.10680473372781064,99972.39950996822,36,1093192,7797
Bach - Bwv1066 Orchestral suite n1 Bouree.csv,282049.3107488538,212.72875952328076,3900,138772,0.028103652033551436,10510.468939452252,47,1972780,214
Bach - Bwv1066 Orchestral suite n1 Courante.csv,335007.98601760744,179.10020806741755,2886,81623,0.035357681045783663,13696.710956700508,40,1021536,160
Bach - Bwv1066 Orchestral suite n1 Forlane.csv,264082.8773695296,227.20140206607317,2106,70205,0.02999786340004273,5487.604847559134,41,889924,126
Bach - Bwv1066 Orchestral suite n1 Gavotte.csv,408679.84954896907,146.81418735525557,4624,138598,0.03336267478607195,5815.28325928293,38,1970584,423
Bach - Bwv1066 Orchestral suite n1 Menuet.csv,497610.8940614742,120.57613833628747,3333,104315,0.03195130134688204,21477.374163425924,38,1401567,295
Bach - Bwv1066 Orchestral suite n1 Overture.csv,693043.5743992118,86.57464294653194,14179,219625,0.06456004553215709,110188.48265304611,49,3282243,882
Bach - Bwv1066 Orchestral suite n1 Passpied.csv,419544.3217509025,143.01230380046474,4404,121459,0.03625914917791189,8586.238354301471,36,1618227,396
Bach - Bwv1067 Orchestral Suite n2 1mov.csv,585026.6418460028,102.55943184172776,36636,405600,0.09032544378698225,336195.21156835544,46,2833434,21607
Bach - Bwv1067 Orchestral Suite n2 2mov.csv,418922.5348502994,143.22457019754452,4134,58560,0.07059426229508196,25305.38870368011,41,404154,2593
Bach - Bwv1067 Orchestral Suite n2 3mov.csv,957681.20928165,62.65132845720716,5576,47040,0.1185374149659864,32161.205833092903,37,323464,3069
Bach - Bwv1067 Orchestral Suite n2 4mov.csv,361529.1188543076,165.96173550319017,8788,116640,0.07534293552812071,66261.13702288421,40,810714,5675
Bach - Bwv1067 Orchestral Suite n2 5mov.csv,874619.4796758593,68.60126191362266,7582,53520,0.14166666666666666,66692.31118263376,40,367434,5088
Bach - Bwv1067 Orchestral Suite n2 6mov.csv,576781.0704394943,104.02560533805546,3256,35520,0.09166666666666666,36616.98269742813,36,242874,2065
Bach - Bwv1067 Orchestral Suite n2 7mov.csv,537889.3717632552,111.54710085331114,6428,38640,0.1663561076604555,19240.69208924051,44,269034,4359
Bach - Bwv1067 Orchestral suite n2 Badineri.csv,501922.58020989504,119.54034818459267,1658,38653,0.042894471321760275,19679.93523018192,42,367100,119
Bach - Bwv1067 Orchestral suite n2 Bouree.csv,279959.06683359016,214.31704526885161,2570,115910,0.02217237511862652,6220.810222400183,38,1119236,155
Bach - Bwv1067 Orchestral suite n2 Menuet.csv,557201.3013225992,107.6810119746332,858,35311,0.024298377276202883,13747.784528537662,35,329497,55
Bach - Bwv1067 Orchestral suite n2 Overture.csv,428803.48752389825,139.92423510001433,10170,405613,0.025073160870090455,222256.20362162872,47,4394267,472
Bach - Bwv1067 Orchestral suite n2 Polonais.csv,1073458.9854455888,55.89407775565289,2209,52462,0.04210666768327551,25362.403325339463,39,518373,212
Bach - Bwv1067 Orchestral suite n2 Rondeau.csv,385747.906152648,155.54199787738273,1276,58080,0.02196969696969697,11320.652502705881,40,522290,67
Bach - Bwv1067 Orchestral suite n2 Sarabande.csv,793608.6598393575,75.6040137114245,1217,47545,0.025596803028709644,18882.77411130481,36,415307,54
Bach - Bwv1068 Orchestral Suite n3 1mov.csv,761081.5418642304,78.83517954335493,34556,235200,0.146921768707483,326725.3855621025,48,2811829,14908
Bach - Bwv1068 Orchestral Suite n3 2mov.csv,1942246.79195669,30.892057718140865,2560,35520,0.07207207207207207,57698.45984551674,43,208315,921
Bach - Bwv1068 Orchestral Suite n3 3mov.csv,421698.65367137047,142.28169684117125,12420,162240,0.07655325443786982,87236.94969483564,37,1941589,6164
Bach - Bwv1068 Orchestral Suite n3 4mov.csv,360770.2886977887,166.310812945744,4800,61920,0.07751937984496124,66525.42114529194,37,737734,2755
Bach - Bwv1068 Orchestral Suite n3 5mov.csv,347783.09552385635,172.5213236992546,10116,103800,0.09745664739884394,33978.3588089578,47,1244254,5139
Bach - Bwv1068 Orchestral suite n3 Air.csv,1805762.4189944135,33.22696240040957,1032,35471,0.029094189619689324,90646.45128865911,43,272763,57
Bach - Bwv1068 Orchestral suite n3 Bourree.csv,297736.7732265446,201.52028703000238,2152,61923,0.03475283820228348,6086.290843276105,37,1068532,202
Bach - Bwv1068 Orchestral suite n3 Gavotte.csv,371311.13390211045,161.5895525928881,5522,161757,0.03413762619237498,12000.720707390796,37,3069990,364
Bach - Bwv1068 Orchestral suite n3 Gigue.csv,393835.19253748166,152.347990065133,4405,104995,0.0419543787799419,12142.154005303879,47,1855309,268
Bach - Bwv1068 Orchestral suite n3 Overture.csv,640269.6059118203,93.71052357631882,15013,234782,0.06394442504110195,146391.4338699104,57,4903375,1319
Bach - Bwv1069 Orchestral Suite n4 1mov.csv,566469.3897005988,105.91922721845985,37440,395400,0.09468892261001517,354237.4061624948,49,5525987,18356
Bach - Bwv1069 Orchestral Suite n4 2mov.csv,361530.69602048857,165.96101150038916,9984,146880,0.06797385620915032,74998.67192154576,46,2050067,5331
Bach - Bwv1069 Orchestral Suite n4 3mov.csv,419235.5109218808,143.11764732921262,5288,58080,0.09104683195592286,37140.42388811851,40,806867,2634
Bach - Bwv1069 Orchestral Suite n4 4mov.csv,575987.4585981478,104.16893476470729,10894,127680,0.08532268170426065,81351.48506965599,41,1272471,5557
Bach - Bwv1069 Orchestral Suite n4 5mov.csv,574466.1612206086,104.44479422863444,11496,69480,0.16545768566493954,28811.793111136358,45,968027,6480
Bach - Bwv1069 Orchestral suite n4 Bourree.csv,335896.6315613879,178.62638193510583,4469,146528,0.03049929023804324,12601.51502949683,46,3269581,275
Bach - Bwv1069 Orchestral suite n4 Gavotte.csv,480742.8734548502,124.8068423122137,2339,58108,0.04025263302815447,4994.689370995359,40,972607,197
Bach - Bwv1069 Orchestral suite n4 Menuet.csv,539133.9656468062,111.28959372466397,4631,127376,0.03635692752166813,9272.238056999951,41,1886854,353
Bach - Bwv1069 Orchestral suite n4 Overture.csv,476145.319211911,126.0119496697114,16665,395486,0.04213802764193929,174760.86089884772,49,10239356,1366
Bach - Bwv1069 Orchestral suite n4 Rejouissance.csv,684590.6084204733,87.64362125626502,5411,69394,0.07797504106983312,26446.267417946907,45,1520760,742
Bach - Bwv1087 14 Canons.csv,600000.0,100.0,4240,187200,0.02264957264957265,0.0,34,1235520,3034
Bach - Bwv772 Invention n01.csv,776637.9144500359,77.25607890581556,944,11230,0.08406055209260908,320381.8893495977,39,32350,548
Bach - Bwv773 Invention n02.csv,761754.3742721017,78.76554704045292,1374,12866,0.10679309808798383,76601.75789252347,38,38212,374
Bach - Bwv774 Invention n03.csv,784601.8824846111,76.47190420955536,1198,10830,0.11061865189289012,123240.13129832096,36,32265,250
Bach - Bwv775 Invention n04.csv,817625.2916666666,73.38324855105031,1112,9360,0.1188034188034188,127224.38254482279,41,27844,590
Bach - Bwv776 Invention n05.csv,882109.0604364857,68.01880027205567,1586,16530,0.09594676346037508,106246.6940489183,40,47251,1009
Bach - Bwv777 Invention n06.csv,833657.82946794,71.97197444699033,1094,44760,0.024441465594280606,2762.633921345979,42,133560,108
Bach - Bwv778 Invention n07.csv,555556.0,107.99991360006912,631,22320,0.028270609318996415,0.0,39,44400,113
Bach - Bwv779 Invention n08 .csv,620660.0099688474,96.67128385315426,1192,48104,0.02477964410444038,86675.2506866632,39,144104,745
Bach - Bwv780 Invention n09 .csv,702160.5261737723,85.45054551407674,1186,12240,0.09689542483660131,124087.87048470852,44,36590,639
Bach - Bwv781 Invention n10.csv,506050.4872935197,118.56524498354798,1326,17280,0.07673611111111112,39899.11678310679,34,51450,852
Bach - Bwv782 Invention n11.csv,863037.3085351788,69.52190757759611,1232,12023,0.10247026532479414,72931.73107324298,44,34103,787
Bach - Bwv783 Invention n12 .csv,775080.1584731059,77.41134816068435,1464,15445,0.09478795726772418,136893.7754031231,42,45685,900
Bach - Bwv784 Invention n13 .csv,706251.0076067876,84.95563100620113,1126,12545,0.08975687524910322,124159.92651455644,45,36545,652
Bach - Bwv785 Invention n14 .csv,1371061.4862091085,43.76171353620027,1182,9600,0.123125,130947.78793721751,39,28573,685
Bach - Bwv786 Invention n15.csv,627151.6621037464,95.67063858004177,1058,10560,0.10018939393939394,84195.38364188717,42,31205,663
Bach - Bwv802 Four Inventions Duettos Clavier-├£bung III n1.csv,1093741.691962057,54.85755955079882,1984,20992,0.09451219512195122,22434.029453821608,47,62720,500
Bach - Canon Fugue n1.csv,601057.4210160056,99.82407321180426,2862,42240,0.06775568181818181,24592.07185963922,52,126720,1683
Bach - Canon Fugue n2.csv,683224.9018595042,87.81881315610796,2892,22248,0.12998921251348436,120384.6377076025,40,66744,1868
Bach - Canon Fugue n3.csv,399802.0,150.0742867719521,3048,62976,0.04839939024390244,0.0,39,188928,1694
Bach - Canon Fugue n4.csv,472091.4595934556,127.09401701879835,2010,29952,0.06710737179487179,27349.76395025016,43,89856,1317
Bach - Clavierubung Part 111Duet No.2 in F Major.csv,549750.9199604744,109.14033578027271,3016,57088,0.05283071748878924,39212.519596521655,44,171008,758
Bach - Counter Fugue n1.csv,681129.8020231214,88.08893667812711,2752,34560,0.07962962962962963,92149.4509624446,46,172800,1967
Bach - Counter Fugue n2.csv,404350.53709971363,148.386101896543,3826,60672,0.06306039029535865,33449.656253430265,45,303360,2635
Bach - Counter Fugue n3.csv,983724.8285800971,60.99266609607045,3280,24576,0.13346354166666666,94446.70522896832,45,122880,2221
