tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
240,note_on,,,,,37,0,2,,,,,1,,,62,101
263,note_on,,,,,0,0,2,,,,,1,,,62,0
263,note_on,,,,,23,0,2,,,,,1,,,65,0
300,note_on,,,,,37,0,2,,,,,1,,,57,101
300,note_on,,,,,0,0,2,,,,,1,,,62,101
323,note_on,,,,,23,0,2,,,,,1,,,62,0
323,note_on,,,,,0,0,2,,,,,1,,,57,0
345,note_on,,,,,225,0,3,,,,,2,,,50,0
345,note_on,,,,,0,0,3,,,,,2,,,38,0
360,note_on,,,,,37,0,2,,,,,1,,,62,101
360,note_on,,,,,0,0,2,,,,,1,,,65,101
383,note_on,,,,,0,0,2,,,,,1,,,62,0
383,note_on,,,,,23,0,2,,,,,1,,,65,0
420,note_on,,,,,0,0,2,,,,,1,,,62,101
420,note_on,,,,,37,0,2,,,,,1,,,57,101
443,note_on,,,,,23,0,2,,,,,1,,,62,0
443,note_on,,,,,0,0,2,,,,,1,,,57,0
456,control_change,,,,,13,0,2,,,,,1,64,0,,
456,control_change,,,,,111,0,3,,,,,2,64,0,,
480,note_on,,,,,0,0,3,,,,,2,,,34,101
480,note_on,,,,,0,0,3,,,,,2,,,46,101
480,control_change,,,,,24,0,3,,,,,2,64,127,,
480,control_change,,,,,24,0,2,,,,,1,64,127,,
540,note_on,,,,,0,0,2,,,,,1,,,62,101
540,note_on,,,,,60,0,2,,,,,1,,,58,101
563,note_on,,,,,23,0,2,,,,,1,,,62,0
563,note_on,,,,,0,0,2,,,,,1,,,58,0
600,note_on,,,,,37,0,2,,,,,1,,,62,101
600,note_on,,,,,0,0,2,,,,,1,,,65,101
623,note_on,,,,,0,0,2,,,,,1,,,62,0
623,note_on,,,,,23,0,2,,,,,1,,,65,0
660,note_on,,,,,37,0,2,,,,,1,,,58,101
660,note_on,,,,,0,0,2,,,,,1,,,62,101
683,note_on,,,,,23,0,2,,,,,1,,,62,0
683,note_on,,,,,0,0,2,,,,,1,,,58,0
705,note_on,,,,,225,0,3,,,,,2,,,46,0
705,note_on,,,,,0,0,3,,,,,2,,,34,0
720,note_on,,,,,0,0,2,,,,,1,,,65,101
720,note_on,,,,,37,0,2,,,,,1,,,62,101
743,note_on,,,,,0,0,2,,,,,1,,,62,0
743,note_on,,,,,23,0,2,,,,,1,,,65,0
780,note_on,,,,,0,0,2,,,,,1,,,62,101
780,note_on,,,,,37,0,2,,,,,1,,,58,101
803,note_on,,,,,23,0,2,,,,,1,,,62,0
803,note_on,,,,,0,0,2,,,,,1,,,58,0
816,control_change,,,,,13,0,2,,,,,1,64,0,,
816,control_change,,,,,111,0,3,,,,,2,64,0,,
840,note_on,,,,,0,0,3,,,,,2,,,31,101
840,control_change,,,,,24,0,2,,,,,1,64,127,,
840,note_on,,,,,0,0,3,,,,,2,,,43,101
840,control_change,,,,,24,0,3,,,,,2,64,127,,
900,note_on,,,,,60,0,2,,,,,1,,,58,101
900,note_on,,,,,0,0,2,,,,,1,,,62,101
923,note_on,,,,,23,0,2,,,,,1,,,62,0
923,note_on,,,,,0,0,2,,,,,1,,,58,0
960,note_on,,,,,37,0,2,,,,,1,,,62,101
960,note_on,,,,,0,0,2,,,,,1,,,64,101
983,note_on,,,,,0,0,2,,,,,1,,,62,0
983,note_on,,,,,23,0,2,,,,,1,,,64,0
1020,note_on,,,,,37,0,2,,,,,1,,,58,101
1020,note_on,,,,,0,0,2,,,,,1,,,62,101
1043,note_on,,,,,23,0,2,,,,,1,,,62,0
1043,note_on,,,,,0,0,2,,,,,1,,,58,0
1065,note_on,,,,,0,0,3,,,,,2,,,31,0
1065,note_on,,,,,225,0,3,,,,,2,,,43,0
1080,note_on,,,,,0,0,2,,,,,1,,,64,101
1080,note_on,,,,,37,0,2,,,,,1,,,62,101
1103,note_on,,,,,0,0,2,,,,,1,,,62,0
1103,note_on,,,,,23,0,2,,,,,1,,,64,0
1140,note_on,,,,,0,0,2,,,,,1,,,62,101
1140,note_on,,,,,37,0,2,,,,,1,,,58,101
1163,note_on,,,,,23,0,2,,,,,1,,,62,0
1163,note_on,,,,,0,0,2,,,,,1,,,58,0
1176,control_change,,,,,13,0,2,,,,,1,64,0,,
1176,control_change,,,,,111,0,3,,,,,2,64,0,,
1200,control_change,,,,,24,0,2,,,,,1,64,127,,
1200,note_on,,,,,0,0,3,,,,,2,,,45,101
1200,control_change,,,,,24,0,3,,,,,2,64,127,,
1200,note_on,,,,,0,0,3,,,,,2,,,33,101
1200,set_tempo,,,,,1200,1,0,,857142,,,,,,,
1210,set_tempo,,,,,10,1,0,,869565,,,,,,,
1250,set_tempo,,,,,40,1,0,,882352,,,,,,,
1260,note_on,,,,,60,0,2,,,,,1,,,55,101
1260,note_on,,,,,0,0,2,,,,,1,,,61,101
1270,set_tempo,,,,,20,1,0,,895522,,,,,,,
1280,set_tempo,,,,,10,1,0,,909090,,,,,,,
1283,note_on,,,,,0,0,2,,,,,1,,,55,0
1283,note_on,,,,,23,0,2,,,,,1,,,61,0
1290,set_tempo,,,,,10,1,0,,923076,,,,,,,
1310,set_tempo,,,,,20,1,0,,937500,,,,,,,
1320,set_tempo,,,,,10,1,0,,952380,,,,,,,
1320,note_on,,,,,0,0,2,,,,,1,,,64,101
1320,note_on,,,,,37,0,2,,,,,1,,,61,101
1330,set_tempo,,,,,10,1,0,,967741,,,,,,,
1343,note_on,,,,,0,0,2,,,,,1,,,61,0
1343,note_on,,,,,23,0,2,,,,,1,,,64,0
1350,set_tempo,,,,,20,1,0,,983606,,,,,,,
1370,set_tempo,,,,,20,1,0,,1000000,,,,,,,
1380,note_on,,,,,37,0,2,,,,,1,,,55,101
1380,note_on,,,,,0,0,2,,,,,1,,,61,101
1390,set_tempo,,,,,20,1,0,,1016949,,,,,,,
1403,note_on,,,,,0,0,2,,,,,1,,,55,0
1403,note_on,,,,,23,0,2,,,,,1,,,61,0
1420,set_tempo,,,,,30,1,0,,1034482,,,,,,,
1425,note_on,,,,,225,0,3,,,,,2,,,45,0
1425,note_on,,,,,0,0,3,,,,,2,,,33,0
1430,set_tempo,,,,,10,1,0,,1052631,,,,,,,
1440,note_on,,,,,37,0,2,,,,,1,,,61,101
1440,note_on,,,,,0,0,2,,,,,1,,,64,101
1450,set_tempo,,,,,20,1,0,,1071428,,,,,,,
1463,note_on,,,,,0,0,2,,,,,1,,,61,0
1463,note_on,,,,,23,0,2,,,,,1,,,64,0
1490,set_tempo,,,,,40,1,0,,1090909,,,,,,,
1500,note_on,,,,,0,0,2,,,,,1,,,61,101
1500,note_on,,,,,37,0,2,,,,,1,,,55,101
1510,set_tempo,,,,,20,1,0,,1111111,,,,,,,
1520,set_tempo,,,,,10,1,0,,1132075,,,,,,,
1523,note_on,,,,,23,0,2,,,,,1,,,61,0
1523,note_on,,,,,0,0,2,,,,,1,,,55,0
1536,control_change,,,,,13,0,2,,,,,1,64,0,,
1536,control_change,,,,,111,0,3,,,,,2,64,0,,
1550,set_tempo,,,,,30,1,0,,1153846,,,,,,,
1560,note_on,,,,,0,0,3,,,,,2,,,38,101
1560,note_on,,,,,1440,0,1,,,,,0,,,57,101
1560,set_tempo,,,,,10,1,0,,857142,,,,,,,
1560,control_change,,,,,24,0,3,,,,,2,64,127,,
1560,note_on,,,,,0,0,3,,,,,2,,,50,101
1560,control_change,,,,,24,0,2,,,,,1,64,127,,
1595,note_on,,,,,35,0,1,,,,,0,,,57,0
1599,note_on,,,,,4,0,1,,,,,0,,,58,101
1620,note_on,,,,,60,0,2,,,,,1,,,57,101
1620,note_on,,,,,0,0,2,,,,,1,,,62,101
1635,note_on,,,,,36,0,1,,,,,0,,,58,0
1639,note_on,,,,,4,0,1,,,,,0,,,57,101
1672,note_on,,,,,0,0,2,,,,,1,,,57,0
1672,note_on,,,,,52,0,2,,,,,1,,,62,0
1674,note_on,,,,,35,0,1,,,,,0,,,57,0
1680,note_on,,,,,6,0,1,,,,,0,,,62,101
1680,note_on,,,,,8,0,2,,,,,1,,,62,101
1680,note_on,,,,,0,0,2,,,,,1,,,65,101
1732,note_on,,,,,0,0,2,,,,,1,,,62,0
1732,note_on,,,,,52,0,2,,,,,1,,,65,0
1740,note_on,,,,,8,0,2,,,,,1,,,57,101
1740,note_on,,,,,0,0,2,,,,,1,,,62,101
1785,note_on,,,,,225,0,3,,,,,2,,,50,0
1785,note_on,,,,,0,0,3,,,,,2,,,38,0
1792,note_on,,,,,0,0,2,,,,,1,,,57,0
1792,note_on,,,,,52,0,2,,,,,1,,,62,0
1800,note_on,,,,,0,0,2,,,,,1,,,65,101
1800,note_on,,,,,8,0,2,,,,,1,,,62,101
1845,note_on,,,,,165,0,1,,,,,0,,,62,0
1852,note_on,,,,,0,0,2,,,,,1,,,62,0
1852,note_on,,,,,52,0,2,,,,,1,,,65,0
1860,note_on,,,,,0,0,2,,,,,1,,,62,101
1860,note_on,,,,,15,0,1,,,,,0,,,57,101
1860,note_on,,,,,8,0,2,,,,,1,,,57,101
1896,control_change,,,,,111,0,3,,,,,2,64,0,,
1896,control_change,,,,,36,0,2,,,,,1,64,0,,
1912,note_on,,,,,16,0,2,,,,,1,,,62,0
1912,note_on,,,,,0,0,2,,,,,1,,,57,0
1912,note_on,,,,,52,0,1,,,,,0,,,57,0
1920,control_change,,,,,24,0,3,,,,,2,64,127,,
1920,control_change,,,,,8,0,2,,,,,1,64,127,,
1920,note_on,,,,,8,0,1,,,,,0,,,55,101
1920,note_on,,,,,0,0,3,,,,,2,,,46,101
1920,note_on,,,,,0,0,3,,,,,2,,,34,101
1955,note_on,,,,,35,0,1,,,,,0,,,55,0
1959,note_on,,,,,4,0,1,,,,,0,,,57,101
1980,note_on,,,,,0,0,2,,,,,1,,,62,101
1980,note_on,,,,,60,0,2,,,,,1,,,55,101
1995,note_on,,,,,36,0,1,,,,,0,,,57,0
1999,note_on,,,,,4,0,1,,,,,0,,,55,101
2032,note_on,,,,,0,0,2,,,,,1,,,55,0
2032,note_on,,,,,52,0,2,,,,,1,,,62,0
2034,note_on,,,,,35,0,1,,,,,0,,,55,0
2040,note_on,,,,,0,0,2,,,,,1,,,64,101
2040,note_on,,,,,8,0,2,,,,,1,,,62,101
2040,note_on,,,,,6,0,1,,,,,0,,,62,101
2092,note_on,,,,,0,0,2,,,,,1,,,62,0
2092,note_on,,,,,52,0,2,,,,,1,,,64,0
2100,note_on,,,,,0,0,2,,,,,1,,,62,101
2100,note_on,,,,,8,0,2,,,,,1,,,55,101
2145,note_on,,,,,225,0,3,,,,,2,,,46,0
2145,note_on,,,,,105,0,1,,,,,0,,,62,0
2145,note_on,,,,,0,0,3,,,,,2,,,34,0
2152,note_on,,,,,52,0,2,,,,,1,,,62,0
2152,note_on,,,,,0,0,2,,,,,1,,,55,0
2160,note_on,,,,,8,0,2,,,,,1,,,62,101
2160,note_on,,,,,0,0,2,,,,,1,,,64,101
2160,note_on,,,,,15,0,1,,,,,0,,,55,101
2212,note_on,,,,,52,0,1,,,,,0,,,55,0
2212,note_on,,,,,0,0,2,,,,,1,,,62,0
2212,note_on,,,,,52,0,2,,,,,1,,,64,0
2220,note_on,,,,,8,0,2,,,,,1,,,55,101
2220,note_on,,,,,0,0,2,,,,,1,,,62,101
2256,control_change,,,,,111,0,3,,,,,2,64,0,,
2256,control_change,,,,,36,0,2,,,,,1,64,0,,
2272,note_on,,,,,16,0,2,,,,,1,,,62,0
2272,note_on,,,,,0,0,2,,,,,1,,,55,0
2280,note_on,,,,,0,0,3,,,,,2,,,33,101
2280,note_on,,,,,68,0,1,,,,,0,,,57,114
2280,control_change,,,,,8,0,2,,,,,1,64,127,,
2280,note_on,,,,,0,0,3,,,,,2,,,45,101
2280,control_change,,,,,24,0,3,,,,,2,64,127,,
2340,note_on,,,,,60,0,2,,,,,1,,,55,101
2340,note_on,,,,,0,0,2,,,,,1,,,61,101
2392,note_on,,,,,0,0,2,,,,,1,,,55,0
2392,note_on,,,,,52,0,2,,,,,1,,,61,0
2400,note_on,,,,,8,0,2,,,,,1,,,61,101
2400,note_on,,,,,0,0,2,,,,,1,,,64,101
2445,note_on,,,,,165,0,1,,,,,0,,,57,0
2452,note_on,,,,,52,0,2,,,,,1,,,64,0
2452,note_on,,,,,0,0,2,,,,,1,,,61,0
2460,note_on,,,,,15,0,1,,,,,0,,,55,101
2460,note_on,,,,,8,0,2,,,,,1,,,55,101
2460,note_on,,,,,0,0,2,,,,,1,,,61,101
2505,note_on,,,,,0,0,3,,,,,2,,,33,0
2505,note_on,,,,,225,0,3,,,,,2,,,45,0
2512,note_on,,,,,52,0,2,,,,,1,,,61,0
2512,note_on,,,,,52,0,1,,,,,0,,,55,0
2512,note_on,,,,,0,0,2,,,,,1,,,55,0
2520,note_on,,,,,8,0,1,,,,,0,,,55,101
2520,note_on,,,,,8,0,2,,,,,1,,,61,101
2520,note_on,,,,,0,0,2,,,,,1,,,64,101
2555,note_on,,,,,35,0,1,,,,,0,,,55,0
2559,note_on,,,,,4,0,1,,,,,0,,,53,101
2572,note_on,,,,,52,0,2,,,,,1,,,64,0
2572,note_on,,,,,0,0,2,,,,,1,,,61,0
2580,note_on,,,,,8,0,2,,,,,1,,,55,101
2580,note_on,,,,,0,0,2,,,,,1,,,61,101
2595,note_on,,,,,36,0,1,,,,,0,,,53,0
2599,note_on,,,,,4,0,1,,,,,0,,,52,101
2616,control_change,,,,,111,0,3,,,,,2,64,0,,
2616,control_change,,,,,36,0,2,,,,,1,64,0,,
2632,note_on,,,,,0,0,2,,,,,1,,,55,0
2632,note_on,,,,,16,0,2,,,,,1,,,61,0
2634,note_on,,,,,35,0,1,,,,,0,,,52,0
2640,note_on,,,,,0,0,3,,,,,2,,,38,101
2640,note_on,,,,,6,0,1,,,,,0,,,53,101
2640,control_change,,,,,8,0,2,,,,,1,64,127,,
2640,control_change,,,,,24,0,3,,,,,2,64,127,,
2640,note_on,,,,,0,0,3,,,,,2,,,50,101
2700,note_on,,,,,0,0,2,,,,,1,,,62,101
2700,note_on,,,,,60,0,2,,,,,1,,,57,101
2752,note_on,,,,,52,0,2,,,,,1,,,62,0
2752,note_on,,,,,0,0,2,,,,,1,,,57,0
2760,note_on,,,,,0,0,2,,,,,1,,,65,101
2760,note_on,,,,,8,0,2,,,,,1,,,62,101
2812,note_on,,,,,0,0,2,,,,,1,,,62,0
2812,note_on,,,,,52,0,2,,,,,1,,,65,0
2820,note_on,,,,,8,0,2,,,,,1,,,57,101
2820,note_on,,,,,0,0,2,,,,,1,,,62,101
2865,note_on,,,,,0,0,3,,,,,2,,,38,0
2865,note_on,,,,,225,0,1,,,,,0,,,53,0
2865,note_on,,,,,225,0,3,,,,,2,,,50,0
2872,note_on,,,,,0,0,2,,,,,1,,,57,0
2872,note_on,,,,,52,0,2,,,,,1,,,62,0
2880,note_on,,,,,0,0,2,,,,,1,,,65,101
2880,note_on,,,,,8,0,2,,,,,1,,,62,101
2932,note_on,,,,,52,0,2,,,,,1,,,65,0
2932,note_on,,,,,0,0,2,,,,,1,,,62,0
2940,note_on,,,,,0,0,2,,,,,1,,,62,101
2940,note_on,,,,,8,0,2,,,,,1,,,57,101
2976,control_change,,,,,111,0,3,,,,,2,64,0,,
2976,control_change,,,,,36,0,2,,,,,1,64,0,,
2992,note_on,,,,,16,0,2,,,,,1,,,62,0
2992,note_on,,,,,0,0,2,,,,,1,,,57,0
3000,control_change,,,,,24,0,3,,,,,2,64,127,,
3000,note_on,,,,,0,0,2,,,,,1,,,73,101
3000,control_change,,,,,8,0,2,,,,,1,64,127,,
3000,note_on,,,,,0,0,2,,,,,1,,,81,101
3000,note_on,,,,,0,0,3,,,,,2,,,33,101
3000,note_on,,,,,0,0,3,,,,,2,,,45,101
3052,note_on,,,,,52,0,3,,,,,2,,,45,0
3052,note_on,,,,,0,0,3,,,,,2,,,33,0
3060,note_on,,,,,8,0,3,,,,,2,,,57,101
3060,note_on,,,,,0,0,3,,,,,2,,,61,101
3112,note_on,,,,,52,0,3,,,,,2,,,61,0
3112,note_on,,,,,0,0,3,,,,,2,,,57,0
3120,note_on,,,,,8,0,3,,,,,2,,,64,101
3120,note_on,,,,,0,0,3,,,,,2,,,67,101
3165,note_on,,,,,165,0,2,,,,,1,,,81,0
3165,note_on,,,,,0,0,2,,,,,1,,,73,0
3172,note_on,,,,,0,0,3,,,,,2,,,64,0
3172,note_on,,,,,52,0,3,,,,,2,,,67,0
3180,note_on,,,,,0,0,3,,,,,2,,,61,101
3180,note_on,,,,,8,0,3,,,,,2,,,57,101
3180,note_on,,,,,15,0,2,,,,,1,,,76,101
3180,note_on,,,,,0,0,2,,,,,1,,,79,101
3232,note_on,,,,,0,0,2,,,,,1,,,76,0
3232,note_on,,,,,52,0,3,,,,,2,,,61,0
3232,note_on,,,,,0,0,3,,,,,2,,,57,0
3232,note_on,,,,,52,0,2,,,,,1,,,79,0
3240,note_on,,,,,0,0,2,,,,,1,,,79,101
3240,note_on,,,,,8,0,3,,,,,2,,,64,101
3240,note_on,,,,,0,0,3,,,,,2,,,67,101
3240,note_on,,,,,8,0,2,,,,,1,,,76,101
3275,note_on,,,,,0,0,2,,,,,1,,,76,0
3275,note_on,,,,,35,0,2,,,,,1,,,79,0
3279,note_on,,,,,4,0,2,,,,,1,,,74,101
3279,note_on,,,,,0,0,2,,,,,1,,,77,101
3292,note_on,,,,,52,0,3,,,,,2,,,67,0
3292,note_on,,,,,0,0,3,,,,,2,,,64,0
3300,note_on,,,,,0,0,3,,,,,2,,,61,101
3300,note_on,,,,,8,0,3,,,,,2,,,57,101
3315,note_on,,,,,36,0,2,,,,,1,,,77,0
3315,note_on,,,,,0,0,2,,,,,1,,,74,0
3319,note_on,,,,,0,0,2,,,,,1,,,76,101
3319,note_on,,,,,4,0,2,,,,,1,,,73,101
3336,control_change,,,,,36,0,3,,,,,2,64,0,,
3336,control_change,,,,,17,0,2,,,,,1,64,0,,
3352,note_on,,,,,0,0,3,,,,,2,,,57,0
3352,note_on,,,,,16,0,3,,,,,2,,,61,0
3354,note_on,,,,,18,0,2,,,,,1,,,76,0
3354,note_on,,,,,0,0,2,,,,,1,,,73,0
3360,control_change,,,,,8,0,3,,,,,2,64,127,,
3360,note_on,,,,,0,0,2,,,,,1,,,74,101
3360,note_on,,,,,0,0,3,,,,,2,,,38,101
3360,note_on,,,,,0,0,3,,,,,2,,,50,101
3360,control_change,,,,,6,0,2,,,,,1,64,127,,
3360,note_on,,,,,0,0,2,,,,,1,,,77,101
3412,note_on,,,,,0,0,3,,,,,2,,,38,0
3412,note_on,,,,,52,0,3,,,,,2,,,50,0
3420,note_on,,,,,8,0,3,,,,,2,,,57,101
3420,note_on,,,,,0,0,3,,,,,2,,,62,101
3472,note_on,,,,,52,0,3,,,,,2,,,62,0
3472,note_on,,,,,0,0,3,,,,,2,,,57,0
3480,note_on,,,,,8,0,3,,,,,2,,,62,101
3480,note_on,,,,,0,0,3,,,,,2,,,65,101
3532,note_on,,,,,52,0,3,,,,,2,,,65,0
3532,note_on,,,,,0,0,3,,,,,2,,,62,0
3540,note_on,,,,,8,0,3,,,,,2,,,57,101
3540,note_on,,,,,0,0,3,,,,,2,,,62,101
3592,note_on,,,,,0,0,3,,,,,2,,,57,0
3592,note_on,,,,,52,0,3,,,,,2,,,62,0
3600,note_on,,,,,8,0,3,,,,,2,,,62,101
3600,note_on,,,,,0,0,3,,,,,2,,,65,101
3652,note_on,,,,,52,0,3,,,,,2,,,65,0
3652,note_on,,,,,0,0,3,,,,,2,,,62,0
3660,note_on,,,,,0,0,3,,,,,2,,,62,101
3660,note_on,,,,,8,0,3,,,,,2,,,57,101
3696,control_change,,,,,336,0,2,,,,,1,64,0,,
3696,control_change,,,,,36,0,3,,,,,2,64,0,,
3705,note_on,,,,,9,0,2,,,,,1,,,77,0
3705,note_on,,,,,0,0,2,,,,,1,,,74,0
3712,note_on,,,,,0,0,3,,,,,2,,,57,0
3712,note_on,,,,,16,0,3,,,,,2,,,62,0
3720,note_on,,,,,0,0,3,,,,,2,,,38,101
3720,note_on,,,,,0,0,3,,,,,2,,,50,101
3720,control_change,,,,,8,0,3,,,,,2,64,127,,
3720,note_on,,,,,855,0,1,,,,,0,,,57,101
3720,control_change,,,,,15,0,2,,,,,1,64,127,,
3755,note_on,,,,,35,0,1,,,,,0,,,57,0
3759,note_on,,,,,4,0,1,,,,,0,,,58,101
3780,note_on,,,,,0,0,2,,,,,1,,,62,101
3780,note_on,,,,,60,0,2,,,,,1,,,57,101
3795,note_on,,,,,36,0,1,,,,,0,,,58,0
3799,note_on,,,,,4,0,1,,,,,0,,,57,101
3832,note_on,,,,,0,0,2,,,,,1,,,57,0
3832,note_on,,,,,52,0,2,,,,,1,,,62,0
3834,note_on,,,,,35,0,1,,,,,0,,,57,0
3840,note_on,,,,,0,0,2,,,,,1,,,65,101
3840,note_on,,,,,6,0,1,,,,,0,,,65,101
3840,note_on,,,,,8,0,2,,,,,1,,,62,101
3892,note_on,,,,,0,0,2,,,,,1,,,62,0
3892,note_on,,,,,52,0,2,,,,,1,,,65,0
3900,note_on,,,,,0,0,2,,,,,1,,,62,101
3900,note_on,,,,,8,0,2,,,,,1,,,57,101
3945,note_on,,,,,0,0,3,,,,,2,,,38,0
3945,note_on,,,,,225,0,3,,,,,2,,,50,0
3952,note_on,,,,,52,0,2,,,,,1,,,62,0
3952,note_on,,,,,0,0,2,,,,,1,,,57,0
3960,note_on,,,,,0,0,2,,,,,1,,,65,101
3960,note_on,,,,,8,0,2,,,,,1,,,62,101
4005,note_on,,,,,165,0,1,,,,,0,,,65,0
4012,note_on,,,,,52,0,2,,,,,1,,,65,0
4012,note_on,,,,,0,0,2,,,,,1,,,62,0
4020,note_on,,,,,15,0,1,,,,,0,,,57,101
4020,note_on,,,,,0,0,2,,,,,1,,,62,101
4020,note_on,,,,,8,0,2,,,,,1,,,57,101
4056,control_change,,,,,111,0,3,,,,,2,64,0,,
4056,control_change,,,,,36,0,2,,,,,1,64,0,,
4072,note_on,,,,,52,0,1,,,,,0,,,57,0
4072,note_on,,,,,16,0,2,,,,,1,,,62,0
4072,note_on,,,,,0,0,2,,,,,1,,,57,0
4080,control_change,,,,,8,0,2,,,,,1,64,127,,
4080,note_on,,,,,0,0,3,,,,,2,,,34,101
4080,note_on,,,,,0,0,3,,,,,2,,,46,101
4080,note_on,,,,,0,0,1,,,,,0,,,55,101
4080,control_change,,,,,8,0,1,,,,,0,11,75,,
4080,control_change,,,,,24,0,3,,,,,2,64,127,,
4093,control_change,,,,,13,0,1,,,,,0,11,76,,
4107,control_change,,,,,14,0,1,,,,,0,11,77,,
4115,note_on,,,,,8,0,1,,,,,0,,,55,0
4119,note_on,,,,,4,0,1,,,,,0,,,57,101
4121,control_change,,,,,2,0,1,,,,,0,11,78,,
4135,control_change,,,,,14,0,1,,,,,0,11,79,,
4140,note_on,,,,,0,0,2,,,,,1,,,62,101
4140,note_on,,,,,60,0,2,,,,,1,,,55,101
4149,control_change,,,,,14,0,1,,,,,0,11,80,,
4155,note_on,,,,,6,0,1,,,,,0,,,57,0
4159,note_on,,,,,4,0,1,,,,,0,,,55,101
4162,control_change,,,,,3,0,1,,,,,0,11,81,,
4176,control_change,,,,,14,0,1,,,,,0,11,82,,
4190,control_change,,,,,14,0,1,,,,,0,11,83,,
4192,note_on,,,,,52,0,2,,,,,1,,,62,0
4192,note_on,,,,,0,0,2,,,,,1,,,55,0
4194,note_on,,,,,4,0,1,,,,,0,,,55,0
4200,note_on,,,,,0,0,2,,,,,1,,,64,101
4200,note_on,,,,,8,0,2,,,,,1,,,62,101
4200,note_on,,,,,6,0,1,,,,,0,,,64,101
4204,control_change,,,,,4,0,1,,,,,0,11,84,,
4218,control_change,,,,,14,0,1,,,,,0,11,85,,
4232,control_change,,,,,14,0,1,,,,,0,11,86,,
4246,control_change,,,,,14,0,1,,,,,0,11,87,,
4252,note_on,,,,,0,0,2,,,,,1,,,62,0
4252,note_on,,,,,52,0,2,,,,,1,,,64,0
4260,note_on,,,,,0,0,2,,,,,1,,,62,101
4260,control_change,,,,,14,0,1,,,,,0,11,88,,
4260,note_on,,,,,8,0,2,,,,,1,,,55,101
4273,control_change,,,,,13,0,1,,,,,0,11,89,,
4287,control_change,,,,,14,0,1,,,,,0,11,90,,
4301,control_change,,,,,14,0,1,,,,,0,11,91,,
4305,note_on,,,,,225,0,3,,,,,2,,,46,0
4305,note_on,,,,,0,0,3,,,,,2,,,34,0
4312,note_on,,,,,0,0,2,,,,,1,,,55,0
4312,note_on,,,,,52,0,2,,,,,1,,,62,0
4315,control_change,,,,,14,0,1,,,,,0,11,92,,
4320,note_on,,,,,0,0,2,,,,,1,,,64,101
4320,note_on,,,,,8,0,2,,,,,1,,,62,101
4329,control_change,,,,,14,0,1,,,,,0,11,93,,
4342,control_change,,,,,13,0,1,,,,,0,11,94,,
4356,control_change,,,,,14,0,1,,,,,0,11,95,,
4365,note_on,,,,,9,0,1,,,,,0,,,64,0
4370,control_change,,,,,5,0,1,,,,,0,11,96,,
4372,note_on,,,,,52,0,2,,,,,1,,,64,0
4372,note_on,,,,,0,0,2,,,,,1,,,62,0
4380,note_on,,,,,0,0,2,,,,,1,,,62,101
4380,note_on,,,,,8,0,2,,,,,1,,,55,101
4380,note_on,,,,,10,0,1,,,,,0,,,62,101
4384,control_change,,,,,4,0,1,,,,,0,11,97,,
4398,control_change,,,,,14,0,1,,,,,0,11,98,,
4412,control_change,,,,,14,0,1,,,,,0,11,99,,
4416,control_change,,,,,111,0,3,,,,,2,64,0,,
4416,control_change,,,,,36,0,2,,,,,1,64,0,,
4426,control_change,,,,,14,0,1,,,,,0,11,100,,
4432,note_on,,,,,0,0,2,,,,,1,,,55,0
