tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
20517,note_on,,,,,1,0,1,,,0,61,68,,
20525,note_off,,,,,8,0,1,,,0,81,64,,
20541,note_off,,,,,16,0,1,,,0,61,64,,
20543,note_off,,,,,2,0,1,,,0,66,64,,
20546,note_on,,,,,3,0,1,,,0,69,60,,
20572,note_off,,,,,26,0,1,,,0,69,64,,
20595,note_on,,,,,23,0,1,,,0,71,82,,
20612,note_on,,,,,0,0,1,,,0,63,82,,
20612,note_on,,,,,17,0,1,,,0,69,36,,
20613,note_on,,,,,1,0,1,,,0,61,83,,
20620,note_off,,,,,7,0,1,,,0,71,64,,
20637,note_off,,,,,17,0,1,,,0,61,64,,
20652,note_off,,,,,15,0,1,,,0,63,64,,
20660,note_on,,,,,8,0,1,,,0,68,73,,
20669,note_off,,,,,9,0,1,,,0,69,64,,
20683,note_off,,,,,14,0,1,,,0,68,64,,
20698,note_on,,,,,15,0,1,,,0,69,68,,
20720,note_off,,,,,22,0,1,,,0,69,64,,
20725,note_on,,,,,5,0,1,,,0,52,73,,
20744,note_on,,,,,19,0,1,,,0,69,69,,
20745,note_off,,,,,1,0,1,,,0,52,64,,
20775,note_off,,,,,30,0,1,,,0,69,64,,
20800,note_on,,,,,25,0,1,,,0,81,69,,
20810,note_on,,,,,10,0,1,,,0,64,60,,
20817,note_on,,,,,7,0,1,,,0,61,63,,
20821,note_off,,,,,4,0,1,,,0,81,64,,
20831,note_off,,,,,10,0,1,,,0,64,64,,
20835,note_on,,,,,4,0,1,,,0,69,59,,
20839,note_off,,,,,4,0,1,,,0,61,64,,
20859,note_off,,,,,20,0,1,,,0,69,64,,
20897,note_on,,,,,38,0,1,,,0,49,75,,
20898,note_on,,,,,1,0,1,,,0,83,101,,
20915,note_off,,,,,17,0,1,,,0,49,64,,
20944,note_off,,,,,29,0,1,,,0,83,64,,
20950,note_on,,,,,6,0,1,,,0,81,60,,
20980,note_off,,,,,30,0,1,,,0,81,64,,
20985,note_on,,,,,5,0,1,,,0,61,60,,
20986,note_on,,,,,1,0,1,,,0,78,58,,
20987,note_on,,,,,1,0,1,,,0,66,65,,
21012,note_off,,,,,0,0,1,,,0,61,64,,
21012,note_off,,,,,25,0,1,,,0,66,64,,
21030,note_off,,,,,18,0,1,,,0,78,64,,
21033,note_on,,,,,3,0,1,,,0,76,52,,
21064,note_off,,,,,31,0,1,,,0,76,64,,
21077,note_on,,,,,13,0,1,,,0,69,46,,
21102,note_on,,,,,25,0,1,,,0,63,56,,
21106,note_on,,,,,4,0,1,,,0,61,44,,
21119,note_off,,,,,13,0,1,,,0,69,64,,
21128,note_off,,,,,9,0,1,,,0,63,64,,
21134,note_on,,,,,0,0,1,,,0,78,62,,
21134,note_off,,,,,6,0,1,,,0,61,64,,
21174,note_off,,,,,40,0,1,,,0,78,64,,
21187,note_on,,,,,13,0,1,,,0,83,97,,
21197,note_on,,,,,10,0,1,,,0,64,78,,
21197,note_on,,,,,0,0,1,,,0,61,63,,
21221,note_off,,,,,24,0,1,,,0,64,64,,
21232,note_off,,,,,11,0,1,,,0,61,64,,
21243,note_on,,,,,11,0,1,,,0,81,53,,
21247,note_off,,,,,4,0,1,,,0,83,64,,
21279,note_off,,,,,32,0,1,,,0,81,64,,
21283,note_on,,,,,4,0,1,,,0,66,62,,
21286,note_on,,,,,3,0,1,,,0,63,49,,
21287,note_on,,,,,1,0,1,,,0,78,53,,
21310,note_off,,,,,23,0,1,,,0,63,64,,
21316,note_off,,,,,6,0,1,,,0,66,64,,
21332,note_off,,,,,16,0,1,,,0,78,64,,
21340,note_on,,,,,8,0,1,,,0,76,49,,
21367,note_off,,,,,27,0,1,,,0,76,64,,
21381,note_on,,,,,14,0,1,,,0,69,45,,
21387,note_on,,,,,6,0,1,,,0,63,55,,
21392,note_on,,,,,5,0,1,,,0,60,53,,
21416,note_off,,,,,24,0,1,,,0,69,64,,
21417,note_off,,,,,1,0,1,,,0,60,64,,
21417,note_off,,,,,0,0,1,,,0,63,64,,
21433,note_on,,,,,16,0,1,,,0,78,48,,
21461,note_off,,,,,28,0,1,,,0,78,64,,
21479,note_on,,,,,18,0,1,,,0,83,87,,
21486,note_on,,,,,7,0,1,,,0,64,88,,
21486,note_on,,,,,0,0,1,,,0,61,76,,
21515,note_off,,,,,29,0,1,,,0,64,64,,
21520,note_off,,,,,5,0,1,,,0,83,64,,
21524,note_off,,,,,4,0,1,,,0,61,64,,
21535,note_on,,,,,11,0,1,,,0,81,48,,
21571,note_off,,,,,36,0,1,,,0,81,64,,
21576,note_on,,,,,5,0,1,,,0,78,51,,
21580,note_on,,,,,4,0,1,,,0,66,59,,
21581,note_on,,,,,1,0,1,,,0,63,55,,
21603,note_off,,,,,22,0,1,,,0,63,64,,
21606,note_off,,,,,3,0,1,,,0,66,64,,
21618,note_off,,,,,12,0,1,,,0,78,64,,
21628,note_on,,,,,10,0,1,,,0,76,41,,
21662,note_off,,,,,34,0,1,,,0,76,64,,
21670,note_on,,,,,8,0,1,,,0,69,38,,
21680,note_on,,,,,10,0,1,,,0,63,62,,
21686,note_on,,,,,6,0,1,,,0,60,56,,
21711,note_off,,,,,25,0,1,,,0,69,64,,
21712,note_off,,,,,0,0,1,,,0,63,64,,
21712,note_off,,,,,1,0,1,,,0,60,64,,
21732,note_on,,,,,20,0,1,,,0,78,46,,
21761,note_off,,,,,29,0,1,,,0,78,64,,
21775,note_on,,,,,14,0,1,,,0,83,83,,
21781,note_on,,,,,6,0,1,,,0,64,78,,
21782,note_on,,,,,1,0,1,,,0,61,67,,
21804,note_off,,,,,22,0,1,,,0,64,64,,
21812,note_off,,,,,8,0,1,,,0,61,64,,
21827,note_off,,,,,15,0,1,,,0,83,64,,
21828,note_on,,,,,1,0,1,,,0,81,54,,
21856,note_off,,,,,28,0,1,,,0,81,64,,
21865,note_on,,,,,9,0,1,,,0,78,53,,
21884,note_on,,,,,19,0,1,,,0,64,61,,
21888,note_on,,,,,4,0,1,,,0,61,61,,
21906,note_off,,,,,18,0,1,,,0,78,64,,
21907,note_off,,,,,1,0,1,,,0,64,64,,
21911,note_off,,,,,4,0,1,,,0,61,64,,
21922,note_on,,,,,11,0,1,,,0,76,26,,
21959,note_off,,,,,37,0,1,,,0,76,64,,
21965,note_on,,,,,6,0,1,,,0,69,43,,
22005,note_off,,,,,40,0,1,,,0,69,64,,
22078,note_on,,,,,73,0,1,,,0,73,45,,
22089,note_on,,,,,11,0,1,,,0,71,80,,
22092,note_on,,,,,3,0,1,,,0,52,55,,
22105,note_off,,,,,13,0,1,,,0,73,64,,
22118,note_off,,,,,13,0,1,,,0,52,64,,
22131,note_off,,,,,13,0,1,,,0,71,64,,
22134,note_on,,,,,3,0,1,,,0,70,53,,
22159,note_off,,,,,25,0,1,,,0,70,64,,
22168,note_on,,,,,9,0,1,,,0,68,52,,
22170,note_on,,,,,2,0,1,,,0,71,71,,
22178,note_on,,,,,8,0,1,,,0,62,50,,
22192,note_off,,,,,14,0,1,,,0,71,64,,
22201,note_off,,,,,9,0,1,,,0,68,64,,
22206,note_off,,,,,5,0,1,,,0,62,64,,
22219,note_on,,,,,13,0,1,,,0,71,85,,
22251,note_off,,,,,32,0,1,,,0,71,64,,
22271,note_on,,,,,20,0,1,,,0,68,68,,
22274,note_on,,,,,3,0,1,,,0,62,46,,
22275,note_on,,,,,1,0,1,,,0,83,103,,
22294,note_off,,,,,19,0,1,,,0,83,64,,
22299,note_off,,,,,5,0,1,,,0,68,64,,
22301,note_off,,,,,2,0,1,,,0,62,64,,
22326,note_on,,,,,25,0,1,,,0,71,57,,
22352,note_off,,,,,26,0,1,,,0,71,64,,
22369,note_on,,,,,17,0,1,,,0,73,70,,
22378,note_on,,,,,9,0,1,,,0,67,91,,
22382,note_on,,,,,4,0,1,,,0,71,82,,
22387,note_on,,,,,5,0,1,,,0,62,71,,
22399,note_off,,,,,12,0,1,,,0,73,64,,
22402,note_off,,,,,3,0,1,,,0,67,64,,
22411,note_off,,,,,9,0,1,,,0,62,64,,
22429,note_on,,,,,18,0,1,,,0,70,65,,
22434,note_off,,,,,5,0,1,,,0,71,64,,
22453,note_off,,,,,19,0,1,,,0,70,64,,
22469,note_on,,,,,16,0,1,,,0,71,77,,
22483,note_on,,,,,14,0,1,,,0,53,85,,
22492,note_off,,,,,9,0,1,,,0,71,64,,
22504,note_off,,,,,12,0,1,,,0,53,64,,
22532,note_on,,,,,28,0,1,,,0,71,44,,
22561,note_off,,,,,29,0,1,,,0,71,64,,
22569,note_on,,,,,8,0,1,,,0,68,65,,
22570,note_on,,,,,1,0,1,,,0,62,51,,
22575,note_on,,,,,5,0,1,,,0,83,104,,
22592,note_off,,,,,0,0,1,,,0,68,64,,
22592,note_off,,,,,17,0,1,,,0,83,64,,
22594,note_off,,,,,2,0,1,,,0,62,64,,
22613,note_on,,,,,19,0,1,,,0,71,55,,
22640,note_off,,,,,27,0,1,,,0,71,64,,
22672,note_on,,,,,32,0,1,,,0,73,63,,
22679,note_on,,,,,7,0,1,,,0,52,94,,
22680,note_on,,,,,1,0,1,,,0,71,60,,
22694,note_off,,,,,14,0,1,,,0,52,64,,
22699,note_off,,,,,5,0,1,,,0,73,64,,
22731,note_on,,,,,32,0,1,,,0,70,62,,
22735,note_off,,,,,4,0,1,,,0,71,64,,
22770,note_on,,,,,35,0,1,,,0,68,57,,
22779,note_on,,,,,9,0,1,,,0,62,59,,
22794,note_on,,,,,15,0,1,,,0,71,15,,
22798,note_off,,,,,4,0,1,,,0,70,64,,
22804,note_off,,,,,6,0,1,,,0,62,64,,
22805,note_off,,,,,1,0,1,,,0,68,64,,
22853,note_off,,,,,48,0,1,,,0,71,64,,
22873,note_on,,,,,20,0,1,,,0,83,94,,
22873,note_on,,,,,0,0,1,,,0,68,67,,
22891,note_off,,,,,18,0,1,,,0,83,64,,
22891,note_on,,,,,0,0,1,,,0,62,47,,
22909,note_on,,,,,18,0,1,,,0,71,58,,
22912,note_off,,,,,3,0,1,,,0,68,64,,
22916,note_off,,,,,4,0,1,,,0,62,64,,
22936,note_off,,,,,20,0,1,,,0,71,64,,
22965,note_on,,,,,29,0,1,,,0,73,57,,
22980,note_on,,,,,15,0,1,,,0,71,64,,
22983,note_on,,,,,3,0,1,,,0,67,73,,
22993,note_on,,,,,0,0,1,,,0,62,59,,
22993,note_off,,,,,10,0,1,,,0,73,64,,
23009,note_off,,,,,16,0,1,,,0,67,64,,
23017,note_off,,,,,8,0,1,,,0,62,64,,
23024,note_on,,,,,7,0,1,,,0,70,65,,
23037,note_off,,,,,13,0,1,,,0,71,64,,
23050,note_off,,,,,13,0,1,,,0,70,64,,
23066,note_on,,,,,16,0,1,,,0,71,85,,
23082,note_on,,,,,16,0,1,,,0,53,79,,
23086,note_off,,,,,4,0,1,,,0,71,64,,
23104,note_off,,,,,18,0,1,,,0,53,64,,
23112,note_on,,,,,8,0,1,,,0,71,87,,
23139,note_off,,,,,27,0,1,,,0,71,64,,
23165,note_on,,,,,26,0,1,,,0,62,57,,
23167,note_on,,,,,2,0,1,,,0,68,67,,
23179,note_on,,,,,12,0,1,,,0,83,62,,
23186,note_on,,,,,7,0,1,,,0,84,45,,
23187,note_off,,,,,1,0,1,,,0,68,64,,
23189,note_off,,,,,2,0,1,,,0,62,64,,
23204,note_off,,,,,15,0,1,,,0,83,64,,
23208,note_on,,,,,4,0,1,,,0,71,80,,
23212,note_off,,,,,4,0,1,,,0,84,64,,
23228,note_off,,,,,16,0,1,,,0,71,64,,
23272,note_on,,,,,44,0,1,,,0,85,85,,
23277,note_on,,,,,5,0,1,,,0,52,44,,
23306,note_off,,,,,29,0,1,,,0,52,64,,
23331,note_off,,,,,25,0,1,,,0,85,64,,
23331,note_on,,,,,0,0,1,,,0,83,86,,
23352,note_on,,,,,21,0,1,,,0,68,62,,
23354,note_on,,,,,2,0,1,,,0,62,43,,
23374,note_on,,,,,20,0,1,,,0,78,55,,
23379,note_off,,,,,5,0,1,,,0,68,64,,
23381,note_off,,,,,2,0,1,,,0,62,64,,
23387,note_off,,,,,6,0,1,,,0,83,64,,
23403,note_off,,,,,16,0,1,,,0,78,64,,
23408,note_on,,,,,5,0,1,,,0,76,58,,
23430,note_off,,,,,22,0,1,,,0,76,64,,
23459,note_on,,,,,29,0,1,,,0,71,88,,
23469,note_on,,,,,10,0,1,,,0,66,49,,
23473,note_on,,,,,4,0,1,,,0,62,34,,
23480,note_off,,,,,7,0,1,,,0,71,64,,
23495,note_off,,,,,15,0,1,,,0,66,64,,
23502,note_off,,,,,7,0,1,,,0,62,64,,
23507,note_on,,,,,5,0,1,,,0,76,81,,
23546,note_off,,,,,39,0,1,,,0,76,64,,
23567,note_on,,,,,0,0,1,,,0,66,56,,
23567,note_on,,,,,21,0,1,,,0,85,76,,
23568,note_on,,,,,1,0,1,,,0,62,43,,
23596,note_off,,,,,28,0,1,,,0,66,64,,
23598,note_off,,,,,2,0,1,,,0,62,64,,
23621,note_on,,,,,23,0,1,,,0,83,91,,
23628,note_off,,,,,7,0,1,,,0,85,64,,
23653,note_on,,,,,25,0,1,,,0,68,58,,
23662,note_on,,,,,9,0,1,,,0,64,40,,
23671,note_on,,,,,9,0,1,,,0,78,61,,
23681,note_off,,,,,0,0,1,,,0,83,64,,
23681,note_off,,,,,10,0,1,,,0,68,64,,
23688,note_off,,,,,7,0,1,,,0,64,64,,
23695,note_off,,,,,7,0,1,,,0,78,64,,
23709,note_on,,,,,14,0,1,,,0,76,43,,
23735,note_off,,,,,26,0,1,,,0,76,64,,
23752,note_on,,,,,17,0,1,,,0,71,89,,
23756,note_on,,,,,4,0,1,,,0,64,17,,
23758,note_on,,,,,2,0,1,,,0,61,64,,
23773,note_off,,,,,15,0,1,,,0,71,64,,
23787,note_off,,,,,14,0,1,,,0,64,64,,
23790,note_off,,,,,3,0,1,,,0,61,64,,
23807,note_on,,,,,17,0,1,,,0,76,66,,
23830,note_off,,,,,23,0,1,,,0,76,64,,
23853,note_on,,,,,23,0,1,,,0,85,76,,
23856,note_on,,,,,3,0,1,,,0,66,70,,
23857,note_on,,,,,1,0,1,,,0,62,77,,
23895,note_off,,,,,38,0,1,,,0,62,64,,
23904,note_off,,,,,9,0,1,,,0,66,64,,
23912,note_off,,,,,8,0,1,,,0,85,64,,
23913,note_on,,,,,1,0,1,,,0,83,80,,
23945,note_on,,,,,32,0,1,,,0,68,65,,
23950,note_on,,,,,5,0,1,,,0,78,62,,
23952,note_off,,,,,2,0,1,,,0,83,64,,
23960,note_on,,,,,8,0,1,,,0,64,63,,
23976,note_off,,,,,16,0,1,,,0,68,64,,
23982,note_off,,,,,6,0,1,,,0,78,64,,
23983,note_off,,,,,1,0,1,,,0,64,64,,
23997,note_on,,,,,14,0,1,,,0,76,42,,
24023,note_off,,,,,26,0,1,,,0,76,64,,
24045,note_on,,,,,22,0,1,,,0,71,83,,
24050,note_on,,,,,5,0,1,,,0,61,63,,
24052,note_on,,,,,2,0,1,,,0,64,61,,
24072,note_off,,,,,20,0,1,,,0,71,64,,
24075,note_off,,,,,3,0,1,,,0,64,64,,
24086,note_off,,,,,11,0,1,,,0,61,64,,
24095,note_on,,,,,9,0,1,,,0,76,68,,
24122,note_off,,,,,27,0,1,,,0,76,64,,
24147,note_on,,,,,25,0,1,,,0,85,78,,
24148,note_on,,,,,1,0,1,,,0,66,66,,
24151,note_on,,,,,3,0,1,,,0,62,73,,
24181,note_off,,,,,30,0,1,,,0,62,64,,
24193,note_off,,,,,12,0,1,,,0,66,64,,
24203,note_on,,,,,10,0,1,,,0,83,83,,
24209,note_off,,,,,6,0,1,,,0,85,64,,
24246,note_on,,,,,37,0,1,,,0,78,60,,
24251,note_on,,,,,5,0,1,,,0,68,62,,
24260,note_on,,,,,9,0,1,,,0,62,56,,
24264,note_off,,,,,4,0,1,,,0,83,64,,
24275,note_off,,,,,11,0,1,,,0,78,64,,
24281,note_off,,,,,6,0,1,,,0,68,64,,
24287,note_off,,,,,6,0,1,,,0,62,64,,
24292,note_on,,,,,5,0,1,,,0,76,37,,
24319,note_off,,,,,27,0,1,,,0,76,64,,
24349,note_on,,,,,30,0,1,,,0,71,61,,
24374,note_off,,,,,25,0,1,,,0,71,64,,
24453,note_on,,,,,79,0,1,,,0,52,78,,
24455,note_on,,,,,2,0,1,,,0,74,70,,
24470,note_on,,,,,15,0,1,,,0,72,78,,
24471,note_off,,,,,1,0,1,,,0,52,64,,
24475,note_off,,,,,4,0,1,,,0,74,64,,
24502,note_off,,,,,27,0,1,,,0,72,64,,
24507,note_on,,,,,5,0,1,,,0,71,77,,
24531,note_off,,,,,24,0,1,,,0,71,64,,
24554,note_on,,,,,23,0,1,,,0,69,48,,
24555,note_on,,,,,1,0,1,,,0,72,63,,
24558,note_on,,,,,3,0,1,,,0,64,55,,
24578,note_off,,,,,20,0,1,,,0,72,64,,
24581,note_off,,,,,3,0,1,,,0,64,64,,
24582,note_off,,,,,1,0,1,,,0,69,64,,
24606,note_on,,,,,24,0,1,,,0,72,66,,
24633,note_off,,,,,27,0,1,,,0,72,64,,
24654,note_on,,,,,21,0,1,,,0,69,63,,
24655,note_on,,,,,1,0,1,,,0,84,80,,
24664,note_on,,,,,9,0,1,,,0,64,54,,
24675,note_off,,,,,11,0,1,,,0,84,64,,
24681,note_off,,,,,6,0,1,,,0,69,64,,
24689,note_off,,,,,8,0,1,,,0,64,64,,
24696,note_on,,,,,7,0,1,,,0,72,65,,
24719,note_off,,,,,23,0,1,,,0,72,64,,
24749,note_on,,,,,30,0,1,,,0,74,88,,
24759,note_on,,,,,10,0,1,,,0,66,78,,
24765,note_on,,,,,6,0,1,,,0,64,84,,
24767,note_on,,,,,2,0,1,,,0,72,47,,
24781,note_off,,,,,14,0,1,,,0,74,64,,
24792,note_off,,,,,11,0,1,,,0,64,64,,
24806,note_off,,,,,14,0,1,,,0,66,64,,
24813,note_on,,,,,7,0,1,,,0,71,64,,
24824,note_off,,,,,11,0,1,,,0,72,64,,
24840,note_off,,,,,16,0,1,,,0,71,64,,
24857,note_on,,,,,17,0,1,,,0,72,70,,
24868,note_on,,,,,11,0,1,,,0,55,72,,
24878,note_off,,,,,10,0,1,,,0,72,64,,
24889,note_off,,,,,11,0,1,,,0,55,64,,
24910,note_on,,,,,21,0,1,,,0,72,61,,
24934,note_off,,,,,24,0,1,,,0,72,64,,
24960,note_on,,,,,0,0,1,,,0,67,62,,
24960,note_on,,,,,26,0,1,,,0,84,77,,
24964,note_on,,,,,4,0,1,,,0,64,64,,
24978,note_off,,,,,14,0,1,,,0,84,64,,
24985,note_off,,,,,7,0,1,,,0,67,64,,
24986,note_off,,,,,1,0,1,,,0,64,64,,
24992,note_on,,,,,6,0,1,,,0,72,53,,
25019,note_off,,,,,27,0,1,,,0,72,64,,
25054,note_on,,,,,35,0,1,,,0,74,81,,
25061,note_on,,,,,7,0,1,,,0,52,96,,
25075,note_off,,,,,14,0,1,,,0,74,64,,
25075,note_on,,,,,0,0,1,,,0,72,57,,
25078,note_off,,,,,3,0,1,,,0,52,64,,
25110,note_off,,,,,32,0,1,,,0,72,64,,
25119,note_on,,,,,9,0,1,,,0,71,71,,
25143,note_off,,,,,24,0,1,,,0,71,64,,
25162,note_on,,,,,19,0,1,,,0,72,63,,
25166,note_on,,,,,4,0,1,,,0,69,55,,
25166,note_on,,,,,0,0,1,,,0,64,35,,
25183,note_off,,,,,17,0,1,,,0,72,64,,
25193,note_off,,,,,10,0,1,,,0,69,64,,
25196,note_off,,,,,3,0,1,,,0,64,64,,
25213,note_on,,,,,17,0,1,,,0,72,62,,
25239,note_off,,,,,26,0,1,,,0,72,64,,
25262,note_on,,,,,23,0,1,,,0,84,75,,
25265,note_on,,,,,3,0,1,,,0,69,65,,
25273,note_on,,,,,8,0,1,,,0,64,58,,
25281,note_off,,,,,8,0,1,,,0,84,64,,
25294,note_off,,,,,13,0,1,,,0,64,64,,
25294,note_off,,,,,0,0,1,,,0,69,64,,
25299,note_on,,,,,5,0,1,,,0,72,46,,
25326,note_off,,,,,27,0,1,,,0,72,64,,
25354,note_on,,,,,28,0,1,,,0,74,83,,
25365,note_on,,,,,11,0,1,,,0,66,80,,
25371,note_on,,,,,6,0,1,,,0,64,84,,
25374,note_off,,,,,3,0,1,,,0,74,64,,
25376,note_on,,,,,2,0,1,,,0,72,59,,
25397,note_off,,,,,21,0,1,,,0,64,64,,
25415,note_off,,,,,18,0,1,,,0,66,64,,
25417,note_on,,,,,2,0,1,,,0,71,77,,
25431,note_off,,,,,14,0,1,,,0,72,64,,
25442,note_off,,,,,11,0,1,,,0,71,64,,
25465,note_on,,,,,23,0,1,,,0,72,69,,
25479,note_on,,,,,14,0,1,,,0,55,70,,
25485,note_off,,,,,6,0,1,,,0,72,64,,
25500,note_off,,,,,15,0,1,,,0,55,64,,
25513,note_on,,,,,13,0,1,,,0,72,82,,
25535,note_off,,,,,22,0,1,,,0,72,64,,
25565,note_on,,,,,30,0,1,,,0,64,54,,
25566,note_on,,,,,1,0,1,,,0,67,67,,
25567,note_on,,,,,1,0,1,,,0,84,80,,
25587,note_off,,,,,20,0,1,,,0,84,64,,
25589,note_off,,,,,2,0,1,,,0,64,64,,
25590,note_off,,,,,1,0,1,,,0,67,64,,
25605,note_on,,,,,15,0,1,,,0,72,82,,
25627,note_off,,,,,22,0,1,,,0,72,64,,
25666,note_on,,,,,0,0,1,,,0,52,96,,
25666,note_on,,,,,39,0,1,,,0,86,89,,
25681,note_off,,,,,15,0,1,,,0,52,64,,
25710,note_on,,,,,29,0,1,,,0,84,77,,
25722,note_off,,,,,12,0,1,,,0,86,64,,
25755,note_on,,,,,33,0,1,,,0,81,74,,
25760,note_on,,,,,5,0,1,,,0,64,37,,
25761,note_on,,,,,1,0,1,,,0,69,66,,
25769,note_off,,,,,8,0,1,,,0,84,64,,
25787,note_off,,,,,18,0,1,,,0,69,64,,
25789,note_off,,,,,2,0,1,,,0,64,64,,
25808,note_on,,,,,19,0,1,,,0,79,72,,
25822,note_off,,,,,14,0,1,,,0,81,64,,
25836,note_off,,,,,14,0,1,,,0,79,64,,
25843,note_on,,,,,7,0,1,,,0,72,55,,
25848,note_on,,,,,5,0,1,,,0,66,63,,
25879,note_off,,,,,31,0,1,,,0,72,64,,
25881,note_off,,,,,2,0,1,,,0,66,64,,
25900,note_on,,,,,19,0,1,,,0,81,62,,
25942,note_off,,,,,42,0,1,,,0,81,64,,
25949,note_on,,,,,7,0,1,,,0,86,79,,
25958,note_on,,,,,9,0,1,,,0,67,98,,
25959,note_on,,,,,1,0,1,,,0,64,78,,
25993,note_off,,,,,34,0,1,,,0,64,64,,
26002,note_on,,,,,9,0,1,,,0,84,70,,
26013,note_off,,,,,11,0,1,,,0,86,64,,
26016,note_off,,,,,3,0,1,,,0,67,64,,
26046,note_on,,,,,30,0,1,,,0,81,68,,
26053,note_on,,,,,7,0,1,,,0,69,66,,
26061,note_off,,,,,8,0,1,,,0,84,64,,
26067,note_on,,,,,6,0,1,,,0,66,54,,
26082,note_off,,,,,15,0,1,,,0,69,64,,
26090,note_off,,,,,8,0,1,,,0,66,64,,
26096,note_on,,,,,6,0,1,,,0,79,70,,
26102,note_off,,,,,6,0,1,,,0,81,64,,
26129,note_off,,,,,27,0,1,,,0,79,64,,
26139,note_on,,,,,10,0,1,,,0,72,59,,
26153,note_on,,,,,14,0,1,,,0,66,60,,
26154,note_on,,,,,1,0,1,,,0,63,75,,
26177,note_off,,,,,0,0,1,,,0,66,64,,
26177,note_off,,,,,23,0,1,,,0,63,64,,
26177,note_off,,,,,0,0,1,,,0,72,64,,
26193,note_on,,,,,16,0,1,,,0,81,73,,
26245,note_on,,,,,52,0,1,,,0,86,87,,
26251,note_on,,,,,6,0,1,,,0,67,89,,
26252,note_off,,,,,1,0,1,,,0,81,64,,
26258,note_on,,,,,6,0,1,,,0,64,74,,
26280,note_off,,,,,22,0,1,,,0,67,64,,
26281,note_off,,,,,1,0,1,,,0,64,64,,
26295,note_on,,,,,14,0,1,,,0,84,84,,
26330,note_off,,,,,35,0,1,,,0,86,64,,
26338,note_on,,,,,8,0,1,,,0,81,79,,
26350,note_on,,,,,12,0,1,,,0,69,57,,
26361,note_off,,,,,11,0,1,,,0,84,64,,
26362,note_on,,,,,1,0,1,,,0,66,49,,
26378,note_off,,,,,16,0,1,,,0,69,64,,
26387,note_off,,,,,9,0,1,,,0,66,64,,
26389,note_on,,,,,2,0,1,,,0,79,85,,
26403,note_off,,,,,14,0,1,,,0,81,64,,
26430,note_on,,,,,27,0,1,,,0,72,68,,
26440,note_on,,,,,10,0,1,,,0,66,46,,
26449,note_on,,,,,9,0,1,,,0,63,64,,
26450,note_off,,,,,1,0,1,,,0,79,64,,
26472,note_off,,,,,22,0,1,,,0,63,64,,
26477,note_on,,,,,0,0,1,,,0,81,84,,
26477,note_off,,,,,5,0,1,,,0,66,64,,
26484,note_off,,,,,7,0,1,,,0,72,64,,
26532,note_on,,,,,48,0,1,,,0,86,95,,
26537,note_off,,,,,5,0,1,,,0,81,64,,
26539,note_on,,,,,2,0,1,,,0,67,78,,
26543,note_on,,,,,4,0,1,,,0,64,71,,
26567,note_off,,,,,24,0,1,,,0,67,64,,
26568,note_off,,,,,1,0,1,,,0,64,64,,
26585,note_on,,,,,17,0,1,,,0,84,91,,
26622,note_off,,,,,37,0,1,,,0,86,64,,
26629,note_on,,,,,7,0,1,,,0,81,83,,
26642,note_on,,,,,13,0,1,,,0,67,76,,
26646,note_on,,,,,4,0,1,,,0,64,65,,
26654,note_off,,,,,8,0,1,,,0,84,64,,
26666,note_off,,,,,12,0,1,,,0,67,64,,
26669,note_off,,,,,3,0,1,,,0,64,64,,
26681,note_on,,,,,12,0,1,,,0,79,89,,
26688,note_off,,,,,7,0,1,,,0,81,64,,
26720,note_off,,,,,32,0,1,,,0,79,64,,
26733,note_on,,,,,13,0,1,,,0,72,76,,
26762,note_off,,,,,29,0,1,,,0,72,64,,
26936,note_on,,,,,174,0,1,,,0,73,33,,
27016,control_change,,,,,80,0,1,,,0,,,64,127
27101,note_off,,,,,85,0,1,,,0,73,64,,
27107,note_on,,,,,6,0,1,,,0,72,30,,
27146,note_off,,,,,39,0,1,,,0,72,64,,
27162,note_on,,,,,16,0,1,,,0,67,36,,
27218,note_on,,,,,56,0,1,,,0,64,42,,
27230,note_off,,,,,12,0,1,,,0,67,64,,
27243,note_off,,,,,13,0,1,,,0,64,64,,
27262,control_change,,,,,19,0,1,,,0,,,64,0
27266,note_on,,,,,4,0,1,,,0,73,52,,
27267,note_on,,,,,1,0,1,,,0,85,68,,
27374,note_on,,,,,107,0,1,,,0,69,40,,
27376,note_on,,,,,2,0,1,,,0,66,33,,
27408,note_off,,,,,32,0,1,,,0,69,64,,
27411,note_off,,,,,3,0,1,,,0,66,64,,
27430,note_on,,,,,19,0,1,,,0,82,49,,
27441,note_off,,,,,11,0,1,,,0,73,64,,
27466,note_off,,,,,25,0,1,,,0,85,64,,
27474,note_on,,,,,8,0,1,,,0,70,37,,
27478,note_on,,,,,4,0,1,,,0,67,41,,
27487,note_on,,,,,9,0,1,,,0,79,49,,
27494,note_off,,,,,7,0,1,,,0,82,64,,
27505,note_off,,,,,11,0,1,,,0,70,64,,
27508,note_off,,,,,3,0,1,,,0,67,64,,
27534,note_on,,,,,26,0,1,,,0,76,45,,
27539,note_off,,,,,5,0,1,,,0,79,64,,
27581,note_off,,,,,42,0,1,,,0,76,64,,
27594,note_on,,,,,13,0,1,,,0,73,67,,
27600,control_change,,,,,6,0,1,,,0,,,64,127
27746,control_change,,,,,146,0,1,,,0,,,64,0
27788,note_on,,,,,42,0,1,,,0,72,40,,
