tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
11986,note_on,,,,,46,0,1,,,0,69,40,,
11997,note_off,,,,,11,0,1,,,0,65,64,,
11999,note_on,,,,,2,0,1,,,0,60,29,,
12000,note_on,,,,,1,0,1,,,0,51,24,,
12048,note_off,,,,,48,0,1,,,0,69,64,,
12052,note_on,,,,,4,0,1,,,0,72,44,,
12056,note_off,,,,,4,0,1,,,0,51,64,,
12073,note_off,,,,,17,0,1,,,0,60,64,,
12089,control_change,,,,,16,0,1,,,0,,,64,0
12123,note_on,,,,,34,0,1,,,0,78,44,,
12148,note_off,,,,,25,0,1,,,0,72,64,,
12237,note_on,,,,,89,0,1,,,0,60,20,,
12238,note_on,,,,,1,0,1,,,0,69,30,,
12304,control_change,,,,,66,0,1,,,0,,,64,127
12312,note_off,,,,,8,0,1,,,0,60,64,,
12319,note_on,,,,,7,0,1,,,0,77,51,,
12330,note_off,,,,,11,0,1,,,0,69,64,,
12339,note_off,,,,,9,0,1,,,0,78,64,,
12350,note_on,,,,,11,0,1,,,0,63,48,,
12358,note_off,,,,,8,0,1,,,0,77,64,,
12358,note_on,,,,,0,0,1,,,0,66,26,,
12375,note_on,,,,,17,0,1,,,0,72,44,,
12386,note_off,,,,,11,0,1,,,0,63,64,,
12398,note_off,,,,,12,0,1,,,0,66,64,,
12405,note_off,,,,,7,0,1,,,0,72,64,,
12412,control_change,,,,,7,0,1,,,0,,,64,0
12426,note_on,,,,,14,0,1,,,0,69,49,,
12490,note_on,,,,,64,0,1,,,0,66,60,,
12516,note_off,,,,,26,0,1,,,0,69,64,,
12604,note_on,,,,,88,0,1,,,0,61,45,,
12614,note_on,,,,,10,0,1,,,0,57,28,,
12666,note_on,,,,,52,0,1,,,0,65,60,,
12667,note_off,,,,,1,0,1,,,0,57,64,,
12673,note_off,,,,,6,0,1,,,0,66,64,,
12680,control_change,,,,,7,0,1,,,0,,,64,127
12704,note_off,,,,,24,0,1,,,0,61,64,,
12730,note_on,,,,,26,0,1,,,0,69,61,,
12741,note_on,,,,,11,0,1,,,0,60,35,,
12742,note_off,,,,,1,0,1,,,0,65,64,,
12746,note_on,,,,,4,0,1,,,0,51,21,,
12782,note_off,,,,,36,0,1,,,0,60,64,,
12783,note_off,,,,,1,0,1,,,0,51,64,,
12789,note_off,,,,,6,0,1,,,0,69,64,,
12792,note_on,,,,,3,0,1,,,0,72,63,,
12819,control_change,,,,,27,0,1,,,0,,,64,0
12855,note_on,,,,,36,0,1,,,0,78,52,,
12881,note_off,,,,,26,0,1,,,0,72,64,,
12970,note_on,,,,,89,0,1,,,0,69,35,,
12976,note_on,,,,,6,0,1,,,0,60,20,,
13045,note_on,,,,,69,0,1,,,0,77,54,,
13053,note_off,,,,,8,0,1,,,0,69,64,,
13057,control_change,,,,,4,0,1,,,0,,,64,127
13068,note_off,,,,,11,0,1,,,0,78,64,,
13099,note_off,,,,,31,0,1,,,0,60,64,,
13103,note_on,,,,,4,0,1,,,0,63,26,,
13105,note_on,,,,,2,0,1,,,0,72,45,,
13106,note_off,,,,,1,0,1,,,0,77,64,,
13111,note_on,,,,,5,0,1,,,0,66,12,,
13136,note_off,,,,,25,0,1,,,0,72,64,,
13154,note_off,,,,,0,0,1,,,0,63,64,,
13154,note_off,,,,,18,0,1,,,0,66,64,,
13160,note_on,,,,,6,0,1,,,0,69,43,,
13180,control_change,,,,,20,0,1,,,0,,,64,0
13225,note_on,,,,,45,0,1,,,0,66,68,,
13252,note_off,,,,,27,0,1,,,0,69,64,,
13337,note_on,,,,,85,0,1,,,0,63,60,,
13341,note_on,,,,,4,0,1,,,0,58,29,,
13386,note_off,,,,,45,0,1,,,0,63,64,,
13401,note_on,,,,,15,0,1,,,0,65,69,,
13406,note_off,,,,,5,0,1,,,0,66,64,,
13411,note_off,,,,,5,0,1,,,0,58,64,,
13418,control_change,,,,,7,0,1,,,0,,,64,127
13457,note_on,,,,,39,0,1,,,0,70,69,,
13460,note_on,,,,,3,0,1,,,0,61,46,,
13465,note_off,,,,,5,0,1,,,0,65,64,,
13497,note_off,,,,,32,0,1,,,0,61,64,,
13513,note_on,,,,,16,0,1,,,0,73,78,,
13533,note_off,,,,,20,0,1,,,0,70,64,,
13557,control_change,,,,,24,0,1,,,0,,,64,0
13575,note_on,,,,,18,0,1,,,0,78,79,,
13593,note_off,,,,,18,0,1,,,0,73,64,,
13679,control_change,,,,,86,0,1,,,0,,,64,127
13683,note_on,,,,,4,0,1,,,0,69,52,,
13688,note_on,,,,,5,0,1,,,0,60,48,,
13690,note_off,,,,,2,0,1,,,0,78,64,,
13716,note_off,,,,,26,0,1,,,0,60,64,,
13747,note_on,,,,,31,0,1,,,0,77,73,,
13781,note_off,,,,,34,0,1,,,0,69,64,,
13796,note_on,,,,,15,0,1,,,0,70,44,,
13797,note_on,,,,,1,0,1,,,0,61,46,,
13804,note_on,,,,,7,0,1,,,0,82,66,,
13808,note_off,,,,,4,0,1,,,0,77,64,,
13827,note_off,,,,,19,0,1,,,0,70,64,,
13832,note_off,,,,,5,0,1,,,0,61,64,,
13847,note_on,,,,,15,0,1,,,0,85,72,,
13864,control_change,,,,,17,0,1,,,0,,,64,0
13868,note_off,,,,,4,0,1,,,0,82,64,,
13898,note_on,,,,,30,0,1,,,0,90,69,,
13899,note_off,,,,,1,0,1,,,0,85,64,,
13951,note_on,,,,,52,0,1,,,0,89,79,,
13965,note_off,,,,,14,0,1,,,0,90,64,,
14005,note_on,,,,,40,0,1,,,0,90,58,,
14008,note_off,,,,,3,0,1,,,0,89,64,,
14009,note_on,,,,,1,0,1,,,0,72,49,,
14016,note_on,,,,,7,0,1,,,0,64,29,,
14034,note_off,,,,,18,0,1,,,0,72,64,,
14045,note_off,,,,,11,0,1,,,0,64,64,,
14052,note_on,,,,,7,0,1,,,0,89,61,,
14063,note_off,,,,,11,0,1,,,0,90,64,,
14093,note_off,,,,,30,0,1,,,0,89,64,,
14112,note_on,,,,,19,0,1,,,0,85,61,,
14128,note_on,,,,,16,0,1,,,0,65,27,,
14129,note_on,,,,,1,0,1,,,0,73,40,,
14142,note_off,,,,,13,0,1,,,0,85,64,,
14161,note_off,,,,,19,0,1,,,0,73,64,,
14162,note_off,,,,,1,0,1,,,0,65,64,,
14166,note_on,,,,,4,0,1,,,0,82,48,,
14223,note_on,,,,,57,0,1,,,0,78,68,,
14229,note_off,,,,,6,0,1,,,0,82,64,,
14274,note_off,,,,,45,0,1,,,0,78,64,,
14279,note_on,,,,,5,0,1,,,0,77,60,,
14304,note_off,,,,,25,0,1,,,0,77,64,,
14329,note_on,,,,,25,0,1,,,0,78,52,,
14389,note_on,,,,,60,0,1,,,0,77,49,,
14399,note_off,,,,,10,0,1,,,0,78,64,,
14425,note_off,,,,,26,0,1,,,0,77,64,,
14452,note_on,,,,,27,0,1,,,0,73,41,,
14492,note_off,,,,,40,0,1,,,0,73,64,,
14508,note_on,,,,,16,0,1,,,0,70,38,,
14593,note_on,,,,,85,0,1,,,0,66,52,,
14605,note_off,,,,,12,0,1,,,0,70,64,,
14714,note_on,,,,,109,0,1,,,0,61,36,,
14717,note_on,,,,,3,0,1,,,0,57,26,,
14755,control_change,,,,,38,0,1,,,0,,,64,127
14764,note_off,,,,,9,0,1,,,0,57,64,,
14777,note_off,,,,,13,0,1,,,0,66,64,,
14780,note_on,,,,,3,0,1,,,0,65,57,,
14808,note_off,,,,,28,0,1,,,0,61,64,,
14842,note_on,,,,,34,0,1,,,0,69,51,,
14853,note_on,,,,,11,0,1,,,0,60,39,,
14859,note_on,,,,,6,0,1,,,0,51,30,,
14863,note_off,,,,,4,0,1,,,0,65,64,,
14885,control_change,,,,,22,0,1,,,0,,,64,0
14903,note_off,,,,,18,0,1,,,0,69,64,,
14903,note_on,,,,,0,0,1,,,0,72,65,,
14930,note_off,,,,,27,0,1,,,0,51,64,,
14931,note_off,,,,,1,0,1,,,0,60,64,,
14963,note_on,,,,,32,0,1,,,0,78,62,,
14990,note_off,,,,,27,0,1,,,0,72,64,,
15064,note_on,,,,,74,0,1,,,0,69,42,,
15077,note_on,,,,,13,0,1,,,0,60,26,,
15130,note_off,,,,,53,0,1,,,0,69,64,,
15138,control_change,,,,,0,0,1,,,0,,,64,127
15138,note_on,,,,,8,0,1,,,0,77,61,,
15165,note_off,,,,,27,0,1,,,0,78,64,,
15166,note_off,,,,,1,0,1,,,0,60,64,,
15183,note_on,,,,,17,0,1,,,0,66,27,,
15184,note_on,,,,,1,0,1,,,0,63,39,,
15190,note_on,,,,,6,0,1,,,0,72,46,,
15201,note_off,,,,,11,0,1,,,0,77,64,,
15214,note_off,,,,,13,0,1,,,0,63,64,,
15215,note_off,,,,,1,0,1,,,0,66,64,,
15222,note_off,,,,,7,0,1,,,0,72,64,,
15236,note_on,,,,,14,0,1,,,0,69,52,,
15247,control_change,,,,,11,0,1,,,0,,,64,0
15300,note_on,,,,,53,0,1,,,0,66,67,,
15314,note_off,,,,,14,0,1,,,0,69,64,,
15418,note_on,,,,,104,0,1,,,0,61,45,,
15427,note_on,,,,,9,0,1,,,0,57,33,,
15470,note_off,,,,,43,0,1,,,0,66,64,,
15470,note_on,,,,,0,0,1,,,0,65,59,,
15494,note_off,,,,,24,0,1,,,0,57,64,,
15508,control_change,,,,,14,0,1,,,0,,,64,127
15512,note_off,,,,,4,0,1,,,0,61,64,,
15525,note_off,,,,,13,0,1,,,0,65,64,,
15526,note_on,,,,,1,0,1,,,0,69,55,,
15538,control_change,,,,,12,0,1,,,0,,,64,0
15546,note_on,,,,,8,0,1,,,0,51,38,,
15553,note_on,,,,,7,0,1,,,0,60,27,,
15564,note_off,,,,,11,0,1,,,0,69,64,,
15582,note_on,,,,,18,0,1,,,0,72,57,,
15585,note_off,,,,,3,0,1,,,0,51,64,,
15595,note_off,,,,,10,0,1,,,0,60,64,,
15648,note_on,,,,,53,0,1,,,0,78,52,,
15654,note_off,,,,,6,0,1,,,0,72,64,,
15753,note_on,,,,,99,0,1,,,0,69,36,,
15770,note_on,,,,,17,0,1,,,0,60,26,,
15822,note_on,,,,,52,0,1,,,0,77,51,,
15838,control_change,,,,,16,0,1,,,0,,,64,127
15841,note_off,,,,,3,0,1,,,0,69,64,,
15851,note_off,,,,,10,0,1,,,0,78,64,,
15867,note_off,,,,,16,0,1,,,0,77,64,,
15872,note_on,,,,,5,0,1,,,0,63,47,,
15873,note_on,,,,,1,0,1,,,0,72,47,,
15873,note_on,,,,,0,0,1,,,0,66,29,,
15881,note_off,,,,,8,0,1,,,0,60,64,,
15902,note_off,,,,,21,0,1,,,0,72,64,,
15903,note_off,,,,,1,0,1,,,0,63,64,,
15908,note_off,,,,,5,0,1,,,0,66,64,,
15922,note_on,,,,,14,0,1,,,0,69,32,,
15953,control_change,,,,,31,0,1,,,0,,,64,0
15979,note_on,,,,,26,0,1,,,0,66,67,,
15999,note_off,,,,,20,0,1,,,0,69,64,,
16087,note_on,,,,,88,0,1,,,0,63,58,,
16095,note_on,,,,,8,0,1,,,0,58,33,,
16131,note_off,,,,,36,0,1,,,0,63,64,,
16145,control_change,,,,,14,0,1,,,0,,,64,127
16148,note_off,,,,,3,0,1,,,0,66,64,,
16164,note_on,,,,,16,0,1,,,0,65,33,,
16168,note_off,,,,,4,0,1,,,0,58,64,,
16203,note_on,,,,,0,0,1,,,0,61,49,,
16203,note_on,,,,,35,0,1,,,0,70,59,,
16208,note_off,,,,,5,0,1,,,0,65,64,,
16221,note_on,,,,,13,0,1,,,0,53,44,,
16243,note_off,,,,,22,0,1,,,0,61,64,,
16251,note_off,,,,,8,0,1,,,0,53,64,,
16254,note_on,,,,,3,0,1,,,0,73,65,,
16261,control_change,,,,,7,0,1,,,0,,,64,0
16274,note_off,,,,,13,0,1,,,0,70,64,,
16316,note_on,,,,,42,0,1,,,0,78,75,,
16334,note_off,,,,,18,0,1,,,0,73,64,,
16422,control_change,,,,,88,0,1,,,0,,,64,127
16425,note_on,,,,,3,0,1,,,0,69,43,,
16433,note_off,,,,,8,0,1,,,0,78,64,,
16434,note_on,,,,,1,0,1,,,0,60,32,,
16469,note_off,,,,,35,0,1,,,0,60,64,,
16473,note_on,,,,,4,0,1,,,0,77,75,,
16501,note_off,,,,,28,0,1,,,0,69,64,,
16528,note_off,,,,,27,0,1,,,0,77,64,,
16533,note_on,,,,,5,0,1,,,0,82,64,,
16545,note_on,,,,,12,0,1,,,0,70,43,,
16546,note_on,,,,,1,0,1,,,0,61,42,,
16563,note_off,,,,,17,0,1,,,0,82,64,,
16575,note_off,,,,,12,0,1,,,0,70,64,,
16576,control_change,,,,,1,0,1,,,0,,,64,0
16580,note_off,,,,,4,0,1,,,0,61,64,,
16583,note_on,,,,,3,0,1,,,0,85,75,,
16634,note_on,,,,,51,0,1,,,0,90,70,,
16636,note_off,,,,,2,0,1,,,0,85,64,,
16689,note_on,,,,,53,0,1,,,0,89,78,,
16703,note_off,,,,,14,0,1,,,0,90,64,,
16726,note_on,,,,,23,0,1,,,0,72,46,,
16732,note_on,,,,,0,0,1,,,0,64,33,,
16732,note_off,,,,,6,0,1,,,0,89,64,,
16732,note_on,,,,,0,0,1,,,0,90,67,,
16755,note_off,,,,,23,0,1,,,0,72,64,,
16760,note_off,,,,,5,0,1,,,0,64,64,,
16786,note_on,,,,,26,0,1,,,0,89,64,,
16792,note_off,,,,,6,0,1,,,0,90,64,,
16826,note_off,,,,,34,0,1,,,0,89,64,,
16842,note_on,,,,,16,0,1,,,0,85,61,,
16850,note_on,,,,,8,0,1,,,0,73,41,,
16855,note_on,,,,,5,0,1,,,0,65,25,,
16870,note_off,,,,,15,0,1,,,0,85,64,,
16887,note_off,,,,,17,0,1,,,0,73,64,,
16888,note_off,,,,,1,0,1,,,0,65,64,,
16889,note_on,,,,,1,0,1,,,0,82,50,,
16945,note_on,,,,,56,0,1,,,0,78,72,,
16948,note_off,,,,,3,0,1,,,0,82,64,,
17004,note_on,,,,,56,0,1,,,0,77,70,,
17018,note_off,,,,,14,0,1,,,0,78,64,,
17029,note_off,,,,,11,0,1,,,0,77,64,,
17056,note_on,,,,,27,0,1,,,0,78,54,,
17113,note_on,,,,,57,0,1,,,0,77,52,,
17124,note_off,,,,,11,0,1,,,0,78,64,,
17163,note_off,,,,,39,0,1,,,0,77,64,,
17185,note_on,,,,,22,0,1,,,0,73,34,,
17215,note_off,,,,,30,0,1,,,0,73,64,,
17224,note_on,,,,,9,0,1,,,0,70,40,,
17256,note_off,,,,,32,0,1,,,0,70,64,,
17287,note_on,,,,,31,0,1,,,0,70,59,,
17298,note_on,,,,,11,0,1,,,0,49,50,,
17308,note_on,,,,,10,0,1,,,0,68,62,,
17324,note_off,,,,,16,0,1,,,0,49,64,,
17336,note_off,,,,,12,0,1,,,0,70,64,,
17343,note_off,,,,,7,0,1,,,0,68,64,,
17360,note_on,,,,,17,0,1,,,0,67,56,,
17387,note_off,,,,,27,0,1,,,0,67,64,,
17401,note_on,,,,,14,0,1,,,0,68,57,,
17409,note_on,,,,,8,0,1,,,0,65,55,,
17409,note_on,,,,,0,0,1,,,0,59,32,,
17422,note_off,,,,,13,0,1,,,0,68,64,,
17433,note_off,,,,,11,0,1,,,0,65,64,,
17437,note_off,,,,,4,0,1,,,0,59,64,,
17447,note_on,,,,,10,0,1,,,0,68,70,,
17486,note_off,,,,,39,0,1,,,0,68,64,,
17506,note_on,,,,,20,0,1,,,0,80,67,,
17514,note_on,,,,,8,0,1,,,0,65,55,,
17526,note_off,,,,,12,0,1,,,0,80,64,,
17538,note_off,,,,,12,0,1,,,0,65,64,,
17547,note_on,,,,,9,0,1,,,0,68,57,,
17571,note_off,,,,,24,0,1,,,0,68,64,,
17606,note_on,,,,,35,0,1,,,0,70,60,,
17606,note_on,,,,,0,0,1,,,0,68,52,,
17619,note_on,,,,,13,0,1,,,0,64,70,,
17630,note_on,,,,,11,0,1,,,0,59,30,,
17636,note_off,,,,,6,0,1,,,0,70,64,,
17641,note_off,,,,,5,0,1,,,0,64,64,,
17659,note_off,,,,,18,0,1,,,0,68,64,,
17660,note_on,,,,,0,0,1,,,0,67,60,,
17660,note_off,,,,,1,0,1,,,0,59,64,,
17687,note_off,,,,,27,0,1,,,0,67,64,,
17706,note_on,,,,,19,0,1,,,0,68,49,,
17719,note_on,,,,,13,0,1,,,0,50,75,,
17731,note_off,,,,,12,0,1,,,0,68,64,,
17740,note_off,,,,,9,0,1,,,0,50,64,,
17756,note_on,,,,,16,0,1,,,0,68,71,,
17788,note_off,,,,,32,0,1,,,0,68,64,,
17816,note_on,,,,,28,0,1,,,0,80,72,,
17823,note_on,,,,,7,0,1,,,0,65,55,,
17836,note_on,,,,,13,0,1,,,0,59,50,,
17837,note_off,,,,,1,0,1,,,0,80,64,,
17846,note_off,,,,,9,0,1,,,0,65,64,,
17859,note_on,,,,,0,0,1,,,0,68,56,,
17859,note_off,,,,,13,0,1,,,0,59,64,,
17882,note_off,,,,,23,0,1,,,0,68,64,,
17916,note_on,,,,,0,0,1,,,0,68,54,,
17916,note_on,,,,,0,0,1,,,0,49,76,,
17916,note_on,,,,,34,0,1,,,0,70,59,,
17936,note_off,,,,,20,0,1,,,0,49,64,,
17944,note_off,,,,,8,0,1,,,0,70,64,,
17965,note_on,,,,,21,0,1,,,0,67,66,,
17969,note_off,,,,,4,0,1,,,0,68,64,,
17990,note_off,,,,,21,0,1,,,0,67,64,,
18010,note_on,,,,,20,0,1,,,0,68,55,,
18020,note_on,,,,,10,0,1,,,0,65,57,,
18022,note_on,,,,,2,0,1,,,0,59,56,,
18037,note_off,,,,,15,0,1,,,0,68,64,,
18046,note_off,,,,,9,0,1,,,0,65,64,,
18047,note_off,,,,,1,0,1,,,0,59,64,,
18067,note_on,,,,,20,0,1,,,0,68,57,,
18094,note_off,,,,,27,0,1,,,0,68,64,,
18118,note_on,,,,,24,0,1,,,0,80,75,,
18133,note_on,,,,,0,0,1,,,0,59,63,,
18133,note_on,,,,,15,0,1,,,0,65,52,,
18138,note_off,,,,,5,0,1,,,0,80,64,,
18154,note_off,,,,,16,0,1,,,0,59,64,,
18155,note_off,,,,,1,0,1,,,0,65,64,,
18159,note_on,,,,,4,0,1,,,0,68,55,,
18183,note_off,,,,,24,0,1,,,0,68,64,,
18215,note_on,,,,,32,0,1,,,0,70,68,,
18220,note_on,,,,,5,0,1,,,0,68,50,,
18229,note_on,,,,,9,0,1,,,0,64,73,,
18233,note_on,,,,,4,0,1,,,0,59,76,,
18251,note_off,,,,,18,0,1,,,0,64,64,,
18252,note_off,,,,,1,0,1,,,0,59,64,,
18264,note_off,,,,,12,0,1,,,0,70,64,,
18269,note_on,,,,,5,0,1,,,0,67,74,,
18275,note_off,,,,,6,0,1,,,0,68,64,,
18294,note_off,,,,,19,0,1,,,0,67,64,,
18321,note_on,,,,,27,0,1,,,0,68,58,,
18325,note_on,,,,,4,0,1,,,0,50,77,,
18345,note_off,,,,,0,0,1,,,0,68,64,,
18345,note_off,,,,,20,0,1,,,0,50,64,,
18373,note_on,,,,,28,0,1,,,0,68,67,,
18398,note_off,,,,,25,0,1,,,0,68,64,,
18424,note_on,,,,,0,0,1,,,0,65,59,,
18424,note_on,,,,,26,0,1,,,0,80,80,,
18431,note_on,,,,,7,0,1,,,0,59,59,,
18445,note_off,,,,,14,0,1,,,0,80,64,,
18446,note_off,,,,,1,0,1,,,0,65,64,,
18452,note_off,,,,,6,0,1,,,0,59,64,,
18464,note_on,,,,,12,0,1,,,0,68,59,,
18489,note_off,,,,,25,0,1,,,0,68,64,,
18512,note_on,,,,,23,0,1,,,0,49,76,,
18520,note_on,,,,,8,0,1,,,0,82,73,,
18533,note_off,,,,,13,0,1,,,0,49,64,,
18567,note_on,,,,,34,0,1,,,0,80,62,,
18577,note_off,,,,,10,0,1,,,0,82,64,,
18611,note_on,,,,,34,0,1,,,0,65,52,,
18619,note_on,,,,,8,0,1,,,0,59,49,,
18625,note_on,,,,,6,0,1,,,0,77,42,,
18626,note_off,,,,,1,0,1,,,0,80,64,,
18636,note_off,,,,,10,0,1,,,0,65,64,,
18643,note_off,,,,,7,0,1,,,0,59,64,,
18652,note_off,,,,,9,0,1,,,0,77,64,,
18672,note_on,,,,,20,0,1,,,0,75,42,,
18698,note_off,,,,,26,0,1,,,0,75,64,,
18708,note_on,,,,,10,0,1,,,0,68,45,,
18716,note_on,,,,,8,0,1,,,0,63,55,,
18739,note_off,,,,,23,0,1,,,0,63,64,,
18748,note_off,,,,,9,0,1,,,0,68,64,,
18767,note_on,,,,,19,0,1,,,0,73,34,,
18798,note_off,,,,,31,0,1,,,0,73,64,,
18811,note_on,,,,,13,0,1,,,0,82,66,,
18822,note_on,,,,,11,0,1,,,0,59,37,,
18825,note_on,,,,,3,0,1,,,0,63,43,,
18851,note_off,,,,,0,0,1,,,0,59,64,,
18851,note_off,,,,,26,0,1,,,0,63,64,,
18866,note_on,,,,,15,0,1,,,0,80,52,,
18872,note_off,,,,,6,0,1,,,0,82,64,,
18906,note_off,,,,,34,0,1,,,0,80,64,,
18914,note_on,,,,,8,0,1,,,0,65,47,,
18918,note_on,,,,,4,0,1,,,0,61,60,,
18923,note_on,,,,,5,0,1,,,0,77,32,,
18938,note_off,,,,,15,0,1,,,0,65,64,,
18945,note_off,,,,,7,0,1,,,0,61,64,,
18952,note_off,,,,,7,0,1,,,0,77,64,,
18965,note_on,,,,,13,0,1,,,0,75,43,,
18992,note_off,,,,,27,0,1,,,0,75,64,,
19005,note_on,,,,,13,0,1,,,0,68,38,,
19016,note_on,,,,,11,0,1,,,0,58,43,,
19021,note_on,,,,,5,0,1,,,0,61,47,,
19039,note_off,,,,,18,0,1,,,0,68,64,,
19045,note_off,,,,,6,0,1,,,0,58,64,,
19049,note_off,,,,,4,0,1,,,0,61,64,,
19061,note_on,,,,,12,0,1,,,0,73,34,,
19091,note_off,,,,,30,0,1,,,0,73,64,,
19107,note_on,,,,,16,0,1,,,0,82,66,,
19113,note_on,,,,,6,0,1,,,0,63,76,,
19116,note_on,,,,,3,0,1,,,0,59,60,,
19139,note_off,,,,,23,0,1,,,0,63,64,,
19140,note_off,,,,,1,0,1,,,0,59,64,,
19161,note_on,,,,,21,0,1,,,0,80,53,,
19183,note_off,,,,,22,0,1,,,0,82,64,,
19209,note_on,,,,,0,0,1,,,0,65,46,,
19209,note_off,,,,,26,0,1,,,0,80,64,,
19212,note_on,,,,,3,0,1,,,0,77,48,,
19215,note_on,,,,,3,0,1,,,0,61,66,,
19235,note_off,,,,,20,0,1,,,0,65,64,,
19240,note_off,,,,,5,0,1,,,0,61,64,,
19240,note_off,,,,,0,0,1,,,0,77,64,,
19265,note_on,,,,,25,0,1,,,0,75,44,,
19291,note_off,,,,,26,0,1,,,0,75,64,,
19302,note_on,,,,,11,0,1,,,0,68,51,,
19312,note_on,,,,,10,0,1,,,0,61,55,,
19313,note_on,,,,,1,0,1,,,0,58,47,,
19337,note_off,,,,,24,0,1,,,0,61,64,,
19344,note_off,,,,,7,0,1,,,0,58,64,,
19352,note_off,,,,,8,0,1,,,0,68,64,,
19366,note_on,,,,,14,0,1,,,0,73,17,,
19396,note_off,,,,,30,0,1,,,0,73,64,,
19398,note_on,,,,,2,0,1,,,0,82,75,,
19408,note_on,,,,,10,0,1,,,0,63,70,,
19416,note_on,,,,,8,0,1,,,0,59,39,,
19430,note_off,,,,,14,0,1,,,0,63,64,,
19443,note_off,,,,,13,0,1,,,0,59,64,,
19459,note_on,,,,,16,0,1,,,0,80,55,,
19464,note_off,,,,,5,0,1,,,0,82,64,,
19506,note_off,,,,,42,0,1,,,0,80,64,,
19510,note_on,,,,,4,0,1,,,0,75,57,,
19512,note_on,,,,,2,0,1,,,0,65,42,,
19519,note_on,,,,,7,0,1,,,0,59,24,,
19537,note_off,,,,,18,0,1,,,0,75,64,,
19541,note_off,,,,,4,0,1,,,0,65,64,,
19548,note_on,,,,,7,0,1,,,0,73,48,,
19552,note_off,,,,,4,0,1,,,0,59,64,,
19581,note_off,,,,,29,0,1,,,0,73,64,,
19611,note_on,,,,,30,0,1,,,0,68,51,,
19639,note_off,,,,,28,0,1,,,0,68,64,,
19716,note_on,,,,,77,0,1,,,0,71,56,,
19720,note_on,,,,,4,0,1,,,0,49,61,,
19728,note_on,,,,,8,0,1,,,0,69,63,,
19742,note_off,,,,,14,0,1,,,0,71,64,,
19743,note_off,,,,,1,0,1,,,0,49,64,,
19760,note_off,,,,,17,0,1,,,0,69,64,,
19769,note_on,,,,,9,0,1,,,0,68,41,,
19796,note_off,,,,,27,0,1,,,0,68,64,,
19811,note_on,,,,,15,0,1,,,0,69,42,,
19817,note_on,,,,,6,0,1,,,0,66,48,,
19820,note_on,,,,,3,0,1,,,0,61,49,,
19838,note_off,,,,,18,0,1,,,0,69,64,,
19845,note_off,,,,,7,0,1,,,0,66,64,,
19849,note_off,,,,,4,0,1,,,0,61,64,,
19871,note_on,,,,,22,0,1,,,0,69,50,,
19900,note_off,,,,,29,0,1,,,0,69,64,,
19909,note_on,,,,,9,0,1,,,0,81,74,,
19917,note_on,,,,,8,0,1,,,0,66,52,,
19918,note_on,,,,,1,0,1,,,0,61,35,,
19930,note_off,,,,,12,0,1,,,0,81,64,,
19943,note_off,,,,,13,0,1,,,0,66,64,,
19954,note_on,,,,,0,0,1,,,0,69,24,,
19954,note_off,,,,,11,0,1,,,0,61,64,,
19984,note_off,,,,,30,0,1,,,0,69,64,,
20006,note_on,,,,,22,0,1,,,0,71,75,,
20016,note_on,,,,,0,0,1,,,0,61,58,,
20016,note_on,,,,,10,0,1,,,0,63,79,,
20017,note_on,,,,,1,0,1,,,0,69,47,,
20032,note_off,,,,,15,0,1,,,0,71,64,,
20044,note_off,,,,,12,0,1,,,0,61,64,,
20051,note_off,,,,,7,0,1,,,0,63,64,,
20071,note_on,,,,,20,0,1,,,0,68,62,,
20082,note_off,,,,,11,0,1,,,0,69,64,,
20095,note_off,,,,,13,0,1,,,0,68,64,,
20111,note_on,,,,,16,0,1,,,0,69,67,,
20129,note_on,,,,,18,0,1,,,0,52,79,,
20133,note_off,,,,,4,0,1,,,0,69,64,,
20149,note_off,,,,,16,0,1,,,0,52,64,,
20158,note_on,,,,,9,0,1,,,0,69,63,,
20187,note_off,,,,,29,0,1,,,0,69,64,,
20215,note_on,,,,,28,0,1,,,0,81,68,,
20222,note_on,,,,,7,0,1,,,0,64,54,,
20228,note_on,,,,,6,0,1,,,0,61,55,,
20236,note_off,,,,,8,0,1,,,0,81,64,,
20245,note_off,,,,,9,0,1,,,0,64,64,,
20254,note_on,,,,,0,0,1,,,0,69,43,,
20254,note_off,,,,,9,0,1,,,0,61,64,,
20283,note_off,,,,,29,0,1,,,0,69,64,,
20305,note_on,,,,,22,0,1,,,0,71,79,,
20314,note_on,,,,,9,0,1,,,0,69,55,,
20317,note_on,,,,,3,0,1,,,0,49,81,,
20326,note_off,,,,,9,0,1,,,0,71,64,,
20338,note_off,,,,,12,0,1,,,0,49,64,,
20364,note_off,,,,,26,0,1,,,0,69,64,,
20369,note_on,,,,,5,0,1,,,0,68,70,,
20396,note_off,,,,,27,0,1,,,0,68,64,,
20401,note_on,,,,,5,0,1,,,0,69,42,,
20411,note_on,,,,,10,0,1,,,0,66,61,,
20416,note_on,,,,,5,0,1,,,0,61,61,,
20428,note_off,,,,,12,0,1,,,0,69,64,,
20439,note_off,,,,,11,0,1,,,0,66,64,,
20443,note_off,,,,,4,0,1,,,0,61,64,,
20452,note_on,,,,,9,0,1,,,0,69,78,,
20477,note_off,,,,,25,0,1,,,0,69,64,,
20507,note_on,,,,,30,0,1,,,0,81,80,,
20516,note_on,,,,,9,0,1,,,0,66,62,,
