tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,channel,program,note,velocity,control,value
76846,note_off,43,0,3,,,,,,,,,,,,0,,69,64,,
77036,note_on,190,0,3,,,,,,,,,,,,0,,64,43,,
77068,note_off,32,0,3,,,,,,,,,,,,0,,67,64,,
77280,set_tempo,480,1,0,,,,,,,,,,,360000,,,,,,
77284,note_on,216,0,3,,,,,,,,,,,,0,,62,39,,
77308,note_off,24,0,3,,,,,,,,,,,,0,,64,64,,
77513,note_off,205,0,3,,,,,,,,,,,,0,,62,64,,
77520,note_on,7,0,3,,,,,,,,,,,,0,,61,34,,
77670,note_off,150,0,3,,,,,,,,,,,,0,,61,64,,
77756,note_on,86,0,3,,,,,,,,,,,,0,,69,35,,
77760,set_tempo,480,1,0,,,,,,,,,,,370000,,,,,,
78240,set_tempo,480,1,0,,,,,,,,,,,372500,,,,,,
78244,note_on,488,0,3,,,,,,,,,,,,0,,67,38,,
78317,note_off,73,0,3,,,,,,,,,,,,0,,69,64,,
78481,note_on,164,0,3,,,,,,,,,,,,0,,64,29,,
78486,note_off,5,0,3,,,,,,,,,,,,0,,67,64,,
78720,note_on,234,0,3,,,,,,,,,,,,0,,61,33,,
78720,set_tempo,480,1,0,,,,,,,,,,,390000,,,,,,
78757,note_off,37,0,3,,,,,,,,,,,,0,,64,64,,
78955,note_on,198,0,3,,,,,,,,,,,,0,,59,37,,
78991,note_off,36,0,3,,,,,,,,,,,,0,,61,64,,
79200,set_tempo,480,1,0,,,,,,,,,,,420000,,,,,,
79203,note_on,212,0,3,,,,,,,,,,,,0,,69,33,,
79214,note_off,11,0,3,,,,,,,,,,,,0,,59,64,,
79678,note_on,464,0,3,,,,,,,,,,,,0,,67,33,,
79680,set_tempo,480,1,0,,,,,,,,,,,472500,,,,,,
79724,note_off,46,0,3,,,,,,,,,,,,0,,69,64,,
79914,note_off,190,0,3,,,,,,,,,,,,0,,67,64,,
79915,note_on,1,0,3,,,,,,,,,,,,0,,64,32,,
80160,set_tempo,480,1,0,,,,,,,,,,,480000,,,,,,
80164,note_on,249,0,3,,,,,,,,,,,,0,,61,36,,
80165,note_off,1,0,3,,,,,,,,,,,,0,,64,64,,
80395,note_on,230,0,3,,,,,,,,,,,,0,,59,30,,
80405,note_off,10,0,3,,,,,,,,,,,,0,,61,64,,
80515,note_off,110,0,3,,,,,,,,,,,,0,,59,64,,
80635,control_change,120,0,3,,,,,,,,,,,,0,,,,64,127
80640,set_tempo,480,1,0,,,,,,,,,,,260892,,,,,,
80644,note_on,9,0,3,,,,,,,,,,,,0,,37,37,,
80713,note_off,69,0,3,,,,,,,,,,,,0,,37,64,,
81116,note_on,403,0,3,,,,,,,,,,,,0,,59,30,,
81119,note_on,3,0,3,,,,,,,,,,,,0,,69,39,,
81120,set_tempo,480,1,0,,,,,,,,,,,259000,,,,,,
81123,note_on,4,0,3,,,,,,,,,,,,0,,65,42,,
81180,note_off,57,0,3,,,,,,,,,,,,0,,59,64,,
81187,note_off,7,0,3,,,,,,,,,,,,0,,65,64,,
81192,note_off,5,0,3,,,,,,,,,,,,0,,69,64,,
81596,note_on,404,0,3,,,,,,,,,,,,0,,53,34,,
81600,set_tempo,480,1,0,,,,,,,,,,,236295,,,,,,
81601,note_on,5,0,3,,,,,,,,,,,,0,,49,14,,
81650,control_change,49,0,3,,,,,,,,,,,,0,,,,64,0
81699,note_off,49,0,3,,,,,,,,,,,,0,,53,64,,
81709,note_off,10,0,3,,,,,,,,,,,,0,,49,64,,
82075,note_on,366,0,3,,,,,,,,,,,,0,,59,25,,
82078,note_on,3,0,3,,,,,,,,,,,,0,,68,57,,
82080,set_tempo,480,1,0,,,,,,,,,,,236295,,,,,,
82084,note_on,6,0,3,,,,,,,,,,,,0,,65,43,,
82146,note_off,62,0,3,,,,,,,,,,,,0,,68,64,,
82176,note_off,30,0,3,,,,,,,,,,,,0,,59,64,,
82179,note_off,3,0,3,,,,,,,,,,,,0,,65,64,,
82560,set_tempo,480,1,0,,,,,,,,,,,211722,,,,,,
82561,note_on,382,0,3,,,,,,,,,,,,0,,49,40,,
82564,note_on,3,0,3,,,,,,,,,,,,0,,53,43,,
82668,note_off,104,0,3,,,,,,,,,,,,0,,49,64,,
82685,note_off,17,0,3,,,,,,,,,,,,0,,53,64,,
83037,note_on,352,0,3,,,,,,,,,,,,0,,67,57,,
83040,set_tempo,480,1,0,,,,,,,,,,,213622,,,,,,
83040,note_on,3,0,3,,,,,,,,,,,,0,,59,9,,
83041,note_on,1,0,3,,,,,,,,,,,,0,,65,15,,
83145,note_off,104,0,3,,,,,,,,,,,,0,,67,64,,
83167,note_off,22,0,3,,,,,,,,,,,,0,,65,64,,
83172,note_off,5,0,3,,,,,,,,,,,,0,,59,64,,
83520,note_on,348,0,3,,,,,,,,,,,,0,,53,39,,
83520,set_tempo,480,1,0,,,,,,,,,,,206059,,,,,,
83522,note_on,2,0,3,,,,,,,,,,,,0,,49,37,,
83653,note_off,131,0,3,,,,,,,,,,,,0,,53,64,,
83655,note_off,2,0,3,,,,,,,,,,,,0,,49,64,,
83997,note_on,342,0,3,,,,,,,,,,,,0,,68,38,,
84000,note_on,3,0,3,,,,,,,,,,,,0,,65,44,,
84000,set_tempo,480,1,0,,,,,,,,,,,196605,,,,,,
84004,note_on,4,0,3,,,,,,,,,,,,0,,59,37,,
84100,note_off,96,0,3,,,,,,,,,,,,0,,68,64,,
84102,note_off,2,0,3,,,,,,,,,,,,0,,59,64,,
84103,note_off,1,0,3,,,,,,,,,,,,0,,65,64,,
84478,note_on,375,0,3,,,,,,,,,,,,0,,49,47,,
84480,set_tempo,480,1,0,,,,,,,,,,,194710,,,,,,
84481,note_on,3,0,3,,,,,,,,,,,,0,,53,48,,
84589,note_off,108,0,3,,,,,,,,,,,,0,,49,64,,
84604,note_off,15,0,3,,,,,,,,,,,,0,,53,64,,
84956,note_on,352,0,3,,,,,,,,,,,,0,,59,20,,
84960,set_tempo,480,1,0,,,,,,,,,,,194711,,,,,,
84962,note_on,6,0,3,,,,,,,,,,,,0,,69,32,,
84964,note_on,2,0,3,,,,,,,,,,,,0,,65,48,,
85075,note_off,111,0,3,,,,,,,,,,,,0,,59,64,,
85080,note_off,5,0,3,,,,,,,,,,,,0,,65,64,,
85092,note_off,12,0,3,,,,,,,,,,,,0,,69,64,,
85439,note_on,347,0,3,,,,,,,,,,,,0,,53,35,,
85439,note_on,0,0,3,,,,,,,,,,,,0,,49,31,,
85440,set_tempo,480,1,0,,,,,,,,,,,196605,,,,,,
85544,note_off,105,0,3,,,,,,,,,,,,0,,49,64,,
85561,note_off,17,0,3,,,,,,,,,,,,0,,53,64,,
85915,note_on,354,0,3,,,,,,,,,,,,0,,65,42,,
85920,set_tempo,480,1,0,,,,,,,,,,,196605,,,,,,
85921,note_on,6,0,3,,,,,,,,,,,,0,,59,11,,
85922,note_on,1,0,3,,,,,,,,,,,,0,,69,28,,
86004,note_off,82,0,3,,,,,,,,,,,,0,,59,64,,
86020,note_off,16,0,3,,,,,,,,,,,,0,,65,64,,
86039,note_off,19,0,3,,,,,,,,,,,,0,,69,64,,
86366,control_change,327,0,3,,,,,,,,,,,,0,,,,64,127
86400,set_tempo,480,1,0,,,,,,,,,,,187155,,,,,,
86403,note_on,37,0,3,,,,,,,,,,,,0,,37,29,,
86536,note_off,133,0,3,,,,,,,,,,,,0,,37,64,,
86877,note_on,341,0,3,,,,,,,,,,,,0,,69,24,,
86877,note_on,0,0,3,,,,,,,,,,,,0,,65,49,,
86879,note_on,2,0,3,,,,,,,,,,,,0,,59,29,,
86880,set_tempo,480,1,0,,,,,,,,,,,183374,,,,,,
86971,note_off,92,0,3,,,,,,,,,,,,0,,65,64,,
86977,note_off,6,0,3,,,,,,,,,,,,0,,59,64,,
86992,note_off,15,0,3,,,,,,,,,,,,0,,69,64,,
87360,set_tempo,480,1,0,,,,,,,,,,,173913,,,,,,
87362,note_on,370,0,3,,,,,,,,,,,,0,,53,28,,
87363,note_on,1,0,3,,,,,,,,,,,,0,,49,30,,
87484,note_off,121,0,3,,,,,,,,,,,,0,,49,64,,
87495,note_off,11,0,3,,,,,,,,,,,,0,,53,64,,
87559,control_change,64,0,3,,,,,,,,,,,,0,,,,64,0
87840,note_on,281,0,3,,,,,,,,,,,,0,,68,40,,
87840,set_tempo,480,1,0,,,,,,,,,,,173913,,,,,,
87842,note_on,2,0,3,,,,,,,,,,,,0,,65,40,,
87843,note_on,1,0,3,,,,,,,,,,,,0,,59,28,,
87930,note_off,87,0,3,,,,,,,,,,,,0,,68,64,,
87932,note_off,2,0,3,,,,,,,,,,,,0,,59,64,,
87938,note_off,6,0,3,,,,,,,,,,,,0,,65,64,,
88316,note_on,378,0,3,,,,,,,,,,,,0,,49,26,,
88320,set_tempo,480,1,0,,,,,,,,,,,177699,,,,,,
88322,note_on,6,0,3,,,,,,,,,,,,0,,53,28,,
88419,note_off,97,0,3,,,,,,,,,,,,0,,49,64,,
88457,note_off,38,0,3,,,,,,,,,,,,0,,53,64,,
88800,set_tempo,480,1,0,,,,,,,,,,,162575,,,,,,
88801,note_on,0,0,3,,,,,,,,,,,,0,,59,19,,
88801,note_on,344,0,3,,,,,,,,,,,,0,,65,37,,
88803,note_on,2,0,3,,,,,,,,,,,,0,,67,56,,
88902,note_off,99,0,3,,,,,,,,,,,,0,,67,64,,
88910,note_off,8,0,3,,,,,,,,,,,,0,,59,64,,
88921,note_off,11,0,3,,,,,,,,,,,,0,,65,64,,
89276,note_on,355,0,3,,,,,,,,,,,,0,,38,38,,
89280,set_tempo,480,1,0,,,,,,,,,,,189036,,,,,,
89328,control_change,52,0,3,,,,,,,,,,,,0,,,,64,127
89397,note_off,69,0,3,,,,,,,,,,,,0,,38,64,,
89755,note_on,358,0,3,,,,,,,,,,,,0,,68,46,,
89757,note_on,2,0,3,,,,,,,,,,,,0,,59,25,,
89759,note_on,2,0,3,,,,,,,,,,,,0,,65,59,,
89760,set_tempo,480,1,0,,,,,,,,,,,164469,,,,,,
89850,note_off,0,0,3,,,,,,,,,,,,0,,59,64,,
89850,note_off,91,0,3,,,,,,,,,,,,0,,68,64,,
89867,note_off,17,0,3,,,,,,,,,,,,0,,65,64,,
90237,note_on,370,0,3,,,,,,,,,,,,0,,53,22,,
90240,set_tempo,480,1,0,,,,,,,,,,,183374,,,,,,
90242,note_on,5,0,3,,,,,,,,,,,,0,,50,26,,
90340,control_change,98,0,3,,,,,,,,,,,,0,,,,64,0
90351,note_off,11,0,3,,,,,,,,,,,,0,,53,64,,
90357,note_off,6,0,3,,,,,,,,,,,,0,,50,64,,
90717,note_on,360,0,3,,,,,,,,,,,,0,,69,31,,
90718,note_on,1,0,3,,,,,,,,,,,,0,,65,55,,
90719,note_on,1,0,3,,,,,,,,,,,,0,,59,21,,
90720,set_tempo,480,1,0,,,,,,,,,,,177699,,,,,,
90830,note_off,111,0,3,,,,,,,,,,,,0,,65,64,,
90834,note_off,4,0,3,,,,,,,,,,,,0,,59,64,,
90850,note_off,16,0,3,,,,,,,,,,,,0,,69,64,,
91197,note_on,347,0,3,,,,,,,,,,,,0,,53,41,,
91200,set_tempo,480,1,0,,,,,,,,,,,179593,,,,,,
91203,note_on,6,0,3,,,,,,,,,,,,0,,50,35,,
91324,note_off,121,0,3,,,,,,,,,,,,0,,53,64,,
91328,note_off,4,0,3,,,,,,,,,,,,0,,50,64,,
91678,note_on,0,0,3,,,,,,,,,,,,0,,65,40,,
91678,note_on,350,0,3,,,,,,,,,,,,0,,60,30,,
91680,set_tempo,480,1,0,,,,,,,,,,,172023,,,,,,
91683,note_on,5,0,3,,,,,,,,,,,,0,,69,31,,
91804,note_off,121,0,3,,,,,,,,,,,,0,,65,64,,
91806,note_off,2,0,3,,,,,,,,,,,,0,,60,64,,
91810,note_off,4,0,3,,,,,,,,,,,,0,,69,64,,
92160,set_tempo,480,1,0,,,,,,,,,,,162575,,,,,,
92163,note_on,353,0,3,,,,,,,,,,,,0,,38,50,,
92172,control_change,9,0,3,,,,,,,,,,,,0,,,,64,127
92289,note_off,117,0,3,,,,,,,,,,,,0,,38,64,,
92635,note_on,346,0,3,,,,,,,,,,,,0,,60,39,,
92636,note_on,1,0,3,,,,,,,,,,,,0,,66,23,,
92640,set_tempo,480,1,0,,,,,,,,,,,158797,,,,,,
92642,note_on,6,0,3,,,,,,,,,,,,0,,70,42,,
92738,note_off,96,0,3,,,,,,,,,,,,0,,60,64,,
92740,note_off,2,0,3,,,,,,,,,,,,0,,66,64,,
92747,note_off,7,0,3,,,,,,,,,,,,0,,70,64,,
93118,note_on,371,0,3,,,,,,,,,,,,0,,54,42,,
93120,set_tempo,480,1,0,,,,,,,,,,,158798,,,,,,
93123,note_on,5,0,3,,,,,,,,,,,,0,,50,26,,
93212,note_off,89,0,3,,,,,,,,,,,,0,,54,64,,
93258,note_off,46,0,3,,,,,,,,,,,,0,,50,64,,
93345,control_change,87,0,3,,,,,,,,,,,,0,,,,64,0
93600,note_on,255,0,3,,,,,,,,,,,,0,,66,38,,
93600,set_tempo,480,1,0,,,,,,,,,,,164469,,,,,,
93603,note_on,3,0,3,,,,,,,,,,,,0,,69,22,,
93604,note_on,1,0,3,,,,,,,,,,,,0,,60,28,,
93685,note_off,81,0,3,,,,,,,,,,,,0,,66,64,,
93703,note_off,18,0,3,,,,,,,,,,,,0,,69,64,,
93709,note_off,6,0,3,,,,,,,,,,,,0,,60,64,,
94076,note_on,367,0,3,,,,,,,,,,,,0,,50,44,,
94080,set_tempo,480,1,0,,,,,,,,,,,170131,,,,,,
94080,note_on,4,0,3,,,,,,,,,,,,0,,54,49,,
94196,note_off,116,0,3,,,,,,,,,,,,0,,54,64,,
94217,note_off,21,0,3,,,,,,,,,,,,0,,50,64,,
94559,note_on,342,0,3,,,,,,,,,,,,0,,68,47,,
94560,set_tempo,480,1,0,,,,,,,,,,,158797,,,,,,
94562,note_on,3,0,3,,,,,,,,,,,,0,,66,28,,
94564,note_on,2,0,3,,,,,,,,,,,,0,,60,33,,
94660,note_off,96,0,3,,,,,,,,,,,,0,,68,64,,
94679,note_off,19,0,3,,,,,,,,,,,,0,,66,64,,
94681,note_off,2,0,3,,,,,,,,,,,,0,,60,64,,
95036,note_on,355,0,3,,,,,,,,,,,,0,,54,35,,
95040,set_tempo,480,1,0,,,,,,,,,,,162575,,,,,,
95040,note_on,4,0,3,,,,,,,,,,,,0,,50,33,,
95132,note_off,92,0,3,,,,,,,,,,,,0,,54,64,,
95167,note_off,35,0,3,,,,,,,,,,,,0,,50,64,,
95515,note_on,348,0,3,,,,,,,,,,,,0,,66,42,,
95520,set_tempo,480,1,0,,,,,,,,,,,156904,,,,,,
95520,note_on,5,0,3,,,,,,,,,,,,0,,60,45,,
95524,note_on,4,0,3,,,,,,,,,,,,0,,69,43,,
95592,note_off,68,0,3,,,,,,,,,,,,0,,66,64,,
95594,note_off,2,0,3,,,,,,,,,,,,0,,60,64,,
95637,note_off,43,0,3,,,,,,,,,,,,0,,69,64,,
95995,note_on,358,0,3,,,,,,,,,,,,0,,54,34,,
95996,note_on,1,0,3,,,,,,,,,,,,0,,50,33,,
96000,set_tempo,480,1,0,,,,,,,,,,,155015,,,,,,
96098,note_off,102,0,3,,,,,,,,,,,,0,,54,64,,
96115,note_off,17,0,3,,,,,,,,,,,,0,,50,64,,
96480,set_tempo,480,1,0,,,,,,,,,,,158797,,,,,,
96480,note_on,365,0,3,,,,,,,,,,,,0,,60,34,,
96481,note_on,1,0,3,,,,,,,,,,,,0,,70,27,,
96482,note_on,1,0,3,,,,,,,,,,,,0,,66,29,,
96568,note_off,86,0,3,,,,,,,,,,,,0,,66,64,,
96578,note_off,10,0,3,,,,,,,,,,,,0,,60,64,,
96598,note_off,20,0,3,,,,,,,,,,,,0,,70,64,,
96956,note_on,358,0,3,,,,,,,,,,,,0,,54,52,,
96960,set_tempo,480,1,0,,,,,,,,,,,170131,,,,,,
96964,note_on,8,0,3,,,,,,,,,,,,0,,50,37,,
97076,note_off,112,0,3,,,,,,,,,,,,0,,54,64,,
97078,note_off,2,0,3,,,,,,,,,,,,0,,50,64,,
97440,set_tempo,480,1,0,,,,,,,,,,,153119,,,,,,
97441,note_on,363,0,3,,,,,,,,,,,,0,,60,41,,
97443,note_on,2,0,3,,,,,,,,,,,,0,,70,29,,
97444,note_on,1,0,3,,,,,,,,,,,,0,,66,28,,
97552,note_off,108,0,3,,,,,,,,,,,,0,,60,64,,
97567,note_off,15,0,3,,,,,,,,,,,,0,,66,64,,
97584,note_off,17,0,3,,,,,,,,,,,,0,,70,64,,
97908,control_change,324,0,3,,,,,,,,,,,,0,,,,64,127
97917,note_on,9,0,3,,,,,,,,,,,,0,,38,43,,
97920,set_tempo,480,1,0,,,,,,,,,,,150000,,,,,,
98092,note_off,175,0,3,,,,,,,,,,,,0,,38,64,,
98395,note_on,303,0,3,,,,,,,,,,,,0,,70,26,,
98395,note_on,0,0,3,,,,,,,,,,,,0,,66,33,,
98399,note_on,4,0,3,,,,,,,,,,,,0,,60,32,,
98400,set_tempo,480,1,0,,,,,,,,,,,150000,,,,,,
98498,note_off,99,0,3,,,,,,,,,,,,0,,66,64,,
98512,note_off,14,0,3,,,,,,,,,,,,0,,60,64,,
98518,note_off,6,0,3,,,,,,,,,,,,0,,70,64,,
98876,note_on,358,0,3,,,,,,,,,,,,0,,54,34,,
98880,set_tempo,480,1,0,,,,,,,,,,,153120,,,,,,
98883,note_on,7,0,3,,,,,,,,,,,,0,,50,16,,
98906,control_change,23,0,3,,,,,,,,,,,,0,,,,64,0
98985,note_off,79,0,3,,,,,,,,,,,,0,,54,64,,
99003,note_off,18,0,3,,,,,,,,,,,,0,,50,64,,
99356,note_on,353,0,3,,,,,,,,,,,,0,,66,52,,
99358,note_on,2,0,3,,,,,,,,,,,,0,,69,51,,
99360,set_tempo,480,1,0,,,,,,,,,,,150376,,,,,,
99360,time_signature,0,1,0,,,,,,,3,4,72,8,,,,,,,
99361,note_on,3,0,3,,,,,,,,,,,,0,,60,41,,
99447,note_off,86,0,3,,,,,,,,,,,,0,,66,64,,
99462,note_off,15,0,3,,,,,,,,,,,,0,,60,64,,
99479,note_off,17,0,3,,,,,,,,,,,,0,,69,64,,
99837,note_on,358,0,3,,,,,,,,,,,,0,,50,41,,
99840,note_on,3,0,3,,,,,,,,,,,,0,,54,54,,
99950,note_off,110,0,3,,,,,,,,,,,,0,,54,64,,
99966,note_off,16,0,3,,,,,,,,,,,,0,,50,64,,
100316,note_on,350,0,3,,,,,,,,,,,,0,,68,44,,
100320,note_on,4,0,3,,,,,,,,,,,,0,,66,28,,
100320,note_on,0,0,3,,,,,,,,,,,,0,,60,27,,
100418,note_off,98,0,3,,,,,,,,,,,,0,,68,64,,
100425,note_off,7,0,3,,,,,,,,,,,,0,,60,64,,
100431,note_off,6,0,3,,,,,,,,,,,,0,,66,64,,
100799,note_on,368,0,3,,,,,,,,,,,,0,,39,50,,
100800,set_tempo,1440,1,0,,,,,,,,,,,147059,,,,,,
100857,control_change,58,0,3,,,,,,,,,,,,0,,,,64,127
100913,note_off,56,0,3,,,,,,,,,,,,0,,39,64,,
101277,note_on,0,0,3,,,,,,,,,,,,0,,69,32,,
101277,note_on,364,0,3,,,,,,,,,,,,0,,60,32,,
101278,note_on,1,0,3,,,,,,,,,,,,0,,66,42,,
101384,note_off,106,0,3,,,,,,,,,,,,0,,66,64,,
101393,note_off,9,0,3,,,,,,,,,,,,0,,60,64,,
101398,note_off,5,0,3,,,,,,,,,,,,0,,69,64,,
101755,note_on,357,0,3,,,,,,,,,,,,0,,54,43,,
101759,note_on,4,0,3,,,,,,,,,,,,0,,51,34,,
101867,note_off,108,0,3,,,,,,,,,,,,0,,51,64,,
101870,note_off,3,0,3,,,,,,,,,,,,0,,54,64,,
101923,control_change,53,0,3,,,,,,,,,,,,0,,,,64,0
102237,note_on,314,0,3,,,,,,,,,,,,0,,66,34,,
102240,set_tempo,1440,1,0,,,,,,,,,,,143884,,,,,,
102241,note_on,4,0,3,,,,,,,,,,,,0,,60,32,,
102244,note_on,3,0,3,,,,,,,,,,,,0,,70,31,,
102355,note_off,111,0,3,,,,,,,,,,,,0,,60,64,,
102375,note_off,20,0,3,,,,,,,,,,,,0,,66,64,,
102389,note_off,14,0,3,,,,,,,,,,,,0,,70,64,,
102718,note_on,329,0,3,,,,,,,,,,,,0,,51,37,,
102719,note_on,1,0,3,,,,,,,,,,,,0,,54,44,,
102827,note_off,108,0,3,,,,,,,,,,,,0,,54,64,,
102834,note_off,7,0,3,,,,,,,,,,,,0,,51,64,,
103196,note_on,362,0,3,,,,,,,,,,,,0,,70,31,,
103197,note_on,1,0,3,,,,,,,,,,,,0,,66,52,,
103200,note_on,3,0,3,,,,,,,,,,,,0,,61,36,,
103295,note_off,95,0,3,,,,,,,,,,,,0,,66,64,,
103304,note_off,9,0,3,,,,,,,,,,,,0,,61,64,,
103333,note_off,29,0,3,,,,,,,,,,,,0,,70,64,,
103680,set_tempo,1440,1,0,,,,,,,,,,,140845,,,,,,
103682,note_on,349,0,3,,,,,,,,,,,,0,,39,50,,
103687,control_change,5,0,3,,,,,,,,,,,,0,,,,64,127
103850,note_off,163,0,3,,,,,,,,,,,,0,,39,64,,
104157,note_on,307,0,3,,,,,,,,,,,,0,,61,23,,
104158,note_on,1,0,3,,,,,,,,,,,,0,,71,40,,
104159,note_on,1,0,3,,,,,,,,,,,,0,,67,56,,
104268,note_off,109,0,3,,,,,,,,,,,,0,,67,64,,
104273,note_off,5,0,3,,,,,,,,,,,,0,,61,64,,
104280,note_off,7,0,3,,,,,,,,,,,,0,,71,64,,
104637,note_on,357,0,3,,,,,,,,,,,,0,,55,48,,
104640,note_on,3,0,3,,,,,,,,,,,,0,,51,42,,
104807,note_off,167,0,3,,,,,,,,,,,,0,,51,64,,
104808,note_off,1,0,3,,,,,,,,,,,,0,,55,64,,
104829,control_change,21,0,3,,,,,,,,,,,,0,,,,64,0
105117,note_on,0,0,3,,,,,,,,,,,,0,,70,31,,
105117,note_on,288,0,3,,,,,,,,,,,,0,,61,26,,
105120,set_tempo,1440,1,0,,,,,,,,,,,137931,,,,,,
105121,note_on,4,0,3,,,,,,,,,,,,0,,67,46,,
105249,note_off,128,0,3,,,,,,,,,,,,0,,67,64,,
105251,note_off,2,0,3,,,,,,,,,,,,0,,61,64,,
105260,note_off,9,0,3,,,,,,,,,,,,0,,70,64,,
105597,note_on,337,0,3,,,,,,,,,,,,0,,55,47,,
105604,note_on,7,0,3,,,,,,,,,,,,0,,51,40,,
105782,note_off,178,0,3,,,,,,,,,,,,0,,55,64,,
105799,note_off,17,0,3,,,,,,,,,,,,0,,51,64,,
106077,note_on,278,0,3,,,,,,,,,,,,0,,67,41,,
106079,note_on,2,0,3,,,,,,,,,,,,0,,69,39,,
106081,note_on,2,0,3,,,,,,,,,,,,0,,61,23,,
106207,note_off,126,0,3,,,,,,,,,,,,0,,61,64,,
106211,note_off,4,0,3,,,,,,,,,,,,0,,69,64,,
106218,note_off,7,0,3,,,,,,,,,,,,0,,67,64,,
106560,note_on,342,0,3,,,,,,,,,,,,0,,40,42,,
106560,set_tempo,1440,1,0,,,,,,,,,,,135136,,,,,,
106610,control_change,50,0,3,,,,,,,,,,,,0,,,,64,127
106831,note_off,221,0,3,,,,,,,,,,,,0,,40,64,,
107035,note_on,204,0,3,,,,,,,,,,,,0,,67,49,,
107042,note_on,7,0,3,,,,,,,,,,,,0,,61,28,,
107044,note_on,2,0,3,,,,,,,,,,,,0,,70,27,,
107173,note_off,129,0,3,,,,,,,,,,,,0,,67,64,,
107185,note_off,12,0,3,,,,,,,,,,,,0,,70,64,,
107185,note_off,0,0,3,,,,,,,,,,,,0,,61,64,,
107515,note_on,330,0,3,,,,,,,,,,,,0,,55,46,,
107523,note_on,8,0,3,,,,,,,,,,,,0,,52,43,,
107691,note_off,168,0,3,,,,,,,,,,,,0,,55,64,,
107693,note_off,2,0,3,,,,,,,,,,,,0,,52,64,,
107724,control_change,31,0,3,,,,,,,,,,,,0,,,,64,0
107995,note_on,271,0,3,,,,,,,,,,,,0,,67,60,,
107995,note_on,0,0,3,,,,,,,,,,,,0,,61,30,,
108000,set_tempo,1440,1,0,,,,,,,,,,,132450,,,,,,
108002,note_on,7,0,3,,,,,,,,,,,,0,,71,39,,
108113,note_off,111,0,3,,,,,,,,,,,,0,,67,64,,
108119,note_off,6,0,3,,,,,,,,,,,,0,,61,64,,
108142,note_off,23,0,3,,,,,,,,,,,,0,,71,64,,
108479,note_on,337,0,3,,,,,,,,,,,,0,,52,52,,
108479,note_on,0,0,3,,,,,,,,,,,,0,,55,59,,
108695,note_off,216,0,3,,,,,,,,,,,,0,,55,64,,
108702,note_off,7,0,3,,,,,,,,,,,,0,,52,64,,
108955,note_on,253,0,3,,,,,,,,,,,,0,,62,45,,
108955,note_on,0,0,3,,,,,,,,,,,,0,,71,47,,
108960,note_on,5,0,3,,,,,,,,,,,,0,,67,57,,
109088,note_off,128,0,3,,,,,,,,,,,,0,,62,64,,
109097,note_off,9,0,3,,,,,,,,,,,,0,,71,64,,
109113,note_off,16,0,3,,,,,,,,,,,,0,,67,64,,
109430,control_change,317,0,3,,,,,,,,,,,,0,,,,64,127
109436,note_on,6,0,3,,,,,,,,,,,,0,,40,59,,
109440,set_tempo,1440,1,0,,,,,,,,,,,129870,,,,,,
109626,note_off,190,0,3,,,,,,,,,,,,0,,40,64,,
109915,note_on,289,0,3,,,,,,,,,,,,0,,72,47,,
109915,note_on,0,0,3,,,,,,,,,,,,0,,68,57,,
109915,note_on,0,0,3,,,,,,,,,,,,0,,62,33,,
110048,note_off,133,0,3,,,,,,,,,,,,0,,68,64,,
110049,note_off,1,0,3,,,,,,,,,,,,0,,72,64,,
110053,note_off,4,0,3,,,,,,,,,,,,0,,62,64,,
110401,note_on,348,0,3,,,,,,,,,,,,0,,56,51,,
110404,note_on,3,0,3,,,,,,,,,,,,0,,52,57,,
110531,note_off,127,0,3,,,,,,,,,,,,0,,56,64,,
110569,note_off,38,0,3,,,,,,,,,,,,0,,52,64,,
110594,control_change,25,0,3,,,,,,,,,,,,0,,,,64,0
110875,note_on,281,0,3,,,,,,,,,,,,0,,68,59,,
110877,note_on,2,0,3,,,,,,,,,,,,0,,71,45,,
110880,set_tempo,1440,1,0,,,,,,,,,,,127389,,,,,,
110884,note_on,7,0,3,,,,,,,,,,,,0,,62,43,,
110993,note_off,109,0,3,,,,,,,,,,,,0,,62,64,,
110998,note_off,5,0,3,,,,,,,,,,,,0,,68,64,,
111001,note_off,3,0,3,,,,,,,,,,,,0,,71,64,,
111356,note_on,355,0,3,,,,,,,,,,,,0,,56,60,,
111362,note_on,6,0,3,,,,,,,,,,,,0,,52,57,,
111513,note_off,151,0,3,,,,,,,,,,,,0,,52,64,,
111519,note_off,6,0,3,,,,,,,,,,,,0,,56,64,,
111836,note_on,317,0,3,,,,,,,,,,,,0,,70,39,,
111840,note_on,4,0,3,,,,,,,,,,,,0,,68,43,,
111842,note_on,2,0,3,,,,,,,,,,,,0,,62,30,,
111962,note_off,120,0,3,,,,,,,,,,,,0,,68,64,,
111966,note_off,4,0,3,,,,,,,,,,,,0,,70,64,,
111973,note_off,7,0,3,,,,,,,,,,,,0,,62,64,,
112319,note_on,346,0,3,,,,,,,,,,,,0,,41,51,,
112320,set_tempo,1440,1,0,,,,,,,,,,,125000,,,,,,
112322,control_change,3,0,3,,,,,,,,,,,,0,,,,64,127
112532,note_off,210,0,3,,,,,,,,,,,,0,,41,64,,
112798,note_on,266,0,3,,,,,,,,,,,,0,,62,44,,
