tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,key,note,velocity,channel,control,value
63296,note_on,,,,,8,0,1,,,,61,47,0,,
63300,note_on,,,,,4,0,1,,,,70,62,0,,
63300,control_change,,,,,0,0,1,,,,,,0,64,56
63312,control_change,,,,,12,0,1,,,,,,0,64,24
63324,control_change,,,,,12,0,1,,,,,,0,64,0
63364,note_off,,,,,40,0,1,,,,61,0,0,,
63368,note_off,,,,,4,0,1,,,,70,0,0,,
63380,note_on,,,,,12,0,1,,,,72,71,0,,
63380,note_on,,,,,0,0,1,,,,63,53,0,,
63444,note_off,,,,,64,0,1,,,,72,0,0,,
63448,note_off,,,,,4,0,1,,,,63,0,0,,
63452,note_on,,,,,4,0,1,,,,61,61,0,,
63456,note_on,,,,,4,0,1,,,,70,68,0,,
63524,note_off,,,,,68,0,1,,,,61,0,0,,
63528,note_off,,,,,4,0,1,,,,70,0,0,,
63536,note_on,,,,,8,0,1,,,,60,70,0,,
63544,note_on,,,,,8,0,1,,,,69,67,0,,
63600,note_off,,,,,56,0,1,,,,60,0,0,,
63604,note_off,,,,,4,0,1,,,,69,0,0,,
63640,note_on,,,,,36,0,1,,,,61,55,0,,
63648,note_on,,,,,8,0,1,,,,70,65,0,,
63684,note_off,,,,,36,0,1,,,,61,0,0,,
63688,note_off,,,,,4,0,1,,,,70,0,0,,
63760,note_on,,,,,72,0,1,,,,70,56,0,,
63760,note_on,,,,,0,0,1,,,,79,79,0,,
63800,control_change,,,,,40,0,1,,,,,,0,64,40
63812,control_change,,,,,12,0,1,,,,,,0,64,88
63824,control_change,,,,,12,0,1,,,,,,0,64,127
63852,note_off,,,,,28,0,1,,,,79,0,0,,
63868,note_off,,,,,16,0,1,,,,70,0,0,,
63880,note_on,,,,,12,0,1,,,,77,69,0,,
63888,note_on,,,,,8,0,1,,,,68,55,0,,
63928,control_change,,,,,40,0,1,,,,,,0,64,104
63940,control_change,,,,,12,0,1,,,,,,0,64,72
63948,note_off,,,,,0,0,1,,,,68,0,0,,
63948,note_off,,,,,8,0,1,,,,77,0,0,,
63952,control_change,,,,,4,0,1,,,,,,0,64,40
63964,control_change,,,,,12,0,1,,,,,,0,64,0
63972,note_on,,,,,8,0,1,,,,75,64,0,,
63976,note_on,,,,,4,0,1,,,,67,61,0,,
64040,note_off,,,,,64,0,1,,,,67,0,0,,
64048,note_off,,,,,8,0,1,,,,75,0,0,,
64080,note_on,,,,,32,0,1,,,,65,62,0,,
64084,note_on,,,,,4,0,1,,,,73,65,0,,
64124,note_off,,,,,40,0,1,,,,65,0,0,,
64144,note_off,,,,,20,0,1,,,,73,0,0,,
64200,note_on,,,,,56,0,1,,,,69,57,0,,
64252,note_off,,,,,52,0,1,,,,69,0,0,,
64296,note_on,,,,,44,0,1,,,,60,44,0,,
64304,note_on,,,,,8,0,1,,,,70,69,0,,
64320,note_on,,,,,16,0,1,,,,61,74,0,,
64324,note_off,,,,,4,0,1,,,,60,0,0,,
64356,note_off,,,,,32,0,1,,,,61,0,0,,
64368,note_off,,,,,12,0,1,,,,70,0,0,,
64432,note_on,,,,,64,0,1,,,,71,73,0,,
64440,note_on,,,,,8,0,1,,,,65,52,0,,
64448,note_on,,,,,8,0,1,,,,62,62,0,,
64468,note_off,,,,,20,0,1,,,,65,0,0,,
64472,note_off,,,,,4,0,1,,,,62,0,0,,
64480,note_off,,,,,8,0,1,,,,71,0,0,,
64532,note_on,,,,,52,0,1,,,,71,64,0,,
64540,note_on,,,,,8,0,1,,,,65,54,0,,
64548,note_on,,,,,8,0,1,,,,62,55,0,,
64568,note_off,,,,,0,0,1,,,,62,0,0,,
64568,note_off,,,,,20,0,1,,,,65,0,0,,
64580,note_off,,,,,12,0,1,,,,71,0,0,,
64640,note_on,,,,,60,0,1,,,,71,66,0,,
64652,note_on,,,,,12,0,1,,,,62,76,0,,
64656,note_on,,,,,4,0,1,,,,65,49,0,,
64676,note_off,,,,,20,0,1,,,,62,0,0,,
64680,note_off,,,,,4,0,1,,,,65,0,0,,
64692,note_off,,,,,12,0,1,,,,71,0,0,,
64864,note_on,,,,,172,0,1,,,,72,66,0,,
64868,note_on,,,,,0,0,1,,,,63,45,0,,
64868,note_on,,,,,4,0,1,,,,68,49,0,,
64900,note_off,,,,,0,0,1,,,,63,0,0,,
64900,note_off,,,,,32,0,1,,,,68,0,0,,
64912,note_off,,,,,12,0,1,,,,72,0,0,,
65084,note_on,,,,,172,0,1,,,,74,71,0,,
65092,note_on,,,,,8,0,1,,,,65,42,0,,
65116,note_off,,,,,24,0,1,,,,65,0,0,,
65136,note_off,,,,,20,0,1,,,,74,0,0,,
65180,note_on,,,,,44,0,1,,,,74,74,0,,
65188,note_on,,,,,8,0,1,,,,71,49,0,,
65204,note_on,,,,,16,0,1,,,,65,41,0,,
65216,note_off,,,,,12,0,1,,,,71,0,0,,
65232,note_off,,,,,0,0,1,,,,65,0,0,,
65232,note_off,,,,,16,0,1,,,,74,0,0,,
65288,note_on,,,,,56,0,1,,,,74,68,0,,
65304,note_on,,,,,16,0,1,,,,65,56,0,,
65304,note_on,,,,,0,0,1,,,,71,47,0,,
65324,note_off,,,,,20,0,1,,,,71,0,0,,
65336,note_off,,,,,12,0,1,,,,74,0,0,,
65336,note_off,,,,,0,0,1,,,,65,0,0,,
65472,control_change,,,,,136,0,1,,,,,,0,64,24
65488,control_change,,,,,16,0,1,,,,,,0,64,88
65500,note_on,,,,,12,0,1,,,,75,73,0,,
65500,control_change,,,,,0,0,1,,,,,,0,64,127
65512,note_on,,,,,12,0,1,,,,68,64,0,,
65516,note_on,,,,,4,0,1,,,,72,60,0,,
65520,note_on,,,,,4,0,1,,,,56,58,0,,
65540,note_off,,,,,20,0,1,,,,72,0,0,,
65564,note_off,,,,,24,0,1,,,,68,0,0,,
65568,note_off,,,,,4,0,1,,,,56,0,0,,
65580,note_off,,,,,12,0,1,,,,75,0,0,,
65708,control_change,,,,,128,0,1,,,,,,0,64,88
65716,control_change,,,,,8,0,1,,,,,,0,64,40
65728,control_change,,,,,12,0,1,,,,,,0,64,0
65740,note_on,,,,,12,0,1,,,,65,60,0,,
65744,note_on,,,,,4,0,1,,,,74,62,0,,
65760,note_on,,,,,16,0,1,,,,71,36,0,,
65764,note_off,,,,,4,0,1,,,,65,0,0,,
65772,note_off,,,,,8,0,1,,,,74,0,0,,
65784,note_off,,,,,12,0,1,,,,71,0,0,,
65844,note_on,,,,,60,0,1,,,,74,57,0,,
65852,note_on,,,,,8,0,1,,,,65,51,0,,
65852,note_on,,,,,0,0,1,,,,71,26,0,,
65876,note_off,,,,,24,0,1,,,,74,0,0,,
65876,note_off,,,,,0,0,1,,,,65,0,0,,
65884,note_off,,,,,8,0,1,,,,71,0,0,,
65940,note_on,,,,,56,0,1,,,,65,55,0,,
65944,note_on,,,,,4,0,1,,,,74,65,0,,
65952,note_on,,,,,8,0,1,,,,71,39,0,,
65980,note_off,,,,,28,0,1,,,,65,0,0,,
65996,note_off,,,,,16,0,1,,,,74,0,0,,
66000,note_off,,,,,4,0,1,,,,71,0,0,,
66152,note_on,,,,,152,0,1,,,,75,71,0,,
66160,note_on,,,,,8,0,1,,,,68,65,0,,
66168,note_on,,,,,8,0,1,,,,72,65,0,,
66172,control_change,,,,,4,0,1,,,,,,0,64,72
66184,control_change,,,,,12,0,1,,,,,,0,64,127
66208,note_off,,,,,24,0,1,,,,72,0,0,,
66224,note_off,,,,,16,0,1,,,,68,0,0,,
66236,note_off,,,,,12,0,1,,,,75,0,0,,
66380,note_on,,,,,144,0,1,,,,71,57,0,,
66380,control_change,,,,,0,0,1,,,,,,0,64,104
66392,note_on,,,,,12,0,1,,,,77,69,0,,
66392,control_change,,,,,0,0,1,,,,,,0,64,56
66404,control_change,,,,,12,0,1,,,,,,0,64,0
66408,note_off,,,,,4,0,1,,,,71,0,0,,
66408,note_on,,,,,0,0,1,,,,74,35,0,,
66436,note_off,,,,,0,0,1,,,,74,0,0,,
66436,note_off,,,,,28,0,1,,,,77,0,0,,
66480,note_on,,,,,44,0,1,,,,77,68,0,,
66488,note_on,,,,,8,0,1,,,,71,56,0,,
66488,note_on,,,,,0,0,1,,,,74,38,0,,
66508,note_off,,,,,20,0,1,,,,71,0,0,,
66524,note_off,,,,,16,0,1,,,,74,0,0,,
66528,note_off,,,,,4,0,1,,,,77,0,0,,
66592,note_on,,,,,64,0,1,,,,77,64,0,,
66596,note_on,,,,,4,0,1,,,,71,63,0,,
66600,note_on,,,,,4,0,1,,,,74,35,0,,
66616,note_off,,,,,16,0,1,,,,71,0,0,,
66624,note_off,,,,,8,0,1,,,,74,0,0,,
66636,note_off,,,,,12,0,1,,,,77,0,0,,
66816,note_on,,,,,180,0,1,,,,80,69,0,,
66820,note_on,,,,,0,0,1,,,,56,65,0,,
66820,note_on,,,,,4,0,1,,,,75,57,0,,
66824,control_change,,,,,4,0,1,,,,,,0,64,40
66832,note_on,,,,,8,0,1,,,,72,58,0,,
66832,control_change,,,,,0,0,1,,,,,,0,64,104
66848,control_change,,,,,16,0,1,,,,,,0,64,127
66856,note_off,,,,,8,0,1,,,,72,0,0,,
66864,note_off,,,,,8,0,1,,,,56,0,0,,
66880,note_off,,,,,16,0,1,,,,75,0,0,,
66896,note_off,,,,,16,0,1,,,,80,0,0,,
67052,note_on,,,,,156,0,1,,,,77,60,0,,
67056,note_on,,,,,4,0,1,,,,71,59,0,,
67064,note_on,,,,,8,0,1,,,,74,43,0,,
67076,note_off,,,,,12,0,1,,,,71,0,0,,
67076,control_change,,,,,0,0,1,,,,,,0,64,88
67088,note_off,,,,,12,0,1,,,,74,0,0,,
67092,note_off,,,,,4,0,1,,,,77,0,0,,
67092,control_change,,,,,0,0,1,,,,,,0,64,40
67100,control_change,,,,,8,0,1,,,,,,0,64,0
67144,note_on,,,,,44,0,1,,,,77,65,0,,
67160,note_on,,,,,16,0,1,,,,74,31,0,,
67164,note_on,,,,,4,0,1,,,,71,38,0,,
67188,note_off,,,,,24,0,1,,,,74,0,0,,
67192,note_off,,,,,0,0,1,,,,71,0,0,,
67192,note_off,,,,,4,0,1,,,,77,0,0,,
67236,note_on,,,,,44,0,1,,,,77,65,0,,
67240,note_on,,,,,4,0,1,,,,71,45,0,,
67240,note_on,,,,,0,0,1,,,,74,46,0,,
67284,note_off,,,,,44,0,1,,,,77,0,0,,
67288,note_off,,,,,4,0,1,,,,74,0,0,,
67296,note_off,,,,,8,0,1,,,,71,0,0,,
67464,note_on,,,,,0,0,1,,,,75,69,0,,
67464,control_change,,,,,0,0,1,,,,,,0,64,40
67464,note_on,,,,,168,0,1,,,,80,73,0,,
67472,note_on,,,,,8,0,1,,,,72,59,0,,
67472,control_change,,,,,0,0,1,,,,,,0,64,104
67484,control_change,,,,,12,0,1,,,,,,0,64,127
67504,note_off,,,,,20,0,1,,,,75,0,0,,
67512,note_off,,,,,8,0,1,,,,72,0,0,,
67532,note_off,,,,,20,0,1,,,,80,0,0,,
67680,note_on,,,,,148,0,1,,,,74,55,0,,
67684,note_on,,,,,4,0,1,,,,83,67,0,,
67696,control_change,,,,,12,0,1,,,,,,0,64,104
67700,note_on,,,,,4,0,1,,,,77,45,0,,
67704,note_off,,,,,4,0,1,,,,74,0,0,,
67708,control_change,,,,,4,0,1,,,,,,0,64,56
67720,control_change,,,,,12,0,1,,,,,,0,64,24
67724,note_off,,,,,0,0,1,,,,77,0,0,,
67724,note_off,,,,,4,0,1,,,,83,0,0,,
67728,control_change,,,,,4,0,1,,,,,,0,64,0
67776,note_on,,,,,48,0,1,,,,83,66,0,,
67780,note_on,,,,,4,0,1,,,,74,63,0,,
67792,note_on,,,,,12,0,1,,,,77,36,0,,
67800,note_off,,,,,8,0,1,,,,74,0,0,,
67820,note_off,,,,,20,0,1,,,,77,0,0,,
67824,note_off,,,,,4,0,1,,,,83,0,0,,
67868,note_on,,,,,44,0,1,,,,83,63,0,,
67876,note_on,,,,,8,0,1,,,,74,70,0,,
67880,note_on,,,,,4,0,1,,,,77,48,0,,
67916,note_off,,,,,36,0,1,,,,77,0,0,,
67920,note_off,,,,,4,0,1,,,,74,0,0,,
67932,note_off,,,,,12,0,1,,,,83,0,0,,
68076,control_change,,,,,144,0,1,,,,,,0,64,72
68088,note_on,,,,,12,0,1,,,,75,67,0,,
68088,note_on,,,,,0,0,1,,,,80,58,0,,
68088,note_on,,,,,0,0,1,,,,84,70,0,,
68088,control_change,,,,,0,0,1,,,,,,0,64,127
68096,note_on,,,,,8,0,1,,,,68,48,0,,
68132,note_off,,,,,0,0,1,,,,68,0,0,,
68132,note_off,,,,,36,0,1,,,,75,0,0,,
68136,note_off,,,,,4,0,1,,,,80,0,0,,
68140,note_off,,,,,4,0,1,,,,84,0,0,,
68208,control_change,,,,,68,0,1,,,,,,0,64,88
68220,control_change,,,,,12,0,1,,,,,,0,64,56
68228,control_change,,,,,8,0,1,,,,,,0,64,0
68308,note_on,,,,,0,0,1,,,,83,72,0,,
68308,note_on,,,,,80,0,1,,,,74,66,0,,
68316,note_on,,,,,8,0,1,,,,77,59,0,,
68340,note_off,,,,,24,0,1,,,,74,0,0,,
68344,note_off,,,,,4,0,1,,,,77,0,0,,
68356,note_off,,,,,12,0,1,,,,83,0,0,,
68524,note_on,,,,,0,0,1,,,,84,70,0,,
68524,note_on,,,,,168,0,1,,,,80,60,0,,
68544,note_on,,,,,20,0,1,,,,75,50,0,,
68568,note_off,,,,,24,0,1,,,,80,0,0,,
68572,note_off,,,,,4,0,1,,,,84,0,0,,
68572,note_off,,,,,0,0,1,,,,75,0,0,,
68736,note_on,,,,,164,0,1,,,,85,67,0,,
68740,note_on,,,,,4,0,1,,,,80,57,0,,
68752,note_on,,,,,12,0,1,,,,77,52,0,,
68784,note_off,,,,,32,0,1,,,,80,0,0,,
68796,note_off,,,,,12,0,1,,,,85,0,0,,
68824,note_off,,,,,28,0,1,,,,77,0,0,,
68972,note_on,,,,,148,0,1,,,,75,51,0,,
68980,note_on,,,,,8,0,1,,,,80,54,0,,
68988,note_on,,,,,8,0,1,,,,84,63,0,,
69012,note_off,,,,,24,0,1,,,,75,0,0,,
69044,note_off,,,,,32,0,1,,,,80,0,0,,
69080,note_off,,,,,36,0,1,,,,84,0,0,,
69204,note_on,,,,,124,0,1,,,,68,40,0,,
69308,note_off,,,,,104,0,1,,,,68,0,0,,
69428,note_on,,,,,120,0,1,,,,80,64,0,,
69432,note_on,,,,,4,0,1,,,,63,45,0,,
69436,note_on,,,,,4,0,1,,,,72,55,0,,
69464,note_off,,,,,28,0,1,,,,63,0,0,,
69468,note_off,,,,,4,0,1,,,,72,0,0,,
69492,note_off,,,,,24,0,1,,,,80,0,0,,
69624,note_on,,,,,132,0,1,,,,80,54,0,,
69628,note_on,,,,,4,0,1,,,,72,52,0,,
69688,note_on,,,,,60,0,1,,,,73,64,0,,
69700,note_off,,,,,12,0,1,,,,80,0,0,,
69704,note_on,,,,,4,0,1,,,,54,42,0,,
69708,note_off,,,,,4,0,1,,,,72,0,0,,
69712,note_on,,,,,4,0,1,,,,81,65,0,,
69740,control_change,,,,,28,0,1,,,,,,0,64,72
69748,note_off,,,,,8,0,1,,,,73,0,0,,
69752,control_change,,,,,4,0,1,,,,,,0,64,127
69760,note_off,,,,,0,0,1,,,,81,0,0,,
69760,note_off,,,,,8,0,1,,,,54,0,0,,
69892,control_change,,,,,132,0,1,,,,,,0,64,72
69904,control_change,,,,,12,0,1,,,,,,0,64,40
69916,control_change,,,,,12,0,1,,,,,,0,64,0
69960,note_on,,,,,44,0,1,,,,69,51,0,,
69964,note_on,,,,,4,0,1,,,,63,33,0,,
69968,note_on,,,,,4,0,1,,,,59,33,0,,
70004,note_off,,,,,36,0,1,,,,59,0,0,,
70024,note_off,,,,,0,0,1,,,,63,0,0,,
70024,note_off,,,,,20,0,1,,,,69,0,0,,
70064,note_on,,,,,0,0,1,,,,83,71,0,,
70064,note_on,,,,,40,0,1,,,,75,52,0,,
70108,note_off,,,,,44,0,1,,,,75,0,0,,
70120,note_off,,,,,12,0,1,,,,83,0,0,,
70172,note_on,,,,,52,0,1,,,,85,74,0,,
70176,note_on,,,,,4,0,1,,,,76,61,0,,
70180,note_on,,,,,0,0,1,,,,63,44,0,,
70180,note_on,,,,,4,0,1,,,,69,56,0,,
70200,note_on,,,,,0,0,1,,,,59,32,0,,
70200,note_off,,,,,20,0,1,,,,76,0,0,,
70204,note_off,,,,,4,0,1,,,,69,0,0,,
70216,note_off,,,,,12,0,1,,,,63,0,0,,
70228,note_off,,,,,0,0,1,,,,59,0,0,,
70228,note_off,,,,,12,0,1,,,,85,0,0,,
70384,note_on,,,,,156,0,1,,,,87,71,0,,
70388,note_on,,,,,4,0,1,,,,78,61,0,,
70416,control_change,,,,,28,0,1,,,,,,0,64,56
70420,note_on,,,,,4,0,1,,,,47,61,0,,
70428,note_off,,,,,8,0,1,,,,78,0,0,,
70428,control_change,,,,,0,0,1,,,,,,0,64,127
70440,note_off,,,,,12,0,1,,,,47,0,0,,
70448,note_on,,,,,0,0,1,,,,80,68,0,,
70448,note_off,,,,,8,0,1,,,,87,0,0,,
70460,note_on,,,,,12,0,1,,,,88,76,0,,
70488,note_off,,,,,28,0,1,,,,80,0,0,,
70504,note_off,,,,,16,0,1,,,,88,0,0,,
70624,control_change,,,,,120,0,1,,,,,,0,64,104
70636,control_change,,,,,12,0,1,,,,,,0,64,72
70644,control_change,,,,,8,0,1,,,,,,0,64,56
70656,note_on,,,,,12,0,1,,,,69,56,0,,
70660,note_on,,,,,4,0,1,,,,63,37,0,,
70660,control_change,,,,,0,0,1,,,,,,0,64,24
70668,note_on,,,,,8,0,1,,,,59,40,0,,
70672,control_change,,,,,4,0,1,,,,,,0,64,0
70700,note_off,,,,,28,0,1,,,,59,0,0,,
70716,note_off,,,,,16,0,1,,,,63,0,0,,
70720,note_off,,,,,4,0,1,,,,69,0,0,,
70748,note_on,,,,,28,0,1,,,,90,69,0,,
70748,note_on,,,,,0,0,1,,,,81,69,0,,
70796,note_off,,,,,48,0,1,,,,81,0,0,,
70804,note_off,,,,,8,0,1,,,,90,0,0,,
70852,note_on,,,,,48,0,1,,,,82,62,0,,
70856,note_on,,,,,4,0,1,,,,91,76,0,,
70872,note_on,,,,,16,0,1,,,,63,54,0,,
70872,note_on,,,,,0,0,1,,,,69,65,0,,
70888,note_on,,,,,16,0,1,,,,59,33,0,,
70896,note_off,,,,,8,0,1,,,,82,0,0,,
70896,note_off,,,,,0,0,1,,,,69,0,0,,
70900,note_off,,,,,4,0,1,,,,63,0,0,,
70912,note_off,,,,,12,0,1,,,,91,0,0,,
70916,note_off,,,,,4,0,1,,,,59,0,0,,
71080,note_on,,,,,164,0,1,,,,91,71,0,,
71084,note_on,,,,,4,0,1,,,,83,66,0,,
71104,note_on,,,,,20,0,1,,,,52,70,0,,
71124,control_change,,,,,0,0,1,,,,,,0,64,40
71124,note_off,,,,,20,0,1,,,,52,0,0,,
71128,note_off,,,,,4,0,1,,,,91,0,0,,
71128,note_off,,,,,0,0,1,,,,83,0,0,,
71136,control_change,,,,,8,0,1,,,,,,0,64,88
71144,control_change,,,,,8,0,1,,,,,,0,64,127
71160,note_on,,,,,16,0,1,,,,85,62,0,,
71168,note_on,,,,,8,0,1,,,,92,84,0,,
71204,note_off,,,,,36,0,1,,,,85,0,0,,
71224,note_off,,,,,20,0,1,,,,92,0,0,,
71320,control_change,,,,,96,0,1,,,,,,0,64,104
71324,note_on,,,,,0,0,1,,,,59,41,0,,
71324,note_on,,,,,4,0,1,,,,64,48,0,,
71324,note_on,,,,,0,0,1,,,,68,35,0,,
71332,control_change,,,,,8,0,1,,,,,,0,64,88
71344,control_change,,,,,12,0,1,,,,,,0,64,56
71352,control_change,,,,,8,0,1,,,,,,0,64,40
71368,control_change,,,,,0,0,1,,,,,,0,64,24
71368,note_off,,,,,16,0,1,,,,59,0,0,,
71380,control_change,,,,,12,0,1,,,,,,0,64,0
71384,note_off,,,,,4,0,1,,,,64,0,0,,
71388,note_off,,,,,4,0,1,,,,68,0,0,,
71440,note_on,,,,,52,0,1,,,,85,62,0,,
71444,note_on,,,,,4,0,1,,,,93,79,0,,
71484,note_off,,,,,40,0,1,,,,85,0,0,,
71492,note_off,,,,,8,0,1,,,,93,0,0,,
71528,note_on,,,,,36,0,1,,,,87,71,0,,
71532,control_change,,,,,0,0,1,,,,,,0,64,56
71532,note_on,,,,,0,0,1,,,,68,52,0,,
71532,note_on,,,,,0,0,1,,,,64,58,0,,
71532,note_on,,,,,4,0,1,,,,95,79,0,,
71544,control_change,,,,,12,0,1,,,,,,0,64,104
71548,note_on,,,,,4,0,1,,,,59,44,0,,
71552,control_change,,,,,4,0,1,,,,,,0,64,127
71556,note_off,,,,,4,0,1,,,,64,0,0,,
71568,note_off,,,,,0,0,1,,,,68,0,0,,
71568,note_off,,,,,12,0,1,,,,87,0,0,,
71576,note_off,,,,,0,0,1,,,,59,0,0,,
71576,note_off,,,,,8,0,1,,,,95,0,0,,
71668,control_change,,,,,92,0,1,,,,,,0,64,104
71680,control_change,,,,,12,0,1,,,,,,0,64,72
71692,control_change,,,,,12,0,1,,,,,,0,64,40
71704,control_change,,,,,12,0,1,,,,,,0,64,24
71716,control_change,,,,,12,0,1,,,,,,0,64,0
71756,note_on,,,,,40,0,1,,,,90,64,0,,
71760,note_on,,,,,4,0,1,,,,99,60,0,,
71764,note_on,,,,,4,0,1,,,,97,43,0,,
71764,control_change,,,,,0,0,1,,,,,,0,64,40
71772,note_on,,,,,8,0,1,,,,47,59,0,,
71776,control_change,,,,,4,0,1,,,,,,0,64,88
71788,control_change,,,,,0,0,1,,,,,,0,64,127
71788,note_off,,,,,12,0,1,,,,97,0,0,,
71792,note_off,,,,,4,0,1,,,,90,0,0,,
71792,note_off,,,,,0,0,1,,,,47,0,0,,
71804,note_off,,,,,12,0,1,,,,99,0,0,,
71860,note_on,,,,,56,0,1,,,,92,77,0,,
71860,note_on,,,,,0,0,1,,,,100,85,0,,
71904,note_off,,,,,44,0,1,,,,92,0,0,,
71956,note_off,,,,,52,0,1,,,,100,0,0,,
71996,note_on,,,,,40,0,1,,,,64,55,0,,
71996,control_change,,,,,0,0,1,,,,,,0,64,88
72000,note_on,,,,,4,0,1,,,,68,42,0,,
72004,note_on,,,,,4,0,1,,,,59,43,0,,
72008,control_change,,,,,4,0,1,,,,,,0,64,72
72020,control_change,,,,,12,0,1,,,,,,0,64,40
72028,note_off,,,,,8,0,1,,,,64,0,0,,
72032,note_off,,,,,4,0,1,,,,59,0,0,,
72032,control_change,,,,,0,0,1,,,,,,0,64,24
72048,note_off,,,,,16,0,1,,,,68,0,0,,
72056,control_change,,,,,8,0,1,,,,,,0,64,0
72104,note_on,,,,,48,0,1,,,,99,83,0,,
72112,note_on,,,,,8,0,1,,,,90,75,0,,
72144,note_off,,,,,0,0,1,,,,90,0,0,,
72144,note_off,,,,,32,0,1,,,,99,0,0,,
72196,note_on,,,,,52,0,1,,,,97,86,0,,
72200,note_on,,,,,4,0,1,,,,88,77,0,,
72204,control_change,,,,,4,0,1,,,,,,0,64,24
72216,control_change,,,,,0,0,1,,,,,,0,64,56
72216,note_on,,,,,0,0,1,,,,68,44,0,,
72216,note_on,,,,,12,0,1,,,,64,52,0,,
72228,control_change,,,,,12,0,1,,,,,,0,64,104
72232,note_on,,,,,4,0,1,,,,59,36,0,,
72240,control_change,,,,,8,0,1,,,,,,0,64,127
72244,note_off,,,,,4,0,1,,,,88,0,0,,
72272,note_off,,,,,28,0,1,,,,97,0,0,,
72276,note_off,,,,,4,0,1,,,,64,0,0,,
72284,note_off,,,,,8,0,1,,,,59,0,0,,
72316,note_off,,,,,32,0,1,,,,68,0,0,,
72424,note_on,,,,,108,0,1,,,,95,76,0,,
72432,note_on,,,,,8,0,1,,,,87,54,0,,
72436,control_change,,,,,4,0,1,,,,,,0,64,24
72448,control_change,,,,,0,0,1,,,,,,0,64,88
72448,note_on,,,,,12,0,1,,,,54,48,0,,
72460,control_change,,,,,12,0,1,,,,,,0,64,127
72464,note_off,,,,,4,0,1,,,,87,0,0,,
72468,note_off,,,,,4,0,1,,,,95,0,0,,
72520,note_on,,,,,52,0,1,,,,94,71,0,,
72524,note_off,,,,,4,0,1,,,,54,0,0,,
72524,note_on,,,,,0,0,1,,,,85,60,0,,
72576,note_off,,,,,52,0,1,,,,85,0,0,,
72580,note_off,,,,,4,0,1,,,,94,0,0,,
72620,control_change,,,,,40,0,1,,,,,,0,64,104
72632,control_change,,,,,12,0,1,,,,,,0,64,72
72644,control_change,,,,,12,0,1,,,,,,0,64,40
72648,note_on,,,,,4,0,1,,,,69,57,0,,
72652,note_on,,,,,4,0,1,,,,59,48,0,,
72652,note_on,,,,,0,0,1,,,,63,43,0,,
72656,control_change,,,,,4,0,1,,,,,,0,64,24
72668,control_change,,,,,12,0,1,,,,,,0,64,0
72684,note_off,,,,,16,0,1,,,,69,0,0,,
72684,note_off,,,,,0,0,1,,,,63,0,0,,
72688,note_off,,,,,4,0,1,,,,59,0,0,,
72752,note_on,,,,,64,0,1,,,,93,86,0,,
72760,note_on,,,,,8,0,1,,,,84,47,0,,
72792,note_off,,,,,32,0,1,,,,84,0,0,,
72800,note_off,,,,,8,0,1,,,,93,0,0,,
72848,note_on,,,,,0,0,1,,,,92,91,0,,
72848,note_on,,,,,0,0,1,,,,69,37,0,,
72848,note_on,,,,,48,0,1,,,,59,43,0,,
72852,note_on,,,,,4,0,1,,,,63,34,0,,
72856,note_on,,,,,4,0,1,,,,83,65,0,,
72876,control_change,,,,,20,0,1,,,,,,0,64,40
72880,note_off,,,,,0,0,1,,,,63,0,0,,
72880,note_off,,,,,4,0,1,,,,69,0,0,,
72888,control_change,,,,,8,0,1,,,,,,0,64,72
72900,note_off,,,,,12,0,1,,,,59,0,0,,
72900,note_off,,,,,0,0,1,,,,83,0,0,,
72904,control_change,,,,,0,0,1,,,,,,0,64,88
72904,note_off,,,,,4,0,1,,,,92,0,0,,
72972,control_change,,,,,68,0,1,,,,,,0,64,72
72984,control_change,,,,,12,0,1,,,,,,0,64,56
72996,control_change,,,,,12,0,1,,,,,,0,64,24
73004,control_change,,,,,8,0,1,,,,,,0,64,0
73060,note_on,,,,,56,0,1,,,,91,83,0,,
73068,note_on,,,,,8,0,1,,,,82,62,0,,
73088,control_change,,,,,0,0,1,,,,,,0,64,56
73088,note_on,,,,,20,0,1,,,,47,58,0,,
73100,control_change,,,,,12,0,1,,,,,,0,64,127
73104,note_off,,,,,4,0,1,,,,47,0,0,,
73108,note_off,,,,,4,0,1,,,,82,0,0,,
73120,note_off,,,,,12,0,1,,,,91,0,0,,
73168,note_on,,,,,48,0,1,,,,90,82,0,,
73180,note_on,,,,,12,0,1,,,,81,68,0,,
73212,note_off,,,,,32,0,1,,,,81,0,0,,
73236,note_off,,,,,24,0,1,,,,90,0,0,,
73260,control_change,,,,,24,0,1,,,,,,0,64,104
73272,control_change,,,,,12,0,1,,,,,,0,64,72
73284,control_change,,,,,0,0,1,,,,,,0,64,56
73284,note_on,,,,,0,0,1,,,,63,46,0,,
73284,note_on,,,,,12,0,1,,,,69,51,0,,
73296,control_change,,,,,0,0,1,,,,,,0,64,40
73296,note_on,,,,,12,0,1,,,,59,24,0,,
73308,control_change,,,,,12,0,1,,,,,,0,64,24
73336,note_off,,,,,0,0,1,,,,59,0,0,,
73336,note_off,,,,,28,0,1,,,,63,0,0,,
73348,note_off,,,,,12,0,1,,,,69,0,0,,
73356,control_change,,,,,8,0,1,,,,,,0,64,0
73372,note_on,,,,,16,0,1,,,,89,84,0,,
73376,note_on,,,,,4,0,1,,,,80,65,0,,
