tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
6356,note_on,,,,,56,0,0,,,,,0,,,94,0
6360,note_on,,,,,61,0,1,,,,,0,,,81,50
6360,note_on,,,,,0,0,1,,,,,0,,,84,50
6360,note_on,,,,,4,0,0,,,,,0,,,90,50
6416,note_on,,,,,56,0,0,,,,,0,,,90,0
6419,note_on,,,,,59,0,1,,,,,0,,,81,0
6419,note_on,,,,,0,0,1,,,,,0,,,84,0
6420,note_on,,,,,4,0,0,,,,,0,,,87,50
6476,note_on,,,,,56,0,0,,,,,0,,,87,0
6480,note_on,,,,,61,0,1,,,,,0,,,82,50
6480,note_on,,,,,0,0,1,,,,,0,,,85,50
6480,note_on,,,,,4,0,0,,,,,0,,,91,50
6536,note_on,,,,,56,0,0,,,,,0,,,91,0
6539,note_on,,,,,59,0,1,,,,,0,,,82,0
6539,note_on,,,,,0,0,1,,,,,0,,,85,0
6540,note_on,,,,,4,0,0,,,,,0,,,88,50
6596,note_on,,,,,56,0,0,,,,,0,,,88,0
6600,note_on,,,,,61,0,1,,,,,0,,,75,50
6600,note_on,,,,,0,0,1,,,,,0,,,78,50
6600,note_on,,,,,4,0,0,,,,,0,,,84,50
6656,note_on,,,,,56,0,0,,,,,0,,,84,0
6659,note_on,,,,,59,0,1,,,,,0,,,75,0
6659,note_on,,,,,0,0,1,,,,,0,,,78,0
6660,note_on,,,,,4,0,0,,,,,0,,,81,50
6716,note_on,,,,,56,0,0,,,,,0,,,81,0
6720,note_on,,,,,4,0,0,,,,,0,,,85,50
6720,note_on,,,,,0,0,1,,,,,0,,,79,50
6720,note_on,,,,,61,0,1,,,,,0,,,76,50
6776,note_on,,,,,56,0,0,,,,,0,,,85,0
6779,note_on,,,,,59,0,1,,,,,0,,,76,0
6779,note_on,,,,,0,0,1,,,,,0,,,79,0
6780,note_on,,,,,4,0,0,,,,,0,,,82,50
6836,note_on,,,,,56,0,0,,,,,0,,,82,0
6840,note_on,,,,,4,0,0,,,,,0,,,78,50
6840,note_on,,,,,61,0,1,,,,,0,,,69,50
6840,note_on,,,,,0,0,1,,,,,0,,,72,50
6896,note_on,,,,,56,0,0,,,,,0,,,78,0
6899,note_on,,,,,59,0,1,,,,,0,,,69,0
6899,note_on,,,,,0,0,1,,,,,0,,,72,0
6900,note_on,,,,,4,0,0,,,,,0,,,75,50
6956,note_on,,,,,56,0,0,,,,,0,,,75,0
6960,note_on,,,,,61,0,1,,,,,0,,,70,50
6960,note_on,,,,,0,0,1,,,,,0,,,73,50
6960,note_on,,,,,4,0,0,,,,,0,,,79,50
7016,note_on,,,,,56,0,0,,,,,0,,,79,0
7019,note_on,,,,,0,0,1,,,,,0,,,73,0
7019,note_on,,,,,59,0,1,,,,,0,,,70,0
7020,note_on,,,,,4,0,0,,,,,0,,,76,50
7076,note_on,,,,,56,0,0,,,,,0,,,76,0
7080,note_on,,,,,0,0,1,,,,,0,,,66,50
7080,note_on,,,,,4,0,0,,,,,0,,,72,50
7080,note_on,,,,,61,0,1,,,,,0,,,63,50
7136,note_on,,,,,56,0,0,,,,,0,,,72,0
7139,note_on,,,,,0,0,1,,,,,0,,,66,0
