tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,6,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,set_tempo,0,1,0,,,,,,1379310,,,,,,
0,program_change,0,0,0,,,,,,,0,0,,,,
0,control_change,0,0,0,,,,,,,,0,7,100,,
0,control_change,0,0,0,,,,,,,,0,10,64,,
0,control_change,0,0,0,,,,,,,,0,91,127,,
0,text,0,1,0,,,,,,,,,,,,
0,program_change,0,0,0,,,,,,,0,0,,,,
0,control_change,0,0,0,,,,,,,,0,7,100,,
0,control_change,0,0,0,,,,,,,,0,10,64,,
0,program_change,0,0,0,,,,,,,0,0,,,,
0,control_change,0,0,0,,,,,,,,0,7,100,,
0,control_change,0,0,0,,,,,,,,0,10,64,,
0,note_on,0,0,0,,,,,,,,0,,,31,80
0,program_change,0,0,0,,,,,,,0,0,,,,
0,control_change,0,0,0,,,,,,,,0,7,100,,
0,control_change,0,0,0,,,,,,,,0,10,64,,
1,marker,1,1,0,,,,,,,,,,,,
40,control_change,39,0,0,,,,,,,,0,64,127,,
480,set_tempo,440,1,0,,,,,,1379310,,,,,,
480,note_on,0,0,0,,,,,,,,0,,,31,0
480,note_on,0,0,0,,,,,,,,0,,,34,55
540,note_on,60,0,0,,,,,,,,0,,,34,0
540,note_on,0,0,0,,,,,,,,0,,,38,58
560,set_tempo,20,1,0,,,,,,1363636,,,,,,
600,set_tempo,40,1,0,,,,,,1348315,,,,,,
600,note_on,0,0,0,,,,,,,,0,,,38,0
600,note_on,0,0,0,,,,,,,,0,,,43,61
640,set_tempo,40,1,0,,,,,,1212121,,,,,,
652,set_tempo,12,1,0,,,,,,1200000,,,,,,
660,note_on,8,0,0,,,,,,,,0,,,43,0
660,note_on,0,0,0,,,,,,,,0,,,46,63
664,set_tempo,4,1,0,,,,,,1176471,,,,,,
680,set_tempo,16,1,0,,,,,,1165049,,,,,,
692,set_tempo,12,1,0,,,,,,1142857,,,,,,
704,set_tempo,12,1,0,,,,,,1121495,,,,,,
720,set_tempo,16,1,0,,,,,,1250000,,,,,,
720,note_on,0,0,0,,,,,,,,0,,,46,0
720,note_on,0,0,0,,,,,,,,0,,,50,66
732,set_tempo,12,1,0,,,,,,1090909,,,,,,
772,set_tempo,40,1,0,,,,,,1081081,,,,,,
780,note_on,8,0,0,,,,,,,,0,,,50,0
780,note_on,0,0,0,,,,,,,,0,,,55,68
800,set_tempo,20,1,0,,,,,,1071429,,,,,,
824,set_tempo,24,1,0,,,,,,1061947,,,,,,
840,note_on,16,0,0,,,,,,,,0,,,55,0
840,note_on,0,0,0,,,,,,,,0,,,58,68
852,set_tempo,12,1,0,,,,,,1052632,,,,,,
880,set_tempo,28,1,0,,,,,,1043478,,,,,,
900,note_on,20,0,0,,,,,,,,0,,,58,0
900,note_on,0,0,0,,,,,,,,0,,,62,71
904,set_tempo,4,1,0,,,,,,1034483,,,,,,
932,set_tempo,28,1,0,,,,,,1025641,,,,,,
960,set_tempo,28,1,0,,,,,,1428571,,,,,,
960,note_on,0,0,0,,,,,,,,0,,,62,0
960,note_on,0,0,0,,,,,,,,0,,,67,77
973,control_change,13,0,0,,,,,,,,0,64,0,,
1131,control_change,158,0,0,,,,,,,,0,64,127,,
1424,set_tempo,293,1,0,,,,,,1428571,,,,,,
1452,set_tempo,28,1,0,,,,,,1411765,,,,,,
1464,set_tempo,12,1,0,,,,,,1395349,,,,,,
1480,set_tempo,16,1,0,,,,,,1379310,,,,,,
1492,set_tempo,12,1,0,,,,,,1363636,,,,,,
1500,note_on,8,0,0,,,,,,,,0,,,67,0
1500,note_on,0,0,0,,,,,,,,0,,,66,60
1504,set_tempo,4,1,0,,,,,,1348315,,,,,,
1520,set_tempo,16,1,0,,,,,,1333333,,,,,,
1532,set_tempo,12,1,0,,,,,,1318681,,,,,,
1544,set_tempo,12,1,0,,,,,,1304348,,,,,,
1560,set_tempo,16,1,0,,,,,,1290323,,,,,,
1560,note_on,0,0,0,,,,,,,,0,,,66,0
1560,note_on,0,0,0,,,,,,,,0,,,63,61
1572,set_tempo,12,1,0,,,,,,1276596,,,,,,
1584,set_tempo,12,1,0,,,,,,1263158,,,,,,
1600,set_tempo,16,1,0,,,,,,1250000,,,,,,
1612,set_tempo,12,1,0,,,,,,1237113,,,,,,
1620,note_on,8,0,0,,,,,,,,0,,,63,0
1620,note_on,0,0,0,,,,,,,,0,,,62,62
