tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
3840,note_on,,,,,241,0,1,,,,,0,,,54,112
3882,note_on,,,,,42,0,1,,,,,0,,,60,112
3882,note_on,,,,,42,0,2,,,,,0,,,42,112
3924,note_on,,,,,42,0,1,,,,,0,,,63,112
3924,note_on,,,,,42,0,2,,,,,0,,,45,112
3966,note_on,,,,,42,0,2,,,,,0,,,51,112
3966,note_on,,,,,42,0,1,,,,,0,,,69,112
4079,note_on,,,,,0,0,1,,,,,0,,,63,0
4079,note_on,,,,,0,0,2,,,,,0,,,51,0
4079,note_on,,,,,0,0,2,,,,,0,,,45,0
4079,note_on,,,,,0,0,2,,,,,0,,,42,0
4079,note_on,,,,,0,0,1,,,,,0,,,60,0
4079,note_on,,,,,113,0,2,,,,,0,,,36,0
4079,note_on,,,,,0,0,1,,,,,0,,,69,0
4079,note_on,,,,,113,0,1,,,,,0,,,54,0
4320,note_on,,,,,241,0,1,,,,,0,,,55,112
4320,note_on,,,,,241,0,2,,,,,0,,,37,112
4362,note_on,,,,,42,0,1,,,,,0,,,61,112
4362,note_on,,,,,42,0,2,,,,,0,,,43,112
4404,note_on,,,,,42,0,1,,,,,0,,,64,112
4404,note_on,,,,,42,0,2,,,,,0,,,46,112
4446,note_on,,,,,42,0,1,,,,,0,,,70,112
4446,note_on,,,,,42,0,2,,,,,0,,,52,112
4559,note_on,,,,,113,0,2,,,,,0,,,37,0
4559,note_on,,,,,0,0,1,,,,,0,,,61,0
4559,note_on,,,,,113,0,1,,,,,0,,,55,0
4559,note_on,,,,,0,0,1,,,,,0,,,70,0
4559,note_on,,,,,0,0,1,,,,,0,,,64,0
4559,note_on,,,,,0,0,2,,,,,0,,,52,0
4559,note_on,,,,,0,0,2,,,,,0,,,46,0
4559,note_on,,,,,0,0,2,,,,,0,,,43,0
4800,note_on,,,,,241,0,2,,,,,0,,,38,112
4800,note_on,,,,,241,0,1,,,,,0,,,56,112
4842,note_on,,,,,42,0,2,,,,,0,,,44,112
4863,note_on,,,,,63,0,1,,,,,0,,,59,112
4884,note_on,,,,,42,0,2,,,,,0,,,47,112
4926,note_on,,,,,42,0,2,,,,,0,,,53,112
4927,note_on,,,,,64,0,1,,,,,0,,,65,112
5038,note_on,,,,,111,0,1,,,,,0,,,59,0
5038,note_on,,,,,0,0,1,,,,,0,,,65,0
5039,note_on,,,,,0,0,2,,,,,0,,,44,0
5039,note_on,,,,,0,0,2,,,,,0,,,47,0
5039,note_on,,,,,0,0,2,,,,,0,,,53,0
5039,note_on,,,,,113,0,2,,,,,0,,,38,0
5039,note_on,,,,,1,0,1,,,,,0,,,56,0
5280,note_on,,,,,241,0,2,,,,,0,,,34,112
5280,note_on,,,,,241,0,1,,,,,0,,,53,112
5322,note_on,,,,,42,0,2,,,,,0,,,41,112
5343,note_on,,,,,63,0,1,,,,,0,,,56,112
5364,note_on,,,,,42,0,2,,,,,0,,,44,112
5406,note_on,,,,,42,0,2,,,,,0,,,50,112
5407,note_on,,,,,64,0,1,,,,,0,,,62,112
5518,note_on,,,,,111,0,1,,,,,0,,,56,0
5518,note_on,,,,,0,0,1,,,,,0,,,62,0
5519,note_on,,,,,0,0,2,,,,,0,,,41,0
5519,note_on,,,,,1,0,1,,,,,0,,,53,0
5519,note_on,,,,,0,0,2,,,,,0,,,44,0
5519,note_on,,,,,0,0,2,,,,,0,,,50,0
5519,note_on,,,,,113,0,2,,,,,0,,,34,0
5760,note_on,,,,,241,0,2,,,,,0,,,33,112
5760,note_on,,,,,241,0,1,,,,,0,,,57,112
5802,note_on,,,,,42,0,2,,,,,0,,,38,112
5802,note_on,,,,,42,0,1,,,,,0,,,62,112
5844,note_on,,,,,42,0,2,,,,,0,,,41,112
5844,note_on,,,,,42,0,1,,,,,0,,,65,112
5886,note_on,,,,,42,0,1,,,,,0,,,69,112
5886,note_on,,,,,42,0,2,,,,,0,,,45,112
5999,note_on,,,,,0,0,2,,,,,0,,,45,0
5999,note_on,,,,,0,0,2,,,,,0,,,41,0
5999,note_on,,,,,0,0,2,,,,,0,,,38,0
5999,note_on,,,,,0,0,1,,,,,0,,,62,0
5999,note_on,,,,,0,0,1,,,,,0,,,65,0
5999,note_on,,,,,113,0,2,,,,,0,,,33,0
5999,note_on,,,,,0,0,1,,,,,0,,,69,0
5999,note_on,,,,,113,0,1,,,,,0,,,57,0
6720,note_on,,,,,0,0,2,,,,,0,,,57,112
6720,note_on,,,,,721,0,2,,,,,0,,,45,112
6720,note_on,,,,,0,0,1,,,,,0,,,74,112
6720,note_on,,,,,0,0,1,,,,,0,,,77,112
6720,note_on,,,,,0,0,1,,,,,0,,,81,112
6720,note_on,,,,,721,0,1,,,,,0,,,69,112
6720,note_on,,,,,0,0,2,,,,,0,,,50,112
6720,note_on,,,,,0,0,2,,,,,0,,,53,112
6798,note_on,,,,,78,0,1,,,,,0,,,69,0
6798,note_on,,,,,0,0,2,,,,,0,,,57,0
6798,note_on,,,,,0,0,1,,,,,0,,,81,0
6798,note_on,,,,,0,0,1,,,,,0,,,74,0
6798,note_on,,,,,0,0,2,,,,,0,,,53,0
6798,note_on,,,,,0,0,1,,,,,0,,,77,0
6798,note_on,,,,,78,0,2,,,,,0,,,45,0
6798,note_on,,,,,0,0,2,,,,,0,,,50,0
7680,note_on,,,,,0,0,1,,,,,0,,,81,112
7680,note_on,,,,,0,0,2,,,,,0,,,69,112
7680,note_on,,,,,0,0,1,,,,,0,,,85,112
7680,note_on,,,,,882,0,2,,,,,0,,,57,112
7680,note_on,,,,,0,0,2,,,,,0,,,64,112
7680,note_on,,,,,0,0,1,,,,,0,,,93,112
7680,note_on,,,,,0,0,2,,,,,0,,,61,112
7680,note_on,,,,,882,0,1,,,,,0,,,79,112
7680,note_on,,,,,0,0,1,,,,,0,,,88,112
7758,note_on,,,,,78,0,1,,,,,0,,,79,0
7758,note_on,,,,,78,0,2,,,,,0,,,57,0
7758,note_on,,,,,0,0,2,,,,,0,,,69,0
7758,note_on,,,,,0,0,1,,,,,0,,,93,0
7758,note_on,,,,,0,0,1,,,,,0,,,85,0
7758,note_on,,,,,0,0,2,,,,,0,,,64,0
7758,note_on,,,,,0,0,2,,,,,0,,,61,0
7758,note_on,,,,,0,0,1,,,,,0,,,81,0
7758,note_on,,,,,0,0,1,,,,,0,,,88,0
9600,time_signature,31,16,24,8,9600,1,0,,,,,,,,,
9602,control_change,,,,,1844,0,2,,,64,127,0,,,,
9840,set_tempo,,,,,240,1,0,,400000,,,,,,,
9840,note_on,,,,,2082,0,1,,,,,0,,,45,70
9840,note_on,,,,,238,0,2,,,,,0,,,33,70
9953,note_on,,,,,113,0,2,,,,,0,,,33,0
9953,note_on,,,,,113,0,1,,,,,0,,,45,0
9960,note_on,,,,,7,0,1,,,,,0,,,46,70
9960,note_on,,,,,7,0,2,,,,,0,,,34,70
10073,note_on,,,,,113,0,2,,,,,0,,,34,0
10073,note_on,,,,,113,0,1,,,,,0,,,46,0
10080,note_on,,,,,7,0,1,,,,,0,,,49,70
10080,note_on,,,,,7,0,2,,,,,0,,,37,70
10193,note_on,,,,,113,0,2,,,,,0,,,37,0
10193,note_on,,,,,113,0,1,,,,,0,,,49,0
10200,note_on,,,,,7,0,1,,,,,0,,,53,70
10200,note_on,,,,,7,0,2,,,,,0,,,41,70
10313,note_on,,,,,113,0,1,,,,,0,,,53,0
10313,note_on,,,,,113,0,2,,,,,0,,,41,0
10320,note_on,,,,,7,0,1,,,,,0,,,52,70
10320,note_on,,,,,7,0,2,,,,,0,,,40,70
10433,note_on,,,,,113,0,2,,,,,0,,,40,0
10433,note_on,,,,,113,0,1,,,,,0,,,52,0
10440,note_on,,,,,7,0,2,,,,,0,,,38,70
10440,note_on,,,,,7,0,1,,,,,0,,,50,70
10553,note_on,,,,,113,0,1,,,,,0,,,50,0
10553,note_on,,,,,113,0,2,,,,,0,,,38,0
10560,note_on,,,,,7,0,1,,,,,0,,,49,70
10560,note_on,,,,,7,0,2,,,,,0,,,37,70
10673,note_on,,,,,113,0,1,,,,,0,,,49,0
10673,note_on,,,,,113,0,2,,,,,0,,,37,0
10680,note_on,,,,,7,0,2,,,,,0,,,34,70
10680,note_on,,,,,7,0,1,,,,,0,,,46,70
10793,note_on,,,,,113,0,2,,,,,0,,,34,0
10793,note_on,,,,,113,0,1,,,,,0,,,46,0
10800,note_on,,,,,7,0,2,,,,,0,,,33,70
10800,note_on,,,,,7,0,1,,,,,0,,,45,70
10913,note_on,,,,,113,0,1,,,,,0,,,45,0
10913,note_on,,,,,113,0,2,,,,,0,,,33,0
10920,note_on,,,,,7,0,2,,,,,0,,,34,70
