file,average_tempo,average_bpm,note_count,tick_count,note_density,tempo_deviation,unique_note_count,total_duration,overlapping_notes,chord_density,duration_per_note,tempo_complexity,notes_per_second,hand_independence,odd_time_signature_count,consecutive_note_std,pitch_range,average_polyphony,tempo_change_count,max_polyphony,note_to_note_transition,note_to_chord_transition,chord_to_note_transition,chord_to_chord_transition
Bach - 026100b_.csv,625000.0,96.0,401,112640,0.0035600142045454546,0.0,30,563200,132,0.32917705735660846,5.326704545454545e-05,0.0,0.7120028409090908,0.8721804511278195,0,505.8095945757774,34.0,3.0150375939849625,1,4,1.0,97.91666666666666,107.08333333333333,275.75
Bach - 026200b_.csv,625000.0,96.0,260,65537,0.003967224621206342,0.0,23,327685,68,0.26153846153846155,7.018935868288143e-05,0.0,0.7934449242412683,0.6808510638297872,0,389.2667266517469,36.0,2.765957446808511,1,4,1.0,147.41666666666669,167.41666666666666,83.08333333333334
Bach - 026300b_.csv,625000.0,96.0,231,49152,0.00469970703125,0.0,26,245760,61,0.26406926406926406,0.00010579427083333334,0.0,0.93994140625,0.7349397590361446,0,318.65007843884644,38.0,2.783132530120482,1,4,7.0,159.16666666666666,177.66666666666666,162.0
Bach - 026400b_.csv,666666.0,90.00009000009,142,45056,0.0031516335227272725,0.0,22,225280,47,0.33098591549295775,9.765625e-05,0.0,0.6303267045454546,0.6545454545454545,0,490.8321292750432,36.0,2.581818181818182,1,4,10.0,79.41666666666667,86.25,64.83333333333334
Bach - 026500b_.csv,625000.0,96.0,148,36864,0.004014756944444444,0.0,29,184320,43,0.2905405405405405,0.00015733506944444445,0.0,0.802951388888889,0.6792452830188679,0,320.89395214748845,36.0,2.792452830188679,1,4,6.0,89.83333333333334,87.0,58.416666666666664
Bach - 026600b_.csv,625000.0,96.0,236,67584,0.0034919507575757575,0.0,23,337920,69,0.2923728813559322,6.806344696969697e-05,0.0,0.6983901515151515,0.7380952380952381,1,442.0671559370216,31.0,2.8095238095238093,1,4,0.0,148.83333333333334,144.5,101.91666666666669
Bach - 026700ba.csv,625000.0,96.0,404,89088,0.004534841954022989,0.0,30,445440,119,0.29455445544554454,6.734913793103448e-05,0.0,0.9069683908045977,0.6666666666666666,0,294.63423158190733,36.0,2.6933333333333334,1,4,0.0,312.83333333333337,330.08333333333326,179.75
Bach - 026700b_.csv,625000.0,96.0,404,89088,0.004534841954022989,0.0,30,445440,119,0.29455445544554454,6.734913793103448e-05,0.0,0.9069683908045977,0.6666666666666666,0,294.63423158190733,36.0,2.6933333333333334,1,4,0.0,312.83333333333337,330.08333333333326,179.75
Bach - 026800b_.csv,625000.0,96.0,245,49152,0.004984537760416667,0.0,29,245760,68,0.27755102040816326,0.00011800130208333333,0.0,0.9969075520833334,0.7816091954022989,0,267.2133639108016,38.0,2.8160919540229883,1,4,4.0,79.83333333333334,95.83333333333334,158.83333333333334
Bach - 026900b_.csv,681818.0,88.00002346667293,302,88064,0.0034293241279069768,0.0,21,440320,98,0.32450331125827814,4.7692587209302325e-05,0.0,0.6858648255813954,0.7692307692307693,1,456.6516856350751,32.0,2.9038461538461537,1,4,21.0,150.58333333333334,174.16666666666666,129.24999999999997
Bach - 027000b_.csv,625000.0,96.0,271,69633,0.00389183289532262,0.0,24,348165,83,0.3062730627306273,6.893283357028995e-05,0.0,0.778366579064524,0.67,0,420.2163224112289,31.0,2.71,1,4,0.0,201.83333333333334,193.91666666666669,61.58333333333333
Bach - 027100b_.csv,625000.0,96.0,260,69633,0.0037338618183907057,0.0,28,348165,74,0.2846153846153846,8.042163916533827e-05,0.0,0.746772363678141,0.75,0,453.82652705212274,34.0,2.9545454545454546,1,4,0.0,159.66666666666666,154.33333333333334,88.91666666666669
Bach - 027200b_.csv,625000.0,96.0,253,68609,0.0036875628561850488,0.0,33,343045,80,0.31620553359683795,9.619729190047952e-05,0.0,0.7375125712370096,0.7710843373493976,0,475.442892438357,38.0,3.0481927710843375,1,4,1.0,109.58333333333334,119.91666666666666,84.66666666666666
Bach - 027300b_.csv,652173.0,92.00012880018032,206,45056,0.004572088068181818,0.0,26,225280,57,0.2766990291262136,0.00011541193181818182,0.0,0.9144176136363636,0.7236842105263158,0,281.85531662928616,34.0,2.710526315789474,1,4,10.0,136.41666666666669,153.25,138.33333333333334
Bach - 027400b_.csv,625000.0,96.0,181,36864,0.004909939236111111,0.0,24,184320,61,0.3370165745856354,0.00013020833333333333,0.0,0.9819878472222222,0.734375,0,264.1493699287731,31.0,2.828125,1,4,0.0,144.66666666666666,139.16666666666666,100.83333333333329
Bach - 027500b_.csv,714285.0,84.000084000084,224,65536,0.00341796875,0.0,30,327680,63,0.28125,9.1552734375e-05,0.0,0.68359375,0.6987951807228916,0,477.66314091918866,33.0,2.6987951807228914,1,4,1.0,152.75,145.83333333333331,76.25000000000003
Bach - 027600b_.csv,681818.0,88.00002346667293,554,123904,0.0044712035123966945,0.0,34,619520,153,0.27617328519855594,5.488119834710744e-05,0.0,0.8942407024793388,0.7219730941704036,1,338.0730634513195,38.0,2.484304932735426,1,4,73.0,296.74999999999994,295.33333333333326,360.91666666666674
Bach - 027700b_.csv,750000.0,80.0,315,69632,0.0045237821691176475,0.0,32,348160,100,0.31746031746031744,9.191176470588235e-05,0.0,0.9047564338235293,0.8,0,311.61150642668247,38.0,2.739130434782609,1,4,4.0,127.41666666666666,116.66666666666666,209.41666666666663
Bach - 027800b_.csv,681818.0,88.00002346667293,336,69632,0.004825367647058824,0.0,30,348160,96,0.2857142857142857,8.616727941176471e-05,0.0,0.9650735294117646,0.7950819672131147,0,293.25326368956456,35.0,2.7540983606557377,1,4,0.0,121.91666666666666,127.25,174.0833333333334
Bach - 027900b_.csv,681818.0,88.00002346667293,273,69632,0.003920611213235294,0.0,30,348160,82,0.30036630036630035,8.616727941176471e-05,0.0,0.7841222426470588,0.7191011235955056,0,371.6362847050847,38.0,3.067415730337079,1,4,6.0,131.83333333333334,123.83333333333333,76.75
Bach - 028000b_.csv,625000.0,96.0,354,77824,0.0045487253289473685,0.0,30,389120,94,0.2655367231638418,7.70970394736842e-05,0.0,0.9097450657894737,0.7459016393442623,0,311.0045465392201,38.0,2.901639344262295,1,4,4.0,167.91666666666666,151.91666666666666,210.25
Bach - 028100b_.csv,625000.0,96.0,120,35840,0.0033482142857142855,0.0,26,179200,29,0.24166666666666667,0.00014508928571428572,0.0,0.6696428571428572,0.7804878048780488,0,441.4746042929071,36.0,2.926829268292683,1,4,2.0,54.75000000000001,68.33333333333333,65.91666666666666
Bach - 028200b_.csv,576923.0,104.00001386666851,149,61441,0.002425090737455445,0.0,28,307205,46,0.3087248322147651,9.114434986409727e-05,0.0,0.485018147491089,0.6551724137931034,1,696.7706498420686,36.0,2.5689655172413794,1,4,21.0,99.25,133.99999999999997,50.41666666666667
Bach - 028300b_.csv,625000.0,96.0,311,69633,0.004466273175075036,0.0,33,348165,80,0.2572347266881029,9.478264615914868e-05,0.0,0.8932546350150072,0.7647058823529411,0,338.788971884429,39.0,2.6134453781512605,1,4,8.0,152.91666666666666,171.49999999999997,293.58333333333337
Bach - 028400b_.csv,714285.0,84.000084000084,257,61440,0.004182942708333333,0.0,26,307200,60,0.23346303501945526,8.463541666666667e-05,0.0,0.8365885416666667,0.66,0,370.3725734139272,37.0,2.57,1,4,12.0,135.91666666666666,170.5,123.58333333333331
Bach - 028500b_.csv,652173.0,92.00012880018032,235,53248,0.004413311298076923,0.0,29,266240,62,0.26382978723404255,0.00010892427884615385,0.0,0.8826622596153846,0.6966292134831461,0,293.2436010295381,38.0,2.640449438202247,1,4,4.0,127.83333333333331,138.25,105.25
Bach - 028600b_.csv,625000.0,96.0,103,28672,0.0035923549107142855,0.0,24,143360,26,0.2524271844660194,0.0001674107142857143,0.0,0.7184709821428571,0.625,0,331.16758671579976,36.0,2.575,1,4,8.0,66.75,84.91666666666666,35.33333333333333
Bach - 028700b_.csv,625000.0,96.0,267,69633,0.0038343888673473786,0.0,23,348165,74,0.27715355805243447,6.606063217152787e-05,0.0,0.7668777734694756,0.6530612244897959,0,426.10677218546095,29.0,2.7244897959183674,1,4,6.0,213.25000000000006,203.75,71.33333333333334
Bach - 028800b_.csv,697674.0,86.00005160003096,245,53248,0.004601111778846154,0.0,31,266240,64,0.2612244897959184,0.00011643629807692308,0.0,0.9202223557692307,0.7415730337078652,0,285.93271853787456,32.0,2.752808988764045,1,4,1.0,115.66666666666666,125.08333333333331,130.25
Bach - 028900b_.csv,652173.0,92.00012880018032,219,53248,0.004112830528846154,0.0,36,266240,64,0.2922374429223744,0.00013521634615384616,0.0,0.8225661057692307,0.7066666666666667,0,336.02478603519774,37.0,2.92,1,4,0.0,169.16666666666669,176.49999999999997,84.83333333333333
Bach - 029000b_.csv,625000.0,96.0,147,36864,0.003987630208333333,0.0,23,184320,43,0.2925170068027211,0.0001247829861111111,0.0,0.7975260416666667,0.6428571428571429,0,325.68560756352105,36.0,2.625,1,4,14.0,118.50000000000003,135.66666666666666,41.666666666666664
Bach - 029100b_.csv,625000.0,96.0,184,49152,0.0037434895833333335,0.0,27,245760,57,0.30978260869565216,0.00010986328125,0.0,0.7486979166666667,0.6617647058823529,0,384.71544072947637,36.0,2.7058823529411766,1,4,4.0,149.41666666666669,154.91666666666666,72.75
Bach - 029200b_.csv,625000.0,96.0,250,57345,0.004359577992850292,0.0,26,286725,56,0.224,9.067922225128608e-05,0.0,0.8719155985700584,0.69,0,370.9174474431238,40.0,2.5,1,4,12.0,147.66666666666669,179.58333333333334,130.75000000000003
Bach - 029300b_.csv,681818.0,88.00002346667293,145,36865,0.0039332700393327,0.0,21,184325,41,0.2827586206896552,0.00011392920113929202,0.0,0.7866540078665402,0.5862068965517241,0,306.6790714020975,29.0,2.5,1,4,6.0,86.91666666666669,68.33333333333331,31.66666666666668
Bach - 029400b_.csv,625000.0,96.0,366,86016,0.004255022321428571,0.0,27,430080,102,0.2786885245901639,6.277901785714285e-05,0.0,0.8510044642857143,0.6571428571428571,0,351.03565301174626,38.0,2.6142857142857143,1,4,9.0,298.75000000000006,311.25,151.75000000000003
Bach - 029500b_.csv,625000.0,96.0,180,49152,0.003662109375,0.0,28,245760,47,0.2611111111111111,0.00011393229166666667,0.0,0.732421875,0.6666666666666666,1,390.886876054083,32.0,2.5,1,4,17.0,108.41666666666669,129.74999999999997,69.74999999999997
Bach - 029600b_.csv,625000.0,96.0,190,61441,0.0030923975846747285,0.0,26,307205,61,0.32105263157894737,8.463403915951889e-05,0.0,0.6184795169349457,0.828125,0,578.5516424027669,36.0,2.96875,1,4,0.0,67.16666666666667,58.75,96.41666666666669
Bach - 029700b_.csv,652173.0,92.00012880018032,206,49152,0.004191080729166667,0.0,32,245760,69,0.33495145631067963,0.00013020833333333333,0.0,0.8382161458333334,0.7297297297297297,0,330.3428105065579,38.0,2.7837837837837838,1,4,12.0,97.58333333333334,101.58333333333334,123.91666666666669
Bach - 029800b_.csv,625000.0,96.0,184,43009,0.0042781743356041756,0.0,25,215045,54,0.29347826086956524,0.00011625473738054825,0.0,0.8556348671208353,0.7058823529411765,0,300.4495089096858,31.0,2.7058823529411766,1,4,5.0,157.75,160.66666666666666,109.0
Bach - 029900b_.csv,625000.0,96.0,319,76801,0.0041535917501074205,0.0,26,384005,89,0.27899686520376177,6.770745172588899e-05,0.0,0.8307183500214841,0.7589285714285714,1,357.28471647812125,38.0,2.8482142857142856,1,4,12.0,191.16666666666666,216.08333333333331,236.08333333333334
Bach - 03 Menuet.csv,510483.33745781775,117.535667860967,836,23579,0.035455278001611606,41648.34124735659,28,70258,417,0.4988038277511962,0.0003985311281277577,0.08158609339682527,11.899000825528766,0.3060240963855422,1,42.471036214457605,39.0,2.014457831325301,42,5,166.0,776.6666666666666,724.5,54.66666666666667
Bach - 03. Kyrie Eleison .csv,464129.2195831314,129.27434315359505,8196,57600,0.14229166666666668,23312.984727536037,41,921159,6493,0.7922157149829185,4.450914554382034e-05,0.050229513126700244,8.897486753101257,1.0,0,30.027509273834543,44.0,18.13274336283186,4,34,0.0,0.0,0.0,2203.2797393782703
Bach - 030000b_.csv,625000.0,96.0,227,69633,0.003259948587594962,0.0,25,348165,66,0.2907488986784141,7.180503496905204e-05,0.0,0.6519897175189924,0.6428571428571429,0,523.9678944130208,34.0,2.7023809523809526,1,4,16.0,185.33333333333334,195.33333333333331,65.16666666666666
Bach - 030100b_.csv,625000.0,96.0,296,77824,0.003803453947368421,0.0,36,389120,84,0.28378378378378377,9.251644736842106e-05,0.0,0.7606907894736842,0.6491228070175439,0,484.9442700433213,39.0,2.5964912280701755,1,4,18.0,209.74999999999994,212.0,142.33333333333334
Bach - 030200b_.csv,681818.0,88.00002346667293,313,69632,0.0044950597426470585,0.0,25,348160,93,0.2971246006389776,7.180606617647059e-05,0.0,0.8990119485294117,0.7222222222222222,0,324.74698231527736,36.0,2.8981481481481484,1,4,6.0,144.58333333333334,143.08333333333334,129.33333333333331
Bach - 030300b_.csv,666666.0,90.00009000009,328,65537,0.005004806445214154,0.0,24,327685,95,0.2896341463414634,7.324106992996323e-05,0.0,1.0009612890428308,0.7981651376146789,0,279.16793500267863,31.0,3.0091743119266057,1,4,0.0,121.0,111.0,206.99999999999997
Bach - 030400b_.csv,625000.0,96.0,378,82944,0.004557291666666667,0.0,23,414720,110,0.291005291005291,5.5459104938271606e-05,0.0,0.9114583333333333,0.803030303030303,2,327.0823015515532,31.0,2.8636363636363638,1,4,0.0,180.0,186.83333333333334,246.83333333333334
Bach - 030500b_.csv,750000.0,80.0,362,73729,0.004909872641701366,0.0,30,368645,110,0.30386740331491713,8.137910455858618e-05,0.0,0.9819745283402732,0.7285714285714285,0,265.4406980355346,36.0,2.585714285714286,1,4,18.0,230.25,247.16666666666663,191.0
Bach - 030600b_.csv,625000.0,96.0,190,52224,0.0036381740196078432,0.0,23,261120,47,0.24736842105263157,8.808210784313725e-05,0.0,0.7276348039215687,0.6463414634146342,1,342.68156561042,31.0,2.317073170731707,1,4,17.0,148.25000000000003,171.08333333333331,82.33333333333334
Bach - 030700b_.csv,625000.0,96.0,271,61441,0.00441073550235185,0.0,22,307205,69,0.25461254612546125,7.161341775036214e-05,0.0,0.88214710047037,0.6914893617021277,0,310.89749673570043,34.0,2.882978723404255,1,4,0.0,210.25,220.24999999999997,86.5
Bach - 030800b_.csv,666666.0,90.00009000009,248,61441,0.004036392636838593,0.0,24,307205,69,0.2782258064516129,7.812372845494052e-05,0.0,0.8072785273677187,0.7111111111111111,0,345.4895897812937,36.0,2.7555555555555555,1,4,1.0,152.16666666666666,143.41666666666669,82.24999999999997
Bach - 030900b_.csv,652173.0,92.00012880018032,331,81920,0.00404052734375,0.0,27,409600,95,0.28700906344410876,6.591796875e-05,0.0,0.80810546875,0.7226890756302521,0,390.9461108183172,34.0,2.7815126050420167,1,4,4.0,210.5,227.08333333333331,132.83333333333331
Bach - 031000b_.csv,681818.0,88.00002346667293,168,40960,0.0041015625,0.0,26,204800,46,0.27380952380952384,0.000126953125,0.0,0.8203125,0.671875,0,368.4336425527957,34.0,2.625,1,4,13.0,82.75,97.5,60.49999999999999
Bach - 031100b_.csv,681818.0,88.00002346667293,384,98304,0.00390625,0.0,31,491520,115,0.2994791666666667,6.306966145833334e-05,0.0,0.78125,0.746031746031746,0,445.7315079131477,36.0,3.0476190476190474,1,4,0.0,179.16666666666666,168.75,127.0
Bach - 031200b_.csv,625000.0,96.0,415,90112,0.004605379971590909,0.0,31,450560,122,0.29397590361445786,6.880326704545454e-05,0.0,0.9210759943181818,0.7564102564102564,0,297.5007194664797,36.0,2.66025641025641,1,4,4.0,172.5,174.91666666666663,279.5
Bach - 031300b_.csv,681818.0,88.00002346667293,284,57345,0.004952480599877932,0.0,29,286725,84,0.29577464788732394,0.00010114220943412678,0.0,0.9904961199755863,0.7980769230769231,0,267.08352852090565,34.0,2.730769230769231,1,4,1.0,132.33333333333331,123.33333333333334,247.75000000000006
Bach - 031400b_.csv,652173.0,92.00012880018032,188,45056,0.004172585227272727,0.0,25,225280,51,0.2712765957446808,0.00011097301136363636,0.0,0.8345170454545454,0.7205882352941176,0,344.0038137665308,33.0,2.764705882352941,1,4,2.0,105.58333333333334,107.66666666666667,91.75
Bach - 031500b_.csv,652173.0,92.00012880018032,353,73728,0.004787868923611111,0.0,28,368640,109,0.3087818696883853,7.595486111111111e-05,0.0,0.9575737847222222,0.8067226890756303,0,330.76410324715107,36.0,2.966386554621849,1,4,4.0,156.75,117.33333333333331,257.08333333333337
Bach - 031600b_.csv,652173.0,92.00012880018032,331,69632,0.0047535615808823525,0.0,31,348160,106,0.3202416918429003,8.903952205882352e-05,0.0,0.9507123161764706,0.6885245901639344,0,282.12072731425826,37.0,2.7131147540983607,1,4,14.0,176.66666666666669,183.58333333333331,191.66666666666669
Bach - 031700b_.csv,625000.0,96.0,483,114689,0.00421138906085152,0.0,26,573445,121,0.2505175983436853,4.534000645223169e-05,0.0,0.842277812170304,0.6844919786096256,0,344.3594147999515,36.0,2.5828877005347595,1,4,2.0,304.25,296.8333333333333,224.75
Bach - 031800b_.csv,625000.0,96.0,199,53248,0.0037372295673076925,0.0,26,266240,60,0.3015075376884422,9.765625e-05,0.0,0.7474459134615384,0.7,0,488.0420430025384,36.0,2.842857142857143,1,4,0.0,89.91666666666666,86.41666666666667,66.83333333333331
Bach - 031900b_.csv,625000.0,96.0,200,49152,0.004069010416666667,0.0,25,245760,61,0.305,0.00010172526041666667,0.0,0.8138020833333334,0.7397260273972602,0,307.0513963029236,34.0,2.73972602739726,1,4,2.0,117.33333333333331,119.91666666666669,105.33333333333331
Bach - 032000b_.csv,625000.0,96.0,378,116736,0.003238075657894737,0.0,28,583680,107,0.2830687830687831,4.7971491228070175e-05,0.0,0.6476151315789475,0.7786885245901639,1,490.6338178338427,36.0,3.098360655737705,1,4,17.0,208.25,206.16666666666669,126.08333333333333
Bach - 032100b_.csv,625000.0,96.0,230,73729,0.00311953234141247,0.0,24,368645,74,0.3217391304347826,6.510328364686894e-05,0.0,0.6239064682824941,0.8378378378378378,1,545.000679445477,36.0,3.108108108108108,1,4,6.0,60.0,58.416666666666664,90.08333333333329
Bach - 032200b_.csv,652173.0,92.00012880018032,440,110593,0.003978551987919669,0.0,26,552965,119,0.27045454545454545,4.701925076632337e-05,0.0,0.7957103975839338,0.6395348837209303,0,391.08655045268,38.0,2.558139534883721,1,4,33.0,359.33333333333337,369.9166666666666,221.41666666666666
Bach - 032300b_.csv,555555.0,108.000108000108,99,45056,0.002197265625,0.0,24,225280,20,0.20202020202020202,0.0001065340909090909,0.0,0.439453125,0.7647058823529411,0,720.3353171073629,34.0,2.911764705882353,1,4,5.0,72.25,61.416666666666664,49.66666666666668
Bach - 032400b_.csv,625000.0,96.0,83,43009,0.0019298286405171011,0.0,21,215045,25,0.30120481927710846,9.765397939966054e-05,0.0,0.3859657281034202,0.6666666666666666,0,758.0558661311518,34.0,2.7666666666666666,1,4,0.0,40.666666666666664,40.166666666666664,27.5
Bach - 032500b_.csv,681818.0,88.00002346667293,287,69632,0.004121668198529412,0.0,26,348160,83,0.289198606271777,7.467830882352942e-05,0.0,0.8243336397058822,0.6936936936936937,0,433.78632027752906,41.0,2.5855855855855854,1,4,10.0,192.16666666666669,235.91666666666669,171.41666666666669
Bach - 032600b_.csv,625000.0,96.0,189,52224,0.003619025735294118,0.0,25,261120,55,0.291005291005291,9.574142156862745e-05,0.0,0.7238051470588235,0.5061728395061729,1,353.1768615739956,39.0,2.3333333333333335,1,4,28.0,283.0,304.0,38.16666666666667
Bach - 032700b_.csv,500000.0,120.0,149,52224,0.002853094362745098,0.0,24,261120,48,0.3221476510067114,9.191176470588235e-05,0.0,0.5706188725490196,0.8837209302325582,1,542.1308750115076,34.0,3.4651162790697674,1,4,0.0,37.0,40.166666666666664,58.49999999999998
Bach - 032800b_.csv,681818.0,88.00002346667293,2129,438272,0.004857713931074766,0.0,33,2191360,568,0.2667919210897135,1.5059141355140186e-05,0.0,0.9715427862149533,0.6643990929705216,0,296.47079971053296,40.0,2.4138321995464853,1,4,124.0,1061.4166666666663,1278.4999999999995,1036.9166666666667
Bach - 032900b_.csv,625000.0,96.0,224,57345,0.0039061818815938616,0.0,27,286725,60,0.26785714285714285,9.416688464556631e-05,0.0,0.7812363763187723,0.7126436781609196,0,394.79964261272386,38.0,2.574712643678161,1,4,4.0,150.66666666666663,160.75,153.58333333333334
Bach - 033000b_.csv,750000.0,80.0,267,52224,0.005112591911764706,0.0,30,261120,78,0.29213483146067415,0.00011488970588235294,0.0,1.0225183823529411,0.8804347826086957,0,299.790300001571,39.0,2.902173913043478,1,4,0.0,78.75,92.91666666666666,245.75
Bach - 033100b_.csv,666666.0,90.00009000009,219,61441,0.003564395110756661,0.0,26,307205,64,0.2922374429223744,8.463403915951889e-05,0.0,0.7128790221513323,0.6538461538461539,0,535.3851179647353,34.0,2.8076923076923075,1,4,28.0,141.25,144.5,93.5
Bach - 033200b_.csv,625000.0,96.0,152,36864,0.004123263888888889,0.0,25,184320,48,0.3157894736842105,0.00013563368055555556,0.0,0.8246527777777778,0.7222222222222222,0,308.7408011517197,34.0,2.814814814814815,1,4,0.0,134.08333333333334,136.16666666666666,69.75000000000001
Bach - 033300b_.csv,652173.0,92.00012880018032,295,61441,0.004801354144626552,0.0,25,307205,83,0.28135593220338984,8.13788838072297e-05,0.0,0.9602708289253105,0.7155172413793104,0,264.75107938307104,32.0,2.543103448275862,1,4,20.0,106.99999999999997,134.41666666666666,210.5
Bach - 033400b_.csv,625000.0,96.0,271,65537,0.0041350687397958405,0.0,27,327685,77,0.28413284132841327,8.239620367120863e-05,0.0,0.827013747959168,0.782608695652174,0,330.1749872127157,33.0,2.9456521739130435,1,4,0.0,133.33333333333334,135.33333333333334,128.24999999999997
Bach - 033500bv.csv,625000.0,96.0,154,36864,0.004177517361111111,0.0,30,184320,44,0.2857142857142857,0.00016276041666666666,0.0,0.8355034722222222,0.7843137254901961,0,335.78147430495943,38.0,3.019607843137255,1,4,8.0,58.833333333333336,56.58333333333333,65.75
Bach - 033500b_.csv,625000.0,96.0,154,36864,0.004177517361111111,0.0,30,184320,44,0.2857142857142857,0.00016276041666666666,0.0,0.8355034722222222,0.7843137254901961,0,335.78147430495943,38.0,3.019607843137255,1,4,8.0,58.833333333333336,56.58333333333333,66.25
Bach - 033600b_.csv,681818.0,88.00002346667293,156,36865,0.00423165604231656,0.0,27,184325,43,0.27564102564102566,0.00014648040146480402,0.0,0.8463312084633121,0.6440677966101694,0,286.4396402952418,33.0,2.6440677966101696,1,4,2.0,124.75,129.58333333333334,49.83333333333334
Bach - 033700b_.csv,625000.0,96.0,200,49152,0.004069010416666667,0.0,29,245760,42,0.21,0.00011800130208333333,0.0,0.8138020833333334,0.65,0,351.7768856971652,36.0,2.5,1,4,3.0,211.41666666666666,223.66666666666666,94.16666666666669
Bach - 033800b_.csv,652173.0,92.00012880018032,282,61441,0.004589769046727755,0.0,27,307205,77,0.2730496453900709,8.788919451180808e-05,0.0,0.917953809345551,0.631578947368421,0,284.47694329398144,30.0,2.473684210526316,1,4,22.0,214.75000000000006,274.8333333333333,101.33333333333329
Bach - 033900b_.csv,625000.0,96.0,276,73729,0.003743438809694964,0.0,30,368645,100,0.36231884057971014,8.137910455858618e-05,0.0,0.7486877619389928,0.7474747474747475,0,498.02747295923666,36.0,2.787878787878788,1,4,0.0,171.99999999999997,207.41666666666663,154.08333333333331
Bach - 034000b_.csv,666666.0,90.00009000009,530,106497,0.004976666009371156,0.0,30,532485,156,0.2943396226415094,5.633961520042818e-05,0.0,0.9953332018742311,0.7379679144385026,0,272.3417886346892,34.0,2.834224598930481,1,4,1.0,299.0833333333333,291.3333333333333,243.08333333333331
Bach - 034100b_.csv,652173.0,92.00012880018032,141,40961,0.0034422987720026366,0.0,26,204805,37,0.2624113475177305,0.0001269500256341398,0.0,0.6884597544005273,0.6666666666666666,0,436.19170003313985,33.0,2.473684210526316,1,4,14.0,83.75,80.91666666666666,70.08333333333334
Bach - 034200b_.csv,625000.0,96.0,230,73729,0.00311953234141247,0.0,26,368645,74,0.3217391304347826,7.052855728410802e-05,0.0,0.6239064682824941,0.8285714285714286,1,553.8940809186656,34.0,3.2857142857142856,1,4,1.0,44.166666666666664,49.083333333333336,91.58333333333331
Bach - 034300b_.csv,576923.0,104.00001386666851,308,92161,0.003341977626110828,0.0,26,460805,79,0.2564935064935065,5.6422998882390596e-05,0.0,0.6683955252221655,0.5620437956204379,1,408.57722468855496,36.0,2.2481751824817517,1,4,75.0,169.58333333333331,185.41666666666669,92.08333333333334
Bach - 034400b_.csv,625000.0,96.0,238,74752,0.003183861301369863,0.0,30,373760,67,0.2815126050420168,8.02654109589041e-05,0.0,0.6367722602739726,0.6741573033707865,1,488.12833101465714,41.0,2.6741573033707864,1,4,7.0,134.16666666666666,134.58333333333331,100.08333333333331
Bach - 034500b_.csv,750000.0,80.0,331,69632,0.0047535615808823525,0.0,31,348160,85,0.256797583081571,8.903952205882352e-05,0.0,0.9507123161764706,0.7094017094017094,0,305.83645068493735,36.0,2.8290598290598292,1,4,41.0,248.08333333333334,191.0,108.75000000000003
Bach - 034600b_.csv,681818.0,88.00002346667293,241,65537,0.0036773120527335704,0.0,28,327685,73,0.3029045643153527,8.544791491829043e-05,0.0,0.735462410546714,0.6595744680851063,0,391.6537109344209,36.0,2.5638297872340425,1,4,31.0,108.74999999999997,131.08333333333331,90.66666666666666
Bach - 034700b_.csv,857142.0,70.00007000007,296,72704,0.004071302816901408,0.0,26,363520,87,0.2939189189189189,7.152288732394366e-05,0.0,0.8142605633802817,0.7745098039215687,0,368.4007863701327,36.0,2.9019607843137254,1,4,2.0,85.08333333333334,93.66666666666666,178.25000000000006
Bach - 034800b_.csv,625000.0,96.0,275,69633,0.003949276923297862,0.0,27,348165,79,0.2872727272727273,7.754943776657619e-05,0.0,0.7898553846595723,0.7052631578947368,0,382.1147809013253,36.0,2.8947368421052633,1,4,0.0,140.50000000000003,120.25000000000006,65.91666666666666
Bach - 034900b_.csv,576923.0,104.00001386666851,161,49153,0.003275486745468232,0.0,23,245765,48,0.2981366459627329,9.358533558480663e-05,0.0,0.6550973490936464,0.6229508196721312,1,468.05084925067354,33.0,2.639344262295082,1,4,4.0,118.75,131.74999999999997,22.499999999999993
Bach - 035000b_.csv,681818.0,88.00002346667293,352,77824,0.004523026315789474,0.0,27,389120,94,0.26704545454545453,6.938733552631579e-05,0.0,0.9046052631578947,0.6275862068965518,0,275.7920163899534,33.0,2.4275862068965517,1,4,23.0,269.4166666666667,292.25,129.58333333333337
Bach - 035100b_.csv,714285.0,84.000084000084,178,40960,0.004345703125,0.0,27,204800,56,0.3146067415730337,0.0001318359375,0.0,0.869140625,0.6567164179104478,0,291.42470997141083,34.0,2.656716417910448,1,4,3.0,138.58333333333331,142.66666666666663,62.58333333333333
Bach - 035200b_.csv,681818.0,88.00002346667293,321,65537,0.004897996551566291,0.0,28,327685,94,0.29283489096573206,8.544791491829043e-05,0.0,0.9795993103132582,0.8256880733944955,0,331.15697629177083,34.0,2.944954128440367,1,4,7.0,106.91666666666666,109.41666666666666,208.24999999999994
Bach - 035300b_.csv,625000.0,96.0,315,77824,0.004047594572368421,0.0,26,389120,90,0.2857142857142857,6.681743421052632e-05,0.0,0.8095189144736842,0.7247706422018348,0,477.5022100420295,34.0,2.889908256880734,1,4,6.0,142.5,141.0,168.25
Bach - 035400b_.csv,666666.0,90.00009000009,318,65537,0.004852220882860064,0.0,28,327685,96,0.3018867924528302,8.544791491829043e-05,0.0,0.9704441765720128,0.7545454545454545,0,320.0748704490374,34.0,2.890909090909091,1,4,0.0,146.0,137.75,232.1666666666666
