tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,port,note,velocity
0,control_change,0,0,0,,,,,,,121,0,0,,,,
0,time_signature,0,1,0,6,8,24,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,program_change,0,0,0,,,,,,,,,0,0,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,50,80
0,note_on,0,0,0,,,,,,,,,0,,,78,80
0,midi_port,0,1,1,,,,,,,,,,,0,,
0,midi_port,0,1,0,,,,,,,,,,,0,,
0,key_signature,0,1,1,,,,,D,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,0,,,,,,,100,127,0,,,,
0,control_change,0,0,0,,,,,,,93,0,0,,,,
0,control_change,0,0,0,,,,,,,91,0,0,,,,
0,control_change,0,0,0,,,,,,,10,64,0,,,,
0,control_change,0,0,0,,,,,,,7,99,0,,,,
0,control_change,0,0,0,,,,,,,101,127,0,,,,
0,control_change,0,0,0,,,,,,,100,0,0,,,,
0,control_change,0,0,0,,,,,,,101,0,0,,,,
0,control_change,0,0,0,,,,,,,6,12,0,,,,
227,note_on,227,0,0,,,,,,,,,0,,,78,0
227,note_on,227,0,1,,,,,,,,,0,,,50,0
240,note_on,13,0,0,,,,,,,,,0,,,76,80
240,note_on,13,0,1,,,,,,,,,0,,,55,80
353,note_on,113,0,0,,,,,,,,,0,,,76,0
360,note_on,7,0,0,,,,,,,,,0,,,74,80
467,note_on,227,0,1,,,,,,,,,0,,,55,0
473,note_on,113,0,0,,,,,,,,,0,,,74,0
480,note_on,13,0,1,,,,,,,,,0,,,54,80
480,note_on,7,0,0,,,,,,,,,0,,,76,80
593,note_on,113,0,0,,,,,,,,,0,,,76,0
600,note_on,7,0,0,,,,,,,,,0,,,78,80
707,note_on,227,0,1,,,,,,,,,0,,,54,0
713,note_on,113,0,0,,,,,,,,,0,,,78,0
720,note_on,7,0,0,,,,,,,,,0,,,79,80
720,note_on,13,0,1,,,,,,,,,0,,,52,80
947,note_on,227,0,1,,,,,,,,,0,,,52,0
947,note_on,227,0,0,,,,,,,,,0,,,79,0
960,note_on,13,0,0,,,,,,,,,0,,,78,80
960,note_on,13,0,1,,,,,,,,,0,,,50,80
1187,note_on,227,0,1,,,,,,,,,0,,,50,0
1187,note_on,227,0,0,,,,,,,,,0,,,78,0
1440,note_on,253,0,1,,,,,,,,,0,,,54,80
1440,note_on,253,0,0,,,,,,,,,0,,,81,80
1667,note_on,227,0,0,,,,,,,,,0,,,81,0
1667,note_on,227,0,1,,,,,,,,,0,,,54,0
1680,note_on,13,0,1,,,,,,,,,0,,,59,80
1680,note_on,13,0,0,,,,,,,,,0,,,79,80
1793,note_on,113,0,0,,,,,,,,,0,,,79,0
1800,note_on,7,0,0,,,,,,,,,0,,,78,80
1907,note_on,227,0,1,,,,,,,,,0,,,59,0
1913,note_on,113,0,0,,,,,,,,,0,,,78,0
1920,note_on,13,0,1,,,,,,,,,0,,,55,80
1920,note_on,7,0,0,,,,,,,,,0,,,76,80
2033,note_on,113,0,0,,,,,,,,,0,,,76,0
2040,note_on,7,0,0,,,,,,,,,0,,,74,80
2147,note_on,227,0,1,,,,,,,,,0,,,55,0
2153,note_on,113,0,0,,,,,,,,,0,,,74,0
2160,note_on,13,0,1,,,,,,,,,0,,,57,80
2160,note_on,7,0,0,,,,,,,,,0,,,73,80
2387,note_on,227,0,0,,,,,,,,,0,,,73,0
2387,note_on,227,0,1,,,,,,,,,0,,,57,0
2400,note_on,13,0,1,,,,,,,,,0,,,50,80
2400,note_on,13,0,0,,,,,,,,,0,,,74,80
2627,note_on,227,0,0,,,,,,,,,0,,,74,0
2627,note_on,227,0,1,,,,,,,,,0,,,50,0
2880,note_on,253,0,1,,,,,,,,,0,,,54,80
2880,note_on,253,0,0,,,,,,,,,0,,,69,80
3107,note_on,227,0,0,,,,,,,,,0,,,69,0
3107,note_on,227,0,1,,,,,,,,,0,,,54,0
3120,note_on,13,0,1,,,,,,,,,0,,,55,80
3120,note_on,13,0,0,,,,,,,,,0,,,71,80
3233,note_on,113,0,0,,,,,,,,,0,,,71,0
3240,note_on,7,0,0,,,,,,,,,0,,,69,80
3347,note_on,227,0,1,,,,,,,,,0,,,55,0
3353,note_on,113,0,0,,,,,,,,,0,,,69,0
3360,note_on,7,0,0,,,,,,,,,0,,,71,80
3360,note_on,13,0,1,,,,,,,,,0,,,52,80
3473,note_on,113,0,0,,,,,,,,,0,,,71,0
3480,note_on,7,0,0,,,,,,,,,0,,,73,80
3587,note_on,227,0,1,,,,,,,,,0,,,52,0
3593,note_on,113,0,0,,,,,,,,,0,,,73,0
3600,note_on,7,0,0,,,,,,,,,0,,,74,80
3600,note_on,13,0,1,,,,,,,,,0,,,54,80
3713,note_on,113,0,0,,,,,,,,,0,,,74,0
3720,note_on,7,0,0,,,,,,,,,0,,,73,80
3827,note_on,227,0,1,,,,,,,,,0,,,54,0
3833,note_on,113,0,0,,,,,,,,,0,,,73,0
3840,note_on,7,0,0,,,,,,,,,0,,,74,80
3840,note_on,13,0,1,,,,,,,,,0,,,50,80
3953,note_on,113,0,0,,,,,,,,,0,,,74,0
3960,note_on,7,0,0,,,,,,,,,0,,,76,80
4067,note_on,227,0,1,,,,,,,,,0,,,50,0
4073,note_on,113,0,0,,,,,,,,,0,,,76,0
4080,note_on,7,0,0,,,,,,,,,0,,,78,80
4080,note_on,13,0,1,,,,,,,,,0,,,62,80
